"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC2 vowel speaker_frame__MAX"
"122","0.9179158505434625","0.9179158505434625","0.9179158505434625","0.6752808921338592","0.6752808921338592","0.6752808921338592","0.46023380981599643","0.46023380981599643","0.46023380981599643","0.8711294615693369","0.8711294615693369","0.8711294615693369","0.9068476146618317","0.9068476146618317","0.9068476146618317","0.8771213017059596","0.8771213017059596","0.8771213017059596"
