"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_proj__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_proj__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_proj__MAX"
"8","0.893809703493337","0.893809703493337","0.893809703493337","0.9152979961472008","0.9152979961472008","0.9152979961472008","0.8660258574464282","0.8660258574464282","0.8660258574464282","0.9664170953071316","0.9664170953071316","0.9664170953071316","0.9685818124044248","0.9685818124044248","0.9685818124044248","0.8679721168550036","0.8679721168550036","0.8679721168550036"
