"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame X__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame X__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame X__MAX"
"23","0.3535549262185124","0.3535549262185124","0.3535549262185124","0.42826799821135786","0.42826799821135786","0.42826799821135786","0.4874795051423461","0.4874795051423461","0.4874795051423461","0.39860634967953495","0.39860634967953495","0.39860634967953495","0.4241690266805783","0.4241690266805783","0.4241690266805783","0.47276047100909224","0.47276047100909224","0.47276047100909224"
