"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_joint_emb vowel speaker_frame__MAX"
"53","0.05304506230934562","0.05304506230934562","0.05304506230934562","0.055011218415009666","0.055011218415009666","0.055011218415009666","0.576736189068224","0.576736189068224","0.576736189068224","0.042404927269004286","0.042404927269004286","0.042404927269004286","0.07900524516845507","0.07900524516845507","0.07900524516845507","0.6682801485010559","0.6682801485010559","0.6682801485010559"
