"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement X vowel speaker_frame__MAX"
"89","0.4420340311602994","0.4420340311602994","0.4420340311602994","0.5228222569073873","0.5228222569073873","0.5228222569073873","0.3994088210949621","0.3994088210949621","0.3994088210949621","0.3822271417835099","0.3822271417835099","0.3822271417835099","0.5401945042884779","0.5401945042884779","0.5401945042884779","0.4684603371615189","0.4684603371615189","0.4684603371615189"
