"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame all__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame all__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame all__MAX"
"17","0.8480399463407363","0.8480399463407363","0.8480399463407363","0.918430466537487","0.918430466537487","0.918430466537487","0.7949023699508123","0.7949023699508123","0.7949023699508123","0.7309211506930988","0.7309211506930988","0.7309211506930988","0.7142644209271128","0.7142644209271128","0.7142644209271128","0.6458488597406469","0.6458488597406469","0.6458488597406469"
