"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score X vowel speaker_frame__MAX"
"101","0.20528812405883548","0.20528812405883548","0.20528812405883548","0.29437085949046105","0.29437085949046105","0.29437085949046105","0.4068382428113983","0.4068382428113983","0.4068382428113983","0.20207613109636938","0.20207613109636938","0.20207613109636938","0.20443824054896162","0.20443824054896162","0.20443824054896162","0.2592184680843815","0.2592184680843815","0.2592184680843815"
