"Step","vae_1d_fc_b1_mel - IRS z vowel speaker_frame","vae_1d_fc_b1_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - IRS z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - IRS z vowel speaker_frame","vae_1d_fc_b0_mel - IRS z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - IRS z vowel speaker_frame__MAX"
"10","0.5173255517478453","0.5173255517478453","0.5173255517478453","0.5523888168631981","0.5523888168631981","0.5523888168631981","0.5703722338673343","0.5703722338673343","0.5703722338673343"
