"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_joint_emb__MAX"
"5","0.8670070055149799","0.8670070055149799","0.8670070055149799","0.9233119689968698","0.9233119689968698","0.9233119689968698","0.7683708451334029","0.7683708451334029","0.7683708451334029","0.7479132508570577","0.7479132508570577","0.7479132508570577","0.7315918914890446","0.7315918914890446","0.7315918914890446","0.6141377254434341","0.6141377254434341","0.6141377254434341"
