"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC3 vowel speaker_frame__MAX"
"146","0.18598208052361706","0.18598208052361706","0.18598208052361706","0.19608228032834688","0.19608228032834688","0.19608228032834688","0.23570956054505302","0.23570956054505302","0.23570956054505302","0.17231615590834262","0.17231615590834262","0.17231615590834262","0.09452907094733906","0.09452907094733906","0.09452907094733906","0.28627599766724027","0.28627599766724027","0.28627599766724027"
