"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OC1 vowel speaker_frame__MAX"
"107","0.6129202908390096","0.6129202908390096","0.6129202908390096","0.8859763976415526","0.8859763976415526","0.8859763976415526","0.9571533833694946","0.9571533833694946","0.9571533833694946","0.8886040920011746","0.8886040920011746","0.8886040920011746","0.9821043499657905","0.9821043499657905","0.9821043499657905","0.9664934440386833","0.9664934440386833","0.9664934440386833"
