"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OCs_proj__MAX"
"11","0.7688180056640334","0.7688180056640334","0.7688180056640334","0.8251974959010284","0.8251974959010284","0.8251974959010284","0.640967357281264","0.640967357281264","0.640967357281264","0.6208451334028916","0.6208451334028916","0.6208451334028916","0.6445819049038605","0.6445819049038605","0.6445819049038605","0.525674467133701","0.525674467133701","0.525674467133701"
