"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test all vowel speaker_frame__MAX"
"79","0.918226687714907","0.918226687714907","0.918226687714907","0.9494012320553775","0.9494012320553775","0.9494012320553775","0.9331301775821643","0.9331301775821643","0.9331301775821643","0.9213093719203034","0.9213093719203034","0.9213093719203034","0.922537508479147","0.922537508479147","0.922537508479147","0.910913664506191","0.910913664506191","0.910913664506191"
