"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy speaker_frame OC3__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy speaker_frame OC3__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy speaker_frame OC3__MAX"
"41","0.7780965866746162","0.7780965866746162","0.7780965866746162","0.834662393799374","0.834662393799374","0.834662393799374","0.691012073334327","0.691012073334327","0.691012073334327","0.7048740497838724","0.7048740497838724","0.7048740497838724","0.7019675063347742","0.7019675063347742","0.7019675063347742","0.5289536443583246","0.5289536443583246","0.5289536443583246"
