"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OC2 vowel speaker_frame__MAX"
"128","0.061789876550808254","0.061789876550808254","0.061789876550808254","0.06780913635286352","0.06780913635286352","0.06780913635286352","0.5605246307923312","0.5605246307923312","0.5605246307923312","0.04145948534829317","0.04145948534829317","0.04145948534829317","0.1462833253291738","0.1462833253291738","0.1462833253291738","0.976434442747697","0.976434442747697","0.976434442747697"
