"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel all__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel all__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel all__MAX"
"14","0.8990725478124442","0.8990725478124442","0.8990725478124442","0.9346215717037714","0.9346215717037714","0.9346215717037714","0.9428435247155085","0.9428435247155085","0.9428435247155085","0.9790280618831053","0.9790280618831053","0.9790280618831053","0.9770619426846464","0.9770619426846464","0.9770619426846464","0.975493019283856","0.975493019283856","0.975493019283856"
