"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score OCs_proj vowel speaker_frame__MAX"
"62","0.5979842268087269","0.5979842268087269","0.5979842268087269","0.5928533299315103","0.5928533299315103","0.5928533299315103","0.6714203160127644","0.6714203160127644","0.6714203160127644","0.7844608369354567","0.7844608369354567","0.7844608369354567","0.7508117461380781","0.7508117461380781","0.7508117461380781","0.6619604535200841","0.6619604535200841","0.6619604535200841"
