"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OC3 vowel speaker_frame__MAX"
"139","0.4652190156587741","0.4652190156587741","0.4652190156587741","0.5372311945055603","0.5372311945055603","0.5372311945055603","0.5540770192103053","0.5540770192103053","0.5540770192103053","0.597262629635051","0.597262629635051","0.597262629635051","0.595677250369214","0.595677250369214","0.595677250369214","0.5652177179416777","0.5652177179416777","0.5652177179416777"
