"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OCs_joint_emb vowel speaker_frame__MAX"
"46","0.7394631449368075","0.7394631449368075","0.7394631449368075","0.6086606802401929","0.6086606802401929","0.6086606802401929","0.5591549831719115","0.5591549831719115","0.5591549831719115","0.7535910414970084","0.7535910414970084","0.7535910414970084","0.7200449669604891","0.7200449669604891","0.7200449669604891","0.5874210759571947","0.5874210759571947","0.5874210759571947"
