"Step","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b1_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b0.1_mel - disentanglement z vowel speaker_frame__MAX","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame__MIN","vae_1d_fc_b0_mel - disentanglement z vowel speaker_frame__MAX"
"8","0.028459186775086145","0.028459186775086145","0.028459186775086145","0.0596994740739582","0.0596994740739582","0.0596994740739582","0.3255559187829201","0.3255559187829201","0.3255559187829201"
