"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS all vowel speaker_frame__MAX"
"76","0.7280048656067664","0.7280048656067664","0.7280048656067664","0.668070570943264","0.668070570943264","0.668070570943264","0.5657685076510438","0.5657685076510438","0.5657685076510438","0.6804590203494465","0.6804590203494465","0.6804590203494465","0.5777058941325971","0.5777058941325971","0.5777058941325971","0.5834114762470284","0.5834114762470284","0.5834114762470284"
