"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS X vowel speaker_frame__MAX"
"91","0.7274171178886047","0.7274171178886047","0.7274171178886047","0.6702236370808866","0.6702236370808866","0.6702236370808866","0.5859285832040896","0.5859285832040896","0.5859285832040896","0.6775090906686181","0.6775090906686181","0.6775090906686181","0.5591215331751673","0.5591215331751673","0.5591215331751673","0.562892990342428","0.562892990342428","0.562892990342428"
