"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - mutual_info_score OC2 vowel speaker_frame__MAX"
"131","0.1953457243555884","0.1953457243555884","0.1953457243555884","0.18111898603984375","0.18111898603984375","0.18111898603984375","0.20364347973271152","0.20364347973271152","0.20364347973271152","0.12221294298970344","0.12221294298970344","0.12221294298970344","0.3463394863046114","0.3463394863046114","0.3463394863046114","0.46549185932086135","0.46549185932086135","0.46549185932086135"
