"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OCs_proj vowel speaker_frame__MAX"
"59","0.08179165361177321","0.08179165361177321","0.08179165361177321","0.07459737742864748","0.07459737742864748","0.07459737742864748","0.36464144694555545","0.36464144694555545","0.36464144694555545","0.06240025031277944","0.06240025031277944","0.06240025031277944","0.11429124341258746","0.11429124341258746","0.11429124341258746","0.2416936104475024","0.2416936104475024","0.2416936104475024"
