"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness OCs_proj vowel speaker_frame__MAX"
"60","0.05138018319905103","0.05138018319905103","0.05138018319905103","0.045440787886433284","0.045440787886433284","0.045440787886433284","0.17544199372139374","0.17544199372139374","0.17544199372139374","0.0373526276402531","0.0373526276402531","0.0373526276402531","0.053169473380734085","0.053169473380734085","0.053169473380734085","0.16409913281981164","0.16409913281981164","0.16409913281981164"
