"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_proj vowel speaker_frame__MAX"
"58","0.26552893393449345","0.26552893393449345","0.26552893393449345","0.3336252189141856","0.3336252189141856","0.3336252189141856","0.6824346983641987","0.6824346983641987","0.6824346983641987","0.266199649737303","0.266199649737303","0.266199649737303","0.3589074784812013","0.3589074784812013","0.3589074784812013","0.6372172746581213","0.6372172746581213","0.6372172746581213"
