"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OC3 vowel speaker_frame__MAX"
"133","0.4110742631441666","0.4110742631441666","0.4110742631441666","0.5204754629802139","0.5204754629802139","0.5204754629802139","0.4541304914856355","0.4541304914856355","0.4541304914856355","0.4309349033051384","0.4309349033051384","0.4309349033051384","0.48461079852442523","0.48461079852442523","0.48461079852442523","0.43533181801244547","0.43533181801244547","0.43533181801244547"
