"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OCs_joint_emb__MAX"
"2","0.8633845053919329","0.8633845053919329","0.8633845053919329","0.9238575655869561","0.9238575655869561","0.9238575655869561","0.9104323476257621","0.9104323476257621","0.9104323476257621","0.9757511965523404","0.9757511965523404","0.9757511965523404","0.9722757333227414","0.9722757333227414","0.9722757333227414","0.9617103251047604","0.9617103251047604","0.9617103251047604"
