"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test OCs_joint_emb vowel speaker_frame__MAX"
"43","0.7114431568357119","0.7114431568357119","0.7114431568357119","0.8135968998025114","0.8135968998025114","0.8135968998025114","0.7739874054477028","0.7739874054477028","0.7739874054477028","0.6820061854901815","0.6820061854901815","0.6820061854901815","0.7479971680888325","0.7479971680888325","0.7479971680888325","0.7482207400231025","0.7482207400231025","0.7482207400231025"
