"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - explicitness_score_test OCs_joint_emb vowel speaker_frame__MAX"
"49","0.8897317049130473","0.8897317049130473","0.8897317049130473","0.9314539414761436","0.9314539414761436","0.9314539414761436","0.9114368843599832","0.9114368843599832","0.9114368843599832","0.9046413048440054","0.9046413048440054","0.9046413048440054","0.9064261053235714","0.9064261053235714","0.9064261053235714","0.8903712112868654","0.8903712112868654","0.8903712112868654"
