"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC1 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC1 vowel speaker_frame__MAX"
"106","0.8319319854708197","0.8319319854708197","0.8319319854708197","0.6565900748631891","0.6565900748631891","0.6565900748631891","0.5231396840599783","0.5231396840599783","0.5231396840599783","0.8080904680749483","0.8080904680749483","0.8080904680749483","0.8604394159576266","0.8604394159576266","0.8604394159576266","0.531150057494559","0.531150057494559","0.531150057494559"
