"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - gaussian_total_correlation_norm OCs_proj vowel speaker_frame__MAX"
"68","0.020662805898084072","0.020662805898084072","0.020662805898084072","0.016622422220009585","0.016622422220009585","0.016622422220009585","0.21367494117882058","0.21367494117882058","0.21367494117882058","0.01947918066352182","0.01947918066352182","0.01947918066352182","0.021756984404702938","0.021756984404702938","0.021756984404702938","0.2663115881344285","0.2663115881344285","0.2663115881344285"
