"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement all vowel speaker_frame__MAX"
"74","0.5738612700347443","0.5738612700347443","0.5738612700347443","0.5766623032394171","0.5766623032394171","0.5766623032394171","0.4745194114511003","0.4745194114511003","0.4745194114511003","0.5637370165011228","0.5637370165011228","0.5637370165011228","0.5625888342796008","0.5625888342796008","0.5625888342796008","0.5308258467675765","0.5308258467675765","0.5308258467675765"
