"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel OC1__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel OC1__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel OC1__MAX"
"26","0.5099398248366532","0.5099398248366532","0.5099398248366532","0.5297201755605425","0.5297201755605425","0.5297201755605425","0.5240998550235338","0.5240998550235338","0.5240998550235338","0.7105634222389927","0.7105634222389927","0.7105634222389927","0.675927948682303","0.675927948682303","0.675927948682303","0.6586896510634918","0.6586896510634918","0.6586896510634918"
