"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - completeness X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - completeness X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - completeness X vowel speaker_frame__MAX"
"90","0.21777571547140712","0.21777571547140712","0.21777571547140712","0.3364183010703208","0.3364183010703208","0.3364183010703208","0.30515138031021183","0.30515138031021183","0.30515138031021183","0.24273218472860741","0.24273218472860741","0.24273218472860741","0.3468897286589192","0.3468897286589192","0.3468897286589192","0.3069603152947486","0.3069603152947486","0.3069603152947486"
