"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test X vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test X vowel speaker_frame__MAX"
"88","0.48693967283973616","0.48693967283973616","0.48693967283973616","0.5168051570592838","0.5168051570592838","0.5168051570592838","0.6103513805566941","0.6103513805566941","0.6103513805566941","0.5661213995603085","0.5661213995603085","0.5661213995603085","0.5336662071021352","0.5336662071021352","0.5336662071021352","0.6223311100346537","0.6223311100346537","0.6223311100346537"
