"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - best test accuracy vowel X__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - best test accuracy vowel X__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - best test accuracy vowel X__MAX"
"20","0.8439219113061783","0.8439219113061783","0.8439219113061783","0.8708915059678669","0.8708915059678669","0.8708915059678669","0.8694218815164936","0.8694218815164936","0.8694218815164936","0.9008400691120688","0.9008400691120688","0.9008400691120688","0.8995094631898795","0.8995094631898795","0.8995094631898795","0.9127956626218895","0.9127956626218895","0.9127956626218895"
