"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - disentanglement OC2 vowel speaker_frame__MAX"
"119","0.3187922485447351","0.3187922485447351","0.3187922485447351","0.1961403322861742","0.1961403322861742","0.1961403322861742","0.19795534365271636","0.19795534365271636","0.19795534365271636","0.22037747015105907","0.22037747015105907","0.22037747015105907","0.130665019739454","0.130665019739454","0.130665019739454","0.24220960380806245","0.24220960380806245","0.24220960380806245"
