"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - IRS OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - IRS OC2 vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - IRS OC2 vowel speaker_frame__MAX"
"121","0.7163918221449376","0.7163918221449376","0.7163918221449376","0.6042656099706337","0.6042656099706337","0.6042656099706337","0.5492378445787449","0.5492378445787449","0.5492378445787449","0.7209672645075778","0.7209672645075778","0.7209672645075778","0.49949344041256555","0.49949344041256555","0.49949344041256555","0.4103885274137146","0.4103885274137146","0.4103885274137146"
