"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - modularity_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - modularity_score all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - modularity_score all vowel speaker_frame__MAX"
"77","0.8122777019087454","0.8122777019087454","0.8122777019087454","0.8331100341812735","0.8331100341812735","0.8331100341812735","0.7824926225413694","0.7824926225413694","0.7824926225413694","0.8125118996962483","0.8125118996962483","0.8125118996962483","0.8694490941184215","0.8694490941184215","0.8694490941184215","0.8550575787870315","0.8550575787870315","0.8550575787870315"
