"Step","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame__MAX","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_filter_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b1_mel_bs16 - informativeness_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0.1_mel_bs16 - informativeness_test all vowel speaker_frame__MAX","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame__MIN","vowels_ewt_NoC3_Z_b0_mel_bs16 - informativeness_test all vowel speaker_frame__MAX"
"73","0.7379736930357342","0.7379736930357342","0.7379736930357342","0.8377799306927004","0.8377799306927004","0.8377799306927004","0.8000894287737079","0.8000894287737079","0.8000894287737079","0.7253418787494876","0.7253418787494876","0.7253418787494876","0.7615232701121586","0.7615232701121586","0.7615232701121586","0.7637217274658121","0.7637217274658121","0.7637217274658121"
