"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_s","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_s","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_s","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_s__MAX"
"110","0.17342422902584076","0.17342422902584076","0.17342422902584076","0.27110129594802856","0.27110129594802856","0.27110129594802856","0.30681517720222473","0.30681517720222473","0.30681517720222473","0.32671576738357544","0.32671576738357544","0.32671576738357544","0.32299500703811646","0.32299500703811646","0.32299500703811646","0.3120590150356293","0.3120590150356293","0.3120590150356293","0.2482919692993164","0.2482919692993164","0.2482919692993164","0.135703906416893","0.135703906416893","0.135703906416893"
"112","0.17470960319042206","0.17470960319042206","0.17470960319042206","0.2592041790485382","0.2592041790485382","0.2592041790485382","0.30876538157463074","0.30876538157463074","0.30876538157463074","0.3296719193458557","0.3296719193458557","0.3296719193458557","0.32834190130233765","0.32834190130233765","0.32834190130233765","0.3097415566444397","0.3097415566444397","0.3097415566444397","0.23660755157470703","0.23660755157470703","0.23660755157470703","0.12834987044334412","0.12834987044334412","0.12834987044334412"
"114","0.18272864818572998","0.18272864818572998","0.18272864818572998","0.2577977776527405","0.2577977776527405","0.2577977776527405","0.2945968508720398","0.2945968508720398","0.2945968508720398","0.3258459270000458","0.3258459270000458","0.3258459270000458","0.3161427080631256","0.3161427080631256","0.3161427080631256","0.3050267696380615","0.3050267696380615","0.3050267696380615","0.24013745784759521","0.24013745784759521","0.24013745784759521","0.144352525472641","0.144352525472641","0.144352525472641"
"116","0.18459556996822357","0.18459556996822357","0.18459556996822357","0.2600995898246765","0.2600995898246765","0.2600995898246765","0.30428218841552734","0.30428218841552734","0.30428218841552734","0.33055585622787476","0.33055585622787476","0.33055585622787476","0.32672587037086487","0.32672587037086487","0.32672587037086487","0.31512242555618286","0.31512242555618286","0.31512242555618286","0.2342953383922577","0.2342953383922577","0.2342953383922577","0.13997069001197815","0.13997069001197815","0.13997069001197815"
"118","0.19573959708213806","0.19573959708213806","0.19573959708213806","0.2821848392486572","0.2821848392486572","0.2821848392486572","0.312707781791687","0.312707781791687","0.312707781791687","0.3241218626499176","0.3241218626499176","0.3241218626499176","0.32148873805999756","0.32148873805999756","0.32148873805999756","0.31838107109069824","0.31838107109069824","0.31838107109069824","0.266060471534729","0.266060471534729","0.266060471534729","0.14298096299171448","0.14298096299171448","0.14298096299171448"
"120","0.1792834997177124","0.1792834997177124","0.1792834997177124","0.267458438873291","0.267458438873291","0.267458438873291","0.32140442728996277","0.32140442728996277","0.32140442728996277","0.3337053060531616","0.3337053060531616","0.3337053060531616","0.3232007920742035","0.3232007920742035","0.3232007920742035","0.319766640663147","0.319766640663147","0.319766640663147","0.2622329890727997","0.2622329890727997","0.2622329890727997","0.15005174279212952","0.15005174279212952","0.15005174279212952"
"122","0.17343604564666748","0.17343604564666748","0.17343604564666748","0.2623000741004944","0.2623000741004944","0.2623000741004944","0.30269551277160645","0.30269551277160645","0.30269551277160645","0.3225048780441284","0.3225048780441284","0.3225048780441284","0.32409000396728516","0.32409000396728516","0.32409000396728516","0.3006666302680969","0.3006666302680969","0.3006666302680969","0.2349650114774704","0.2349650114774704","0.2349650114774704","0.13143685460090637","0.13143685460090637","0.13143685460090637"
"124","0.20921459794044495","0.20921459794044495","0.20921459794044495","0.2824198603630066","0.2824198603630066","0.2824198603630066","0.30843937397003174","0.30843937397003174","0.30843937397003174","0.3213362395763397","0.3213362395763397","0.3213362395763397","0.32139694690704346","0.32139694690704346","0.32139694690704346","0.31748902797698975","0.31748902797698975","0.31748902797698975","0.260987251996994","0.260987251996994","0.260987251996994","0.15100988745689392","0.15100988745689392","0.15100988745689392"
"126","0.17891190946102142","0.17891190946102142","0.17891190946102142","0.2792823612689972","0.2792823612689972","0.2792823612689972","0.3149977922439575","0.3149977922439575","0.3149977922439575","0.32446834444999695","0.32446834444999695","0.32446834444999695","0.3196793794631958","0.3196793794631958","0.3196793794631958","0.31491175293922424","0.31491175293922424","0.31491175293922424","0.2591480016708374","0.2591480016708374","0.2591480016708374","0.13499990105628967","0.13499990105628967","0.13499990105628967"
"128","0.19293735921382904","0.19293735921382904","0.19293735921382904","0.2675306797027588","0.2675306797027588","0.2675306797027588","0.3118533194065094","0.3118533194065094","0.3118533194065094","0.3215107321739197","0.3215107321739197","0.3215107321739197","0.3157423734664917","0.3157423734664917","0.3157423734664917","0.31398263573646545","0.31398263573646545","0.31398263573646545","0.2596922516822815","0.2596922516822815","0.2596922516822815","0.14800915122032166","0.14800915122032166","0.14800915122032166"
"130","0.19657191634178162","0.19657191634178162","0.19657191634178162","0.28087037801742554","0.28087037801742554","0.28087037801742554","0.31167563796043396","0.31167563796043396","0.31167563796043396","0.32306116819381714","0.32306116819381714","0.32306116819381714","0.32497847080230713","0.32497847080230713","0.32497847080230713","0.3174366056919098","0.3174366056919098","0.3174366056919098","0.26587527990341187","0.26587527990341187","0.26587527990341187","0.15277723968029022","0.15277723968029022","0.15277723968029022"
"132","0.18381580710411072","0.18381580710411072","0.18381580710411072","0.2739427089691162","0.2739427089691162","0.2739427089691162","0.31709182262420654","0.31709182262420654","0.31709182262420654","0.3313934803009033","0.3313934803009033","0.3313934803009033","0.3220471143722534","0.3220471143722534","0.3220471143722534","0.31780481338500977","0.31780481338500977","0.31780481338500977","0.2602140009403229","0.2602140009403229","0.2602140009403229","0.1443740874528885","0.1443740874528885","0.1443740874528885"
"134","0.2001582831144333","0.2001582831144333","0.2001582831144333","0.282180517911911","0.282180517911911","0.282180517911911","0.3129640817642212","0.3129640817642212","0.3129640817642212","0.31998932361602783","0.31998932361602783","0.31998932361602783","0.3202788233757019","0.3202788233757019","0.3202788233757019","0.3183366656303406","0.3183366656303406","0.3183366656303406","0.2662210166454315","0.2662210166454315","0.2662210166454315","0.1498742401599884","0.1498742401599884","0.1498742401599884"
"136","0.20661184191703796","0.20661184191703796","0.20661184191703796","0.28080686926841736","0.28080686926841736","0.28080686926841736","0.3150694966316223","0.3150694966316223","0.3150694966316223","0.31805914640426636","0.31805914640426636","0.31805914640426636","0.3210184872150421","0.3210184872150421","0.3210184872150421","0.3141430616378784","0.3141430616378784","0.3141430616378784","0.267864465713501","0.267864465713501","0.267864465713501","0.1603209376335144","0.1603209376335144","0.1603209376335144"
"138","0.2023783028125763","0.2023783028125763","0.2023783028125763","0.2861242890357971","0.2861242890357971","0.2861242890357971","0.31647375226020813","0.31647375226020813","0.31647375226020813","0.324119508266449","0.324119508266449","0.324119508266449","0.3218068480491638","0.3218068480491638","0.3218068480491638","0.3192804455757141","0.3192804455757141","0.3192804455757141","0.2683413028717041","0.2683413028717041","0.2683413028717041","0.15253418684005737","0.15253418684005737","0.15253418684005737"
"140","0.20665743947029114","0.20665743947029114","0.20665743947029114","0.2690470516681671","0.2690470516681671","0.2690470516681671","0.3161628842353821","0.3161628842353821","0.3161628842353821","0.3240705728530884","0.3240705728530884","0.3240705728530884","0.32054603099823","0.32054603099823","0.32054603099823","0.31687992811203003","0.31687992811203003","0.31687992811203003","0.2662753462791443","0.2662753462791443","0.2662753462791443","0.16108545660972595","0.16108545660972595","0.16108545660972595"
"142","0.21185800433158875","0.21185800433158875","0.21185800433158875","0.2778134047985077","0.2778134047985077","0.2778134047985077","0.3121935725212097","0.3121935725212097","0.3121935725212097","0.32483920454978943","0.32483920454978943","0.32483920454978943","0.3238131105899811","0.3238131105899811","0.3238131105899811","0.3181760311126709","0.3181760311126709","0.3181760311126709","0.26961642503738403","0.26961642503738403","0.26961642503738403","0.1501089632511139","0.1501089632511139","0.1501089632511139"
"144","0.20173834264278412","0.20173834264278412","0.20173834264278412","0.2776004672050476","0.2776004672050476","0.2776004672050476","0.3192169666290283","0.3192169666290283","0.3192169666290283","0.3212096393108368","0.3212096393108368","0.3212096393108368","0.32313740253448486","0.32313740253448486","0.32313740253448486","0.31743571162223816","0.31743571162223816","0.31743571162223816","0.27474772930145264","0.27474772930145264","0.27474772930145264","0.15362605452537537","0.15362605452537537","0.15362605452537537"
"146","0.2072480320930481","0.2072480320930481","0.2072480320930481","0.273057222366333","0.273057222366333","0.273057222366333","0.3164075016975403","0.3164075016975403","0.3164075016975403","0.32989680767059326","0.32989680767059326","0.32989680767059326","0.32806599140167236","0.32806599140167236","0.32806599140167236","0.32512885332107544","0.32512885332107544","0.32512885332107544","0.27775734663009644","0.27775734663009644","0.27775734663009644","0.15849900245666504","0.15849900245666504","0.15849900245666504"
"148","0.20324695110321045","0.20324695110321045","0.20324695110321045","0.27506327629089355","0.27506327629089355","0.27506327629089355","0.3118509352207184","0.3118509352207184","0.3118509352207184","0.32896098494529724","0.32896098494529724","0.32896098494529724","0.3206132650375366","0.3206132650375366","0.3206132650375366","0.31480154395103455","0.31480154395103455","0.31480154395103455","0.2684118151664734","0.2684118151664734","0.2684118151664734","0.15227991342544556","0.15227991342544556","0.15227991342544556"
"150","0.19372743368148804","0.19372743368148804","0.19372743368148804","0.2758181691169739","0.2758181691169739","0.2758181691169739","0.3138962388038635","0.3138962388038635","0.3138962388038635","0.32804441452026367","0.32804441452026367","0.32804441452026367","0.3296841084957123","0.3296841084957123","0.3296841084957123","0.3232007622718811","0.3232007622718811","0.3232007622718811","0.2765997648239136","0.2765997648239136","0.2765997648239136","0.1594904065132141","0.1594904065132141","0.1594904065132141"
"152","0.21344000101089478","0.21344000101089478","0.21344000101089478","0.28454330563545227","0.28454330563545227","0.28454330563545227","0.31482553482055664","0.31482553482055664","0.31482553482055664","0.3212868273258209","0.3212868273258209","0.3212868273258209","0.3212476968765259","0.3212476968765259","0.3212476968765259","0.3190334141254425","0.3190334141254425","0.3190334141254425","0.2808547616004944","0.2808547616004944","0.2808547616004944","0.1623767465353012","0.1623767465353012","0.1623767465353012"
"154","0.209377259016037","0.209377259016037","0.209377259016037","0.2800518274307251","0.2800518274307251","0.2800518274307251","0.31915655732154846","0.31915655732154846","0.31915655732154846","0.31944090127944946","0.31944090127944946","0.31944090127944946","0.31984421610832214","0.31984421610832214","0.31984421610832214","0.3130858242511749","0.3130858242511749","0.3130858242511749","0.2648650109767914","0.2648650109767914","0.2648650109767914","0.11706344783306122","0.11706344783306122","0.11706344783306122"
"156","0.20960968732833862","0.20960968732833862","0.20960968732833862","0.2817380726337433","0.2817380726337433","0.2817380726337433","0.3147406578063965","0.3147406578063965","0.3147406578063965","0.32652366161346436","0.32652366161346436","0.32652366161346436","0.3252367675304413","0.3252367675304413","0.3252367675304413","0.3210643231868744","0.3210643231868744","0.3210643231868744","0.2731574773788452","0.2731574773788452","0.2731574773788452","0.16047541797161102","0.16047541797161102","0.16047541797161102"
"158","0.2040400207042694","0.2040400207042694","0.2040400207042694","0.28681057691574097","0.28681057691574097","0.28681057691574097","0.312358021736145","0.312358021736145","0.312358021736145","0.3193908929824829","0.3193908929824829","0.3193908929824829","0.3195289671421051","0.3195289671421051","0.3195289671421051","0.31518983840942383","0.31518983840942383","0.31518983840942383","0.2744715213775635","0.2744715213775635","0.2744715213775635","0.16011792421340942","0.16011792421340942","0.16011792421340942"
"160","0.19450907409191132","0.19450907409191132","0.19450907409191132","0.2827114462852478","0.2827114462852478","0.2827114462852478","0.3154030740261078","0.3154030740261078","0.3154030740261078","0.32989269495010376","0.32989269495010376","0.32989269495010376","0.31929004192352295","0.31929004192352295","0.31929004192352295","0.31700706481933594","0.31700706481933594","0.31700706481933594","0.2813534736633301","0.2813534736633301","0.2813534736633301","0.1625368297100067","0.1625368297100067","0.1625368297100067"
"162","0.19688865542411804","0.19688865542411804","0.19688865542411804","0.28714632987976074","0.28714632987976074","0.28714632987976074","0.3074774146080017","0.3074774146080017","0.3074774146080017","0.32714614272117615","0.32714614272117615","0.32714614272117615","0.3233621120452881","0.3233621120452881","0.3233621120452881","0.3245520293712616","0.3245520293712616","0.3245520293712616","0.28718602657318115","0.28718602657318115","0.28718602657318115","0.1665159910917282","0.1665159910917282","0.1665159910917282"
"164","0.20682810246944427","0.20682810246944427","0.20682810246944427","0.2859436571598053","0.2859436571598053","0.2859436571598053","0.32071787118911743","0.32071787118911743","0.32071787118911743","0.3276693820953369","0.3276693820953369","0.3276693820953369","0.3201506733894348","0.3201506733894348","0.3201506733894348","0.31981992721557617","0.31981992721557617","0.31981992721557617","0.2823775112628937","0.2823775112628937","0.2823775112628937","0.1723211258649826","0.1723211258649826","0.1723211258649826"
"166","0.21676497161388397","0.21676497161388397","0.21676497161388397","0.2908294200897217","0.2908294200897217","0.2908294200897217","0.3182918429374695","0.3182918429374695","0.3182918429374695","0.32328736782073975","0.32328736782073975","0.32328736782073975","0.32198697328567505","0.32198697328567505","0.32198697328567505","0.3196401000022888","0.3196401000022888","0.3196401000022888","0.2838518023490906","0.2838518023490906","0.2838518023490906","0.17976254224777222","0.17976254224777222","0.17976254224777222"
"168","0.2027202695608139","0.2027202695608139","0.2027202695608139","0.29394662380218506","0.29394662380218506","0.29394662380218506","0.3181617856025696","0.3181617856025696","0.3181617856025696","0.321711003780365","0.321711003780365","0.321711003780365","0.3226301670074463","0.3226301670074463","0.3226301670074463","0.32280588150024414","0.32280588150024414","0.32280588150024414","0.2875247895717621","0.2875247895717621","0.2875247895717621","0.17054663598537445","0.17054663598537445","0.17054663598537445"
"170","0.21252059936523438","0.21252059936523438","0.21252059936523438","0.2966082990169525","0.2966082990169525","0.2966082990169525","0.31908148527145386","0.31908148527145386","0.31908148527145386","0.31755954027175903","0.31755954027175903","0.31755954027175903","0.3182717561721802","0.3182717561721802","0.3182717561721802","0.3183690905570984","0.3183690905570984","0.3183690905570984","0.29033413529396057","0.29033413529396057","0.29033413529396057","0.17823639512062073","0.17823639512062073","0.17823639512062073"
"172","0.21586072444915771","0.21586072444915771","0.21586072444915771","0.2938527464866638","0.2938527464866638","0.2938527464866638","0.31631115078926086","0.31631115078926086","0.31631115078926086","0.31972235441207886","0.31972235441207886","0.31972235441207886","0.3202565014362335","0.3202565014362335","0.3202565014362335","0.3185240626335144","0.3185240626335144","0.3185240626335144","0.28626298904418945","0.28626298904418945","0.28626298904418945","0.18951955437660217","0.18951955437660217","0.18951955437660217"
"174","0.21445190906524658","0.21445190906524658","0.21445190906524658","0.2943689525127411","0.2943689525127411","0.2943689525127411","0.31803011894226074","0.31803011894226074","0.31803011894226074","0.3195009231567383","0.3195009231567383","0.3195009231567383","0.3192516267299652","0.3192516267299652","0.3192516267299652","0.31798431277275085","0.31798431277275085","0.31798431277275085","0.28917598724365234","0.28917598724365234","0.28917598724365234","0.18039417266845703","0.18039417266845703","0.18039417266845703"
"176","0.2003766894340515","0.2003766894340515","0.2003766894340515","0.2777579426765442","0.2777579426765442","0.2777579426765442","0.32013607025146484","0.32013607025146484","0.32013607025146484","0.32251033186912537","0.32251033186912537","0.32251033186912537","0.32425805926322937","0.32425805926322937","0.32425805926322937","0.32037776708602905","0.32037776708602905","0.32037776708602905","0.2766616940498352","0.2766616940498352","0.2766616940498352","0.18832866847515106","0.18832866847515106","0.18832866847515106"
"178","0.20919165015220642","0.20919165015220642","0.20919165015220642","0.2937932014465332","0.2937932014465332","0.2937932014465332","0.3202739953994751","0.3202739953994751","0.3202739953994751","0.3239459693431854","0.3239459693431854","0.3239459693431854","0.32515889406204224","0.32515889406204224","0.32515889406204224","0.32243335247039795","0.32243335247039795","0.32243335247039795","0.2844116687774658","0.2844116687774658","0.2844116687774658","0.18681156635284424","0.18681156635284424","0.18681156635284424"
"180","0.20420920848846436","0.20420920848846436","0.20420920848846436","0.28774839639663696","0.28774839639663696","0.28774839639663696","0.3229757249355316","0.3229757249355316","0.3229757249355316","0.3234986364841461","0.3234986364841461","0.3234986364841461","0.3235868513584137","0.3235868513584137","0.3235868513584137","0.32069656252861023","0.32069656252861023","0.32069656252861023","0.285280704498291","0.285280704498291","0.285280704498291","0.18828114867210388","0.18828114867210388","0.18828114867210388"
"182","0.2023649513721466","0.2023649513721466","0.2023649513721466","0.2920841872692108","0.2920841872692108","0.2920841872692108","0.31889694929122925","0.31889694929122925","0.31889694929122925","0.32239025831222534","0.32239025831222534","0.32239025831222534","0.3222866654396057","0.3222866654396057","0.3222866654396057","0.3191417157649994","0.3191417157649994","0.3191417157649994","0.2863331139087677","0.2863331139087677","0.2863331139087677","0.19148235023021698","0.19148235023021698","0.19148235023021698"
"184","0.20735834538936615","0.20735834538936615","0.20735834538936615","0.2842726707458496","0.2842726707458496","0.2842726707458496","0.3119044303894043","0.3119044303894043","0.3119044303894043","0.3220519721508026","0.3220519721508026","0.3220519721508026","0.3236674964427948","0.3236674964427948","0.3236674964427948","0.3173287510871887","0.3173287510871887","0.3173287510871887","0.2819424867630005","0.2819424867630005","0.2819424867630005","0.19055597484111786","0.19055597484111786","0.19055597484111786"
"186","0.20389370620250702","0.20389370620250702","0.20389370620250702","0.2897033393383026","0.2897033393383026","0.2897033393383026","0.31637486815452576","0.31637486815452576","0.31637486815452576","0.3181385099887848","0.3181385099887848","0.3181385099887848","0.3207945227622986","0.3207945227622986","0.3207945227622986","0.31604623794555664","0.31604623794555664","0.31604623794555664","0.28283625841140747","0.28283625841140747","0.28283625841140747","0.1967325657606125","0.1967325657606125","0.1967325657606125"
"188","0.21167528629302979","0.21167528629302979","0.21167528629302979","0.29637300968170166","0.29637300968170166","0.29637300968170166","0.3218443989753723","0.3218443989753723","0.3218443989753723","0.32300716638565063","0.32300716638565063","0.32300716638565063","0.32493460178375244","0.32493460178375244","0.32493460178375244","0.32049262523651123","0.32049262523651123","0.32049262523651123","0.2901279926300049","0.2901279926300049","0.2901279926300049","0.2026468813419342","0.2026468813419342","0.2026468813419342"
"190","0.21131281554698944","0.21131281554698944","0.21131281554698944","0.2847363352775574","0.2847363352775574","0.2847363352775574","0.31948035955429077","0.31948035955429077","0.31948035955429077","0.31740933656692505","0.31740933656692505","0.31740933656692505","0.3225735127925873","0.3225735127925873","0.3225735127925873","0.3190675377845764","0.3190675377845764","0.3190675377845764","0.28323543071746826","0.28323543071746826","0.28323543071746826","0.21384261548519135","0.21384261548519135","0.21384261548519135"
"192","0.20344746112823486","0.20344746112823486","0.20344746112823486","0.28616154193878174","0.28616154193878174","0.28616154193878174","0.32136499881744385","0.32136499881744385","0.32136499881744385","0.3292493224143982","0.3292493224143982","0.3292493224143982","0.331198126077652","0.331198126077652","0.331198126077652","0.32731926441192627","0.32731926441192627","0.32731926441192627","0.2787306606769562","0.2787306606769562","0.2787306606769562","0.18732747435569763","0.18732747435569763","0.18732747435569763"
"194","0.2157214730978012","0.2157214730978012","0.2157214730978012","0.3017871081829071","0.3017871081829071","0.3017871081829071","0.31930872797966003","0.31930872797966003","0.31930872797966003","0.3236314654350281","0.3236314654350281","0.3236314654350281","0.3243734836578369","0.3243734836578369","0.3243734836578369","0.32385382056236267","0.32385382056236267","0.32385382056236267","0.29633408784866333","0.29633408784866333","0.29633408784866333","0.2144443690776825","0.2144443690776825","0.2144443690776825"
"196","0.20527683198451996","0.20527683198451996","0.20527683198451996","0.2877185344696045","0.2877185344696045","0.2877185344696045","0.3211213946342468","0.3211213946342468","0.3211213946342468","0.3210808336734772","0.3210808336734772","0.3210808336734772","0.32168495655059814","0.32168495655059814","0.32168495655059814","0.3209826350212097","0.3209826350212097","0.3209826350212097","0.2813257575035095","0.2813257575035095","0.2813257575035095","0.1992788165807724","0.1992788165807724","0.1992788165807724"
"198","0.21358166635036469","0.21358166635036469","0.21358166635036469","0.2815021276473999","0.2815021276473999","0.2815021276473999","0.31833088397979736","0.31833088397979736","0.31833088397979736","0.33534711599349976","0.33534711599349976","0.33534711599349976","0.33140018582344055","0.33140018582344055","0.33140018582344055","0.3315901756286621","0.3315901756286621","0.3315901756286621","0.2738606929779053","0.2738606929779053","0.2738606929779053","0.19439440965652466","0.19439440965652466","0.19439440965652466"
"200","0.2223975956439972","0.2223975956439972","0.2223975956439972","0.29629698395729065","0.29629698395729065","0.29629698395729065","0.3191674053668976","0.3191674053668976","0.3191674053668976","0.31834957003593445","0.31834957003593445","0.31834957003593445","0.31913700699806213","0.31913700699806213","0.31913700699806213","0.3187072277069092","0.3187072277069092","0.3187072277069092","0.291454553604126","0.291454553604126","0.291454553604126","0.2286776602268219","0.2286776602268219","0.2286776602268219"
"202","0.2254703938961029","0.2254703938961029","0.2254703938961029","0.2993726432323456","0.2993726432323456","0.2993726432323456","0.32149264216423035","0.32149264216423035","0.32149264216423035","0.31927987933158875","0.31927987933158875","0.31927987933158875","0.32085320353507996","0.32085320353507996","0.32085320353507996","0.32102352380752563","0.32102352380752563","0.32102352380752563","0.29380473494529724","0.29380473494529724","0.29380473494529724","0.22961418330669403","0.22961418330669403","0.22961418330669403"
"204","0.22033171355724335","0.22033171355724335","0.22033171355724335","0.2800455093383789","0.2800455093383789","0.2800455093383789","0.32123681902885437","0.32123681902885437","0.32123681902885437","0.32664716243743896","0.32664716243743896","0.32664716243743896","0.3226088881492615","0.3226088881492615","0.3226088881492615","0.32242894172668457","0.32242894172668457","0.32242894172668457","0.284925639629364","0.284925639629364","0.284925639629364","0.21374526619911194","0.21374526619911194","0.21374526619911194"
"206","0.22241148352622986","0.22241148352622986","0.22241148352622986","0.30024993419647217","0.30024993419647217","0.30024993419647217","0.32311755418777466","0.32311755418777466","0.32311755418777466","0.32363826036453247","0.32363826036453247","0.32363826036453247","0.3222781717777252","0.3222781717777252","0.3222781717777252","0.3224945664405823","0.3224945664405823","0.3224945664405823","0.2922593057155609","0.2922593057155609","0.2922593057155609","0.20471487939357758","0.20471487939357758","0.20471487939357758"
"208","0.22781062126159668","0.22781062126159668","0.22781062126159668","0.290976345539093","0.290976345539093","0.290976345539093","0.3185252249240875","0.3185252249240875","0.3185252249240875","0.3256744146347046","0.3256744146347046","0.3256744146347046","0.3322184383869171","0.3322184383869171","0.3322184383869171","0.3283824920654297","0.3283824920654297","0.3283824920654297","0.2934778928756714","0.2934778928756714","0.2934778928756714","0.2113504260778427","0.2113504260778427","0.2113504260778427"
"210","0.23659813404083252","0.23659813404083252","0.23659813404083252","0.30001482367515564","0.30001482367515564","0.30001482367515564","0.3176344633102417","0.3176344633102417","0.3176344633102417","0.32463544607162476","0.32463544607162476","0.32463544607162476","0.32470375299453735","0.32470375299453735","0.32470375299453735","0.32235607504844666","0.32235607504844666","0.32235607504844666","0.300304114818573","0.300304114818573","0.300304114818573","0.22518935799598694","0.22518935799598694","0.22518935799598694"
"212","0.23051242530345917","0.23051242530345917","0.23051242530345917","0.29245540499687195","0.29245540499687195","0.29245540499687195","0.32092970609664917","0.32092970609664917","0.32092970609664917","0.3174079358577728","0.3174079358577728","0.3174079358577728","0.3235969543457031","0.3235969543457031","0.3235969543457031","0.3178110718727112","0.3178110718727112","0.3178110718727112","0.29187366366386414","0.29187366366386414","0.29187366366386414","0.22410935163497925","0.22410935163497925","0.22410935163497925"
"214","0.22881865501403809","0.22881865501403809","0.22881865501403809","0.30011266469955444","0.30011266469955444","0.30011266469955444","0.3188282251358032","0.3188282251358032","0.3188282251358032","0.3191635012626648","0.3191635012626648","0.3191635012626648","0.32190197706222534","0.32190197706222534","0.32190197706222534","0.31996482610702515","0.31996482610702515","0.31996482610702515","0.2943493127822876","0.2943493127822876","0.2943493127822876","0.21206462383270264","0.21206462383270264","0.21206462383270264"
"216","0.2298593968153","0.2298593968153","0.2298593968153","0.28909769654273987","0.28909769654273987","0.28909769654273987","0.319754421710968","0.319754421710968","0.319754421710968","0.3307015895843506","0.3307015895843506","0.3307015895843506","0.3269879221916199","0.3269879221916199","0.3269879221916199","0.3265670835971832","0.3265670835971832","0.3265670835971832","0.2861430048942566","0.2861430048942566","0.2861430048942566","0.1983514428138733","0.1983514428138733","0.1983514428138733"
"218","0.23963317275047302","0.23963317275047302","0.23963317275047302","0.2979041039943695","0.2979041039943695","0.2979041039943695","0.31764596700668335","0.31764596700668335","0.31764596700668335","0.32379308342933655","0.32379308342933655","0.32379308342933655","0.32313939929008484","0.32313939929008484","0.32313939929008484","0.31989985704421997","0.31989985704421997","0.31989985704421997","0.296524316072464","0.296524316072464","0.296524316072464","0.21684449911117554","0.21684449911117554","0.21684449911117554"
"220","0.24117211997509003","0.24117211997509003","0.24117211997509003","0.30466529726982117","0.30466529726982117","0.30466529726982117","0.3216058611869812","0.3216058611869812","0.3216058611869812","0.319003164768219","0.319003164768219","0.319003164768219","0.3209187686443329","0.3209187686443329","0.3209187686443329","0.31816256046295166","0.31816256046295166","0.31816256046295166","0.30051302909851074","0.30051302909851074","0.30051302909851074","0.2189820408821106","0.2189820408821106","0.2189820408821106"
"222","0.23679369688034058","0.23679369688034058","0.23679369688034058","0.29652151465415955","0.29652151465415955","0.29652151465415955","0.31898000836372375","0.31898000836372375","0.31898000836372375","0.32317230105400085","0.32317230105400085","0.32317230105400085","0.32225409150123596","0.32225409150123596","0.32225409150123596","0.32406431436538696","0.32406431436538696","0.32406431436538696","0.29213643074035645","0.29213643074035645","0.29213643074035645","0.22762435674667358","0.22762435674667358","0.22762435674667358"
"224","0.23859739303588867","0.23859739303588867","0.23859739303588867","0.3036807179450989","0.3036807179450989","0.3036807179450989","0.3195178210735321","0.3195178210735321","0.3195178210735321","0.31901681423187256","0.31901681423187256","0.31901681423187256","0.31768447160720825","0.31768447160720825","0.31768447160720825","0.31944021582603455","0.31944021582603455","0.31944021582603455","0.29956120252609253","0.29956120252609253","0.29956120252609253","0.22303709387779236","0.22303709387779236","0.22303709387779236"
"226","0.24559339880943298","0.24559339880943298","0.24559339880943298","0.2948039174079895","0.2948039174079895","0.2948039174079895","0.32200759649276733","0.32200759649276733","0.32200759649276733","0.3263464570045471","0.3263464570045471","0.3263464570045471","0.32450759410858154","0.32450759410858154","0.32450759410858154","0.31914231181144714","0.31914231181144714","0.31914231181144714","0.29330265522003174","0.29330265522003174","0.29330265522003174","0.22067664563655853","0.22067664563655853","0.22067664563655853"
