"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_z","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_z","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_z","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_z__MAX"
"28","0.23322589695453644","0.23322589695453644","0.23322589695453644","0.35354599356651306","0.35354599356651306","0.35354599356651306","0.04098253697156906","0.04098253697156906","0.04098253697156906","0","0","0","0","0","0","0.054579079151153564","0.054579079151153564","0.054579079151153564","0.21656230092048645","0.21656230092048645","0.21656230092048645","0.7309421896934509","0.7309421896934509","0.7309421896934509"
"30","0.22586770355701447","0.22586770355701447","0.22586770355701447","0.0757463276386261","0.0757463276386261","0.0757463276386261","0.01568605750799179","0.01568605750799179","0.01568605750799179","0","0","0","0","0","0","0.051257528364658356","0.051257528364658356","0.051257528364658356","0.297743022441864","0.297743022441864","0.297743022441864","0.9521644711494446","0.9521644711494446","0.9521644711494446"
"32","0.2284802496433258","0.2284802496433258","0.2284802496433258","0.1281997561454773","0.1281997561454773","0.1281997561454773","0.012385644018650055","0.012385644018650055","0.012385644018650055","0","0","0","0","0","0","0.04739943891763687","0.04739943891763687","0.04739943891763687","0.19421570003032684","0.19421570003032684","0.19421570003032684","1.482038974761963","1.482038974761963","1.482038974761963"
"34","0.1941923052072525","0.1941923052072525","0.1941923052072525","0.07487215101718903","0.07487215101718903","0.07487215101718903","0.02011139690876007","0.02011139690876007","0.02011139690876007","0","0","0","0","0","0","0.049376241862773895","0.049376241862773895","0.049376241862773895","0.11658996343612671","0.11658996343612671","0.11658996343612671","0.5092296600341797","0.5092296600341797","0.5092296600341797"
"36","0.13793185353279114","0.13793185353279114","0.13793185353279114","0.03444366157054901","0.03444366157054901","0.03444366157054901","0.014255553483963013","0.014255553483963013","0.014255553483963013","0","0","0","0","0","0","0.04005936533212662","0.04005936533212662","0.04005936533212662","0.24200424551963806","0.24200424551963806","0.24200424551963806","0.9542316198348999","0.9542316198348999","0.9542316198348999"
"38","0.15049688518047333","0.15049688518047333","0.15049688518047333","0.10045789182186127","0.10045789182186127","0.10045789182186127","0.04372340440750122","0.04372340440750122","0.04372340440750122","0","0","0","0","0","0","0.04991623014211655","0.04991623014211655","0.04991623014211655","0.15941545367240906","0.15941545367240906","0.15941545367240906","0.3486312925815582","0.3486312925815582","0.3486312925815582"
"40","0.32750552892684937","0.32750552892684937","0.32750552892684937","0.27888432145118713","0.27888432145118713","0.27888432145118713","0.056738242506980896","0.056738242506980896","0.056738242506980896","0","0","0","0","0","0","0.04274177551269531","0.04274177551269531","0.04274177551269531","0.11922210454940796","0.11922210454940796","0.11922210454940796","0.8634138703346252","0.8634138703346252","0.8634138703346252"
"42","1.1071794033050537","1.1071794033050537","1.1071794033050537","0.06163306534290314","0.06163306534290314","0.06163306534290314","0.0127052441239357","0.0127052441239357","0.0127052441239357","0","0","0","0","0","0","0.03335500508546829","0.03335500508546829","0.03335500508546829","0.14174401760101318","0.14174401760101318","0.14174401760101318","1.3492841720581055","1.3492841720581055","1.3492841720581055"
"44","0.08627660572528839","0.08627660572528839","0.08627660572528839","1.0108754634857178","1.0108754634857178","1.0108754634857178","0.04180561751127243","0.04180561751127243","0.04180561751127243","0","0","0","0","0","0","0.06643477827310562","0.06643477827310562","0.06643477827310562","0.1861085742712021","0.1861085742712021","0.1861085742712021","0.2540472745895386","0.2540472745895386","0.2540472745895386"
"46","0.14522075653076172","0.14522075653076172","0.14522075653076172","0.13174176216125488","0.13174176216125488","0.13174176216125488","0.02177230268716812","0.02177230268716812","0.02177230268716812","0","0","0","0","0","0","0.018454670906066895","0.018454670906066895","0.018454670906066895","0.05796477198600769","0.05796477198600769","0.05796477198600769","0.7028505206108093","0.7028505206108093","0.7028505206108093"
"48","0.1690492033958435","0.1690492033958435","0.1690492033958435","0.053573548793792725","0.053573548793792725","0.053573548793792725","0.008403800427913666","0.008403800427913666","0.008403800427913666","0","0","0","0","0","0","0.026960790157318115","0.026960790157318115","0.026960790157318115","0.05730882287025452","0.05730882287025452","0.05730882287025452","0.24753175675868988","0.24753175675868988","0.24753175675868988"
"50","1.9503484964370728","1.9503484964370728","1.9503484964370728","0.03677733242511749","0.03677733242511749","0.03677733242511749","0.010684460401535034","0.010684460401535034","0.010684460401535034","0","0","0","0","0","0","0.028050526976585388","0.028050526976585388","0.028050526976585388","0.280284583568573","0.280284583568573","0.280284583568573","0.20481012761592865","0.20481012761592865","0.20481012761592865"
"52","0.08225888013839722","0.08225888013839722","0.08225888013839722","0.07972858846187592","0.07972858846187592","0.07972858846187592","0.05134299397468567","0.05134299397468567","0.05134299397468567","0","0","0","0","0","0","0.023400835692882538","0.023400835692882538","0.023400835692882538","0.10546691715717316","0.10546691715717316","0.10546691715717316","0.2485286444425583","0.2485286444425583","0.2485286444425583"
"54","0.19690096378326416","0.19690096378326416","0.19690096378326416","0.1098276674747467","0.1098276674747467","0.1098276674747467","0.012291871011257172","0.012291871011257172","0.012291871011257172","0","0","0","0","0","0","0.017375968396663666","0.017375968396663666","0.017375968396663666","0.05785539746284485","0.05785539746284485","0.05785539746284485","0.44160857796669006","0.44160857796669006","0.44160857796669006"
"56","0.13619177043437958","0.13619177043437958","0.13619177043437958","0.026505813002586365","0.026505813002586365","0.026505813002586365","0.30052340030670166","0.30052340030670166","0.30052340030670166","0","0","0","0","0","0","0.017746426165103912","0.017746426165103912","0.017746426165103912","0.12062579393386841","0.12062579393386841","0.12062579393386841","0.18062591552734375","0.18062591552734375","0.18062591552734375"
"58","0.6145227551460266","0.6145227551460266","0.6145227551460266","0.19638016819953918","0.19638016819953918","0.19638016819953918","0.010687671601772308","0.010687671601772308","0.010687671601772308","0","0","0","0","0","0","0.014642186462879181","0.014642186462879181","0.014642186462879181","0.0696524977684021","0.0696524977684021","0.0696524977684021","0.17036721110343933","0.17036721110343933","0.17036721110343933"
"60","0.15937797725200653","0.15937797725200653","0.15937797725200653","0.09550914168357849","0.09550914168357849","0.09550914168357849","0.007846683263778687","0.007846683263778687","0.007846683263778687","0","0","0","0","0","0","0.0421573743224144","0.0421573743224144","0.0421573743224144","0.051537975668907166","0.051537975668907166","0.051537975668907166","0.19905082881450653","0.19905082881450653","0.19905082881450653"
"62","0.12008883059024811","0.12008883059024811","0.12008883059024811","0.04217013716697693","0.04217013716697693","0.04217013716697693","0.013615399599075317","0.013615399599075317","0.013615399599075317","0","0","0","0","0","0","0.0188986137509346","0.0188986137509346","0.0188986137509346","0.05773082375526428","0.05773082375526428","0.05773082375526428","0.4499562084674835","0.4499562084674835","0.4499562084674835"
"64","0.14455802738666534","0.14455802738666534","0.14455802738666534","0.023295804858207703","0.023295804858207703","0.023295804858207703","0.007252350449562073","0.007252350449562073","0.007252350449562073","0","0","0","0","0","0","0.012371815741062164","0.012371815741062164","0.012371815741062164","0.04282064735889435","0.04282064735889435","0.04282064735889435","0.3311600685119629","0.3311600685119629","0.3311600685119629"
"66","0.14486126601696014","0.14486126601696014","0.14486126601696014","0.059267282485961914","0.059267282485961914","0.059267282485961914","0.010232441127300262","0.010232441127300262","0.010232441127300262","0","0","0","0","0","0","0.02852223813533783","0.02852223813533783","0.02852223813533783","0.05236797034740448","0.05236797034740448","0.05236797034740448","1.4778319597244263","1.4778319597244263","1.4778319597244263"
"68","0.43451154232025146","0.43451154232025146","0.43451154232025146","1.654362678527832","1.654362678527832","1.654362678527832","0.005899935960769653","0.005899935960769653","0.005899935960769653","0","0","0","0","0","0","0.02318117767572403","0.02318117767572403","0.02318117767572403","0.03827087581157684","0.03827087581157684","0.03827087581157684","0.4404265284538269","0.4404265284538269","0.4404265284538269"
"70","0.4141736626625061","0.4141736626625061","0.4141736626625061","0.039576590061187744","0.039576590061187744","0.039576590061187744","0.010387808084487915","0.010387808084487915","0.010387808084487915","0","0","0","0","0","0","0.014258228242397308","0.014258228242397308","0.014258228242397308","0.1257583498954773","0.1257583498954773","0.1257583498954773","0.3891177475452423","0.3891177475452423","0.3891177475452423"
"72","0.11252462863922119","0.11252462863922119","0.11252462863922119","0.06427489221096039","0.06427489221096039","0.06427489221096039","0.006202012300491333","0.006202012300491333","0.006202012300491333","0","0","0","0","0","0","0.012829653918743134","0.012829653918743134","0.012829653918743134","0.11530615389347076","0.11530615389347076","0.11530615389347076","0.4937879741191864","0.4937879741191864","0.4937879741191864"
"74","0.18145553767681122","0.18145553767681122","0.18145553767681122","0.1413172483444214","0.1413172483444214","0.1413172483444214","0.11335662007331848","0.11335662007331848","0.11335662007331848","0","0","0","0","0","0","0.00984017550945282","0.00984017550945282","0.00984017550945282","0.03585882484912872","0.03585882484912872","0.03585882484912872","0.08554048836231232","0.08554048836231232","0.08554048836231232"
"76","0.8577927947044373","0.8577927947044373","0.8577927947044373","0.039235204458236694","0.039235204458236694","0.039235204458236694","0.011190444231033325","0.011190444231033325","0.011190444231033325","0","0","0","0","0","0","0.018386617302894592","0.018386617302894592","0.018386617302894592","0.2051861584186554","0.2051861584186554","0.2051861584186554","0.11122822761535645","0.11122822761535645","0.11122822761535645"
"78","0.17584972083568573","0.17584972083568573","0.17584972083568573","0.04871055483818054","0.04871055483818054","0.04871055483818054","0.006507009267807007","0.006507009267807007","0.006507009267807007","0","0","0","0","0","0","0.013407900929450989","0.013407900929450989","0.013407900929450989","0.03626607358455658","0.03626607358455658","0.03626607358455658","0.2841569483280182","0.2841569483280182","0.2841569483280182"
"80","0.351542592048645","0.351542592048645","0.351542592048645","0.03491707146167755","0.03491707146167755","0.03491707146167755","0.008826926350593567","0.008826926350593567","0.008826926350593567","0","0","0","0","0","0","0.0087810680270195","0.0087810680270195","0.0087810680270195","0.038613155484199524","0.038613155484199524","0.038613155484199524","0.30259454250335693","0.30259454250335693","0.30259454250335693"
"82","0.3961089849472046","0.3961089849472046","0.3961089849472046","0.027457252144813538","0.027457252144813538","0.027457252144813538","0.018169507384300232","0.018169507384300232","0.018169507384300232","0","0","0","0","0","0","0.017431654036045074","0.017431654036045074","0.017431654036045074","0.06704561412334442","0.06704561412334442","0.06704561412334442","0.45692509412765503","0.45692509412765503","0.45692509412765503"
"84","0.27533209323883057","0.27533209323883057","0.27533209323883057","0.1030469685792923","0.1030469685792923","0.1030469685792923","0.004928998649120331","0.004928998649120331","0.004928998649120331","0","0","0","0","0","0","0.009314462542533875","0.009314462542533875","0.009314462542533875","0.054031312465667725","0.054031312465667725","0.054031312465667725","0.22970065474510193","0.22970065474510193","0.22970065474510193"
"86","0.16226880252361298","0.16226880252361298","0.16226880252361298","0.017710253596305847","0.017710253596305847","0.017710253596305847","0.004551827907562256","0.004551827907562256","0.004551827907562256","0","0","0","0","0","0","0.014384627342224121","0.014384627342224121","0.014384627342224121","0.06649576127529144","0.06649576127529144","0.06649576127529144","0.40704235434532166","0.40704235434532166","0.40704235434532166"
"88","0.41633322834968567","0.41633322834968567","0.41633322834968567","0.05132399499416351","0.05132399499416351","0.05132399499416351","0.007179245352745056","0.007179245352745056","0.007179245352745056","0","0","0","0","0","0","0.01610463112592697","0.01610463112592697","0.01610463112592697","0.04256732761859894","0.04256732761859894","0.04256732761859894","0.49150362610816956","0.49150362610816956","0.49150362610816956"
"90","0.12766681611537933","0.12766681611537933","0.12766681611537933","0.16538210213184357","0.16538210213184357","0.16538210213184357","0.007102645933628082","0.007102645933628082","0.007102645933628082","0","0","0","0","0","0","0.007702693343162537","0.007702693343162537","0.007702693343162537","0.08604899048805237","0.08604899048805237","0.08604899048805237","0.3117896616458893","0.3117896616458893","0.3117896616458893"
"92","0.3249097466468811","0.3249097466468811","0.3249097466468811","0.044408515095710754","0.044408515095710754","0.044408515095710754","0.003504328429698944","0.003504328429698944","0.003504328429698944","0","0","0","0","0","0","0.017014160752296448","0.017014160752296448","0.017014160752296448","0.0532502681016922","0.0532502681016922","0.0532502681016922","0.138893723487854","0.138893723487854","0.138893723487854"
"94","0.3803238272666931","0.3803238272666931","0.3803238272666931","0.08006401360034943","0.08006401360034943","0.08006401360034943","0.004747182130813599","0.004747182130813599","0.004747182130813599","0","0","0","0","0","0","0.006973303854465485","0.006973303854465485","0.006973303854465485","0.09281635284423828","0.09281635284423828","0.09281635284423828","0.29715150594711304","0.29715150594711304","0.29715150594711304"
"96","0.7710639238357544","0.7710639238357544","0.7710639238357544","0.27481943368911743","0.27481943368911743","0.27481943368911743","0.007450021803379059","0.007450021803379059","0.007450021803379059","0","0","0","0","0","0","0.02717699110507965","0.02717699110507965","0.02717699110507965","0.15158429741859436","0.15158429741859436","0.15158429741859436","0.2670608460903168","0.2670608460903168","0.2670608460903168"
"98","0.16877427697181702","0.16877427697181702","0.16877427697181702","0.045641809701919556","0.045641809701919556","0.045641809701919556","0.011413276195526123","0.011413276195526123","0.011413276195526123","0","0","0","0","0","0","0.006303466856479645","0.006303466856479645","0.006303466856479645","0.04736170172691345","0.04736170172691345","0.04736170172691345","0.12607313692569733","0.12607313692569733","0.12607313692569733"
"100","0.08679889142513275","0.08679889142513275","0.08679889142513275","0.04386089742183685","0.04386089742183685","0.04386089742183685","0.002905905246734619","0.002905905246734619","0.002905905246734619","0","0","0","0","0","0","0.012060955166816711","0.012060955166816711","0.012060955166816711","0.03322862088680267","0.03322862088680267","0.03322862088680267","0.18862709403038025","0.18862709403038025","0.18862709403038025"
"102","594.7872314453125","594.7872314453125","594.7872314453125","0.08445136249065399","0.08445136249065399","0.08445136249065399","0.0038451626896858215","0.0038451626896858215","0.0038451626896858215","0","0","0","0","0","0","0.05027938634157181","0.05027938634157181","0.05027938634157181","0.059710144996643066","0.059710144996643066","0.059710144996643066","0.0951763242483139","0.0951763242483139","0.0951763242483139"
"104","0.1851290464401245","0.1851290464401245","0.1851290464401245","0.13965211808681488","0.13965211808681488","0.13965211808681488","0.023856624960899353","0.023856624960899353","0.023856624960899353","0","0","0","0","0","0","0.010210514068603516","0.010210514068603516","0.010210514068603516","0.02638503909111023","0.02638503909111023","0.02638503909111023","0.10839663445949554","0.10839663445949554","0.10839663445949554"
"106","0.14632530510425568","0.14632530510425568","0.14632530510425568","0.06786897778511047","0.06786897778511047","0.06786897778511047","0.18486833572387695","0.18486833572387695","0.18486833572387695","0","0","0","0","0","0","0.03745197504758835","0.03745197504758835","0.03745197504758835","0.06884969770908356","0.06884969770908356","0.06884969770908356","0.1677338033914566","0.1677338033914566","0.1677338033914566"
"108","0.0779423862695694","0.0779423862695694","0.0779423862695694","0.013296008110046387","0.013296008110046387","0.013296008110046387","0.015892788767814636","0.015892788767814636","0.015892788767814636","0","0","0","0","0","0","0.010308437049388885","0.010308437049388885","0.010308437049388885","0.05789928138256073","0.05789928138256073","0.05789928138256073","0.30480697751045227","0.30480697751045227","0.30480697751045227"
"110","0.08439943194389343","0.08439943194389343","0.08439943194389343","0.10890647768974304","0.10890647768974304","0.10890647768974304","0.01038188487291336","0.01038188487291336","0.01038188487291336","0","0","0","0","0","0","0.0063965171575546265","0.0063965171575546265","0.0063965171575546265","0.05872063338756561","0.05872063338756561","0.05872063338756561","0.43795591592788696","0.43795591592788696","0.43795591592788696"
"112","0.060002878308296204","0.060002878308296204","0.060002878308296204","0.04729144275188446","0.04729144275188446","0.04729144275188446","0.02630668878555298","0.02630668878555298","0.02630668878555298","0","0","0","0","0","0","0.006947219371795654","0.006947219371795654","0.006947219371795654","0.15026383101940155","0.15026383101940155","0.15026383101940155","0.638627290725708","0.638627290725708","0.638627290725708"
"114","0.7893301248550415","0.7893301248550415","0.7893301248550415","0.20170904695987701","0.20170904695987701","0.20170904695987701","0.005735427141189575","0.005735427141189575","0.005735427141189575","0","0","0","0","0","0","0.007951080799102783","0.007951080799102783","0.007951080799102783","0.14792107045650482","0.14792107045650482","0.14792107045650482","0.3069203495979309","0.3069203495979309","0.3069203495979309"
"116","0.34963563084602356","0.34963563084602356","0.34963563084602356","0.05662873387336731","0.05662873387336731","0.05662873387336731","0.00224410742521286","0.00224410742521286","0.00224410742521286","0","0","0","0","0","0","0.0085984468460083","0.0085984468460083","0.0085984468460083","0.07340893149375916","0.07340893149375916","0.07340893149375916","0.1530814915895462","0.1530814915895462","0.1530814915895462"
"118","0.04377588629722595","0.04377588629722595","0.04377588629722595","0.05262628197669983","0.05262628197669983","0.05262628197669983","0.015301555395126343","0.015301555395126343","0.015301555395126343","0","0","0","0","0","0","0.004907563328742981","0.004907563328742981","0.004907563328742981","0.06361201405525208","0.06361201405525208","0.06361201405525208","0.10172538459300995","0.10172538459300995","0.10172538459300995"
"120","0.1340813934803009","0.1340813934803009","0.1340813934803009","0.14924295246601105","0.14924295246601105","0.14924295246601105","0.004807129502296448","0.004807129502296448","0.004807129502296448","0","0","0","0","0","0","0.02297857403755188","0.02297857403755188","0.02297857403755188","0.14669373631477356","0.14669373631477356","0.14669373631477356","0.08088052272796631","0.08088052272796631","0.08088052272796631"
"122","0.0453505665063858","0.0453505665063858","0.0453505665063858","0.02633519470691681","0.02633519470691681","0.02633519470691681","0.005774363875389099","0.005774363875389099","0.005774363875389099","0","0","0","0","0","0","0.050925955176353455","0.050925955176353455","0.050925955176353455","0.049973875284194946","0.049973875284194946","0.049973875284194946","0.20095407962799072","0.20095407962799072","0.20095407962799072"
"124","0.20302683115005493","0.20302683115005493","0.20302683115005493","0.13534672558307648","0.13534672558307648","0.13534672558307648","0.0023648887872695923","0.0023648887872695923","0.0023648887872695923","0","0","0","0","0","0","0.006824858486652374","0.006824858486652374","0.006824858486652374","0.03329634666442871","0.03329634666442871","0.03329634666442871","0.3953348994255066","0.3953348994255066","0.3953348994255066"
"126","0.14511160552501678","0.14511160552501678","0.14511160552501678","0.09986422955989838","0.09986422955989838","0.09986422955989838","0.011604703962802887","0.011604703962802887","0.011604703962802887","0","0","0","0","0","0","0.005347386002540588","0.005347386002540588","0.005347386002540588","0.0600375235080719","0.0600375235080719","0.0600375235080719","0.3946036100387573","0.3946036100387573","0.3946036100387573"
"128","0.058250874280929565","0.058250874280929565","0.058250874280929565","0.1108977198600769","0.1108977198600769","0.1108977198600769","0.02094646543264389","0.02094646543264389","0.02094646543264389","0","0","0","0","0","0","0.039108648896217346","0.039108648896217346","0.039108648896217346","0.08914239704608917","0.08914239704608917","0.08914239704608917","0.2519678473472595","0.2519678473472595","0.2519678473472595"
"130","0.05319453775882721","0.05319453775882721","0.05319453775882721","0.09353600442409515","0.09353600442409515","0.09353600442409515","0.05615363270044327","0.05615363270044327","0.05615363270044327","0","0","0","0","0","0","0.00899425894021988","0.00899425894021988","0.00899425894021988","0.08262373507022858","0.08262373507022858","0.08262373507022858","0.11913813650608063","0.11913813650608063","0.11913813650608063"
"132","0.33459290862083435","0.33459290862083435","0.33459290862083435","0.23089714348316193","0.23089714348316193","0.23089714348316193","0.006893962621688843","0.006893962621688843","0.006893962621688843","0","0","0","0","0","0","0.02092873305082321","0.02092873305082321","0.02092873305082321","0.026215985417366028","0.026215985417366028","0.026215985417366028","0.10952949523925781","0.10952949523925781","0.10952949523925781"
"134","0.18891431391239166","0.18891431391239166","0.18891431391239166","0.05198083817958832","0.05198083817958832","0.05198083817958832","0.047365739941596985","0.047365739941596985","0.047365739941596985","0","0","0","0","0","0","0.008092507719993591","0.008092507719993591","0.008092507719993591","0.06322018802165985","0.06322018802165985","0.06322018802165985","0.37928634881973267","0.37928634881973267","0.37928634881973267"
"136","0.1156006008386612","0.1156006008386612","0.1156006008386612","0.10575979948043823","0.10575979948043823","0.10575979948043823","0.021310746669769287","0.021310746669769287","0.021310746669769287","0","0","0","0","0","0","0.009857177734375","0.009857177734375","0.009857177734375","0.025290772318840027","0.025290772318840027","0.025290772318840027","0.0801578164100647","0.0801578164100647","0.0801578164100647"
