"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_negative_s__MAX"
"110","0.3699108958244324","0.3699108958244324","0.3699108958244324","0.5970890522003174","0.5970890522003174","0.5970890522003174","0.6532840132713318","0.6532840132713318","0.6532840132713318","0.6806316375732422","0.6806316375732422","0.6806316375732422","0.6795464754104614","0.6795464754104614","0.6795464754104614","0.6599299907684326","0.6599299907684326","0.6599299907684326","0.5372983813285828","0.5372983813285828","0.5372983813285828","0.3278360962867737","0.3278360962867737","0.3278360962867737"
"112","0.3721289038658142","0.3721289038658142","0.3721289038658142","0.5723061561584473","0.5723061561584473","0.5723061561584473","0.6511536836624146","0.6511536836624146","0.6511536836624146","0.684466540813446","0.684466540813446","0.684466540813446","0.6794644594192505","0.6794644594192505","0.6794644594192505","0.6459635496139526","0.6459635496139526","0.6459635496139526","0.5341379046440125","0.5341379046440125","0.5341379046440125","0.3132374882698059","0.3132374882698059","0.3132374882698059"
"114","0.37363290786743164","0.37363290786743164","0.37363290786743164","0.5515460968017578","0.5515460968017578","0.5515460968017578","0.6202402710914612","0.6202402710914612","0.6202402710914612","0.6745952367782593","0.6745952367782593","0.6745952367782593","0.6742815971374512","0.6742815971374512","0.6742815971374512","0.6456165313720703","0.6456165313720703","0.6456165313720703","0.5224098563194275","0.5224098563194275","0.5224098563194275","0.340930312871933","0.340930312871933","0.340930312871933"
"116","0.37941011786460876","0.37941011786460876","0.37941011786460876","0.5656582713127136","0.5656582713127136","0.5656582713127136","0.6469308733940125","0.6469308733940125","0.6469308733940125","0.6833961009979248","0.6833961009979248","0.6833961009979248","0.6836885213851929","0.6836885213851929","0.6836885213851929","0.6493205428123474","0.6493205428123474","0.6493205428123474","0.5360105633735657","0.5360105633735657","0.5360105633735657","0.3410186469554901","0.3410186469554901","0.3410186469554901"
"118","0.39545392990112305","0.39545392990112305","0.39545392990112305","0.6008051633834839","0.6008051633834839","0.6008051633834839","0.6678694486618042","0.6678694486618042","0.6678694486618042","0.6882785558700562","0.6882785558700562","0.6882785558700562","0.685926616191864","0.685926616191864","0.685926616191864","0.6741929054260254","0.6741929054260254","0.6741929054260254","0.565862238407135","0.565862238407135","0.565862238407135","0.3405454754829407","0.3405454754829407","0.3405454754829407"
"120","0.3681226670742035","0.3681226670742035","0.3681226670742035","0.5807064175605774","0.5807064175605774","0.5807064175605774","0.6595308780670166","0.6595308780670166","0.6595308780670166","0.6832157969474792","0.6832157969474792","0.6832157969474792","0.6850624084472656","0.6850624084472656","0.6850624084472656","0.6777598261833191","0.6777598261833191","0.6777598261833191","0.5937802791595459","0.5937802791595459","0.5937802791595459","0.34900742769241333","0.34900742769241333","0.34900742769241333"
"122","0.37757381796836853","0.37757381796836853","0.37757381796836853","0.5844302177429199","0.5844302177429199","0.5844302177429199","0.6566013693809509","0.6566013693809509","0.6566013693809509","0.6887044906616211","0.6887044906616211","0.6887044906616211","0.6780080795288086","0.6780080795288086","0.6780080795288086","0.6369550824165344","0.6369550824165344","0.6369550824165344","0.5201549530029297","0.5201549530029297","0.5201549530029297","0.3194136321544647","0.3194136321544647","0.3194136321544647"
"124","0.4223973751068115","0.4223973751068115","0.4223973751068115","0.6166619658470154","0.6166619658470154","0.6166619658470154","0.6610984802246094","0.6610984802246094","0.6610984802246094","0.6878505945205688","0.6878505945205688","0.6878505945205688","0.6861304044723511","0.6861304044723511","0.6861304044723511","0.6756963729858398","0.6756963729858398","0.6756963729858398","0.5896947979927063","0.5896947979927063","0.5896947979927063","0.36200475692749023","0.36200475692749023","0.36200475692749023"
"126","0.37739455699920654","0.37739455699920654","0.37739455699920654","0.5972139835357666","0.5972139835357666","0.5972139835357666","0.653687059879303","0.653687059879303","0.653687059879303","0.6779019236564636","0.6779019236564636","0.6779019236564636","0.679217517375946","0.679217517375946","0.679217517375946","0.6557778120040894","0.6557778120040894","0.6557778120040894","0.5727711915969849","0.5727711915969849","0.5727711915969849","0.3269813656806946","0.3269813656806946","0.3269813656806946"
"128","0.39475053548812866","0.39475053548812866","0.39475053548812866","0.5871342420578003","0.5871342420578003","0.5871342420578003","0.6640059947967529","0.6640059947967529","0.6640059947967529","0.6833605766296387","0.6833605766296387","0.6833605766296387","0.6868013143539429","0.6868013143539429","0.6868013143539429","0.6761107444763184","0.6761107444763184","0.6761107444763184","0.588448166847229","0.588448166847229","0.588448166847229","0.35694441199302673","0.35694441199302673","0.35694441199302673"
"130","0.415879487991333","0.415879487991333","0.415879487991333","0.6247391700744629","0.6247391700744629","0.6247391700744629","0.6664849519729614","0.6664849519729614","0.6664849519729614","0.6901835203170776","0.6901835203170776","0.6901835203170776","0.6893439292907715","0.6893439292907715","0.6893439292907715","0.6715244054794312","0.6715244054794312","0.6715244054794312","0.5953056216239929","0.5953056216239929","0.5953056216239929","0.3571876883506775","0.3571876883506775","0.3571876883506775"
"132","0.38373884558677673","0.38373884558677673","0.38373884558677673","0.58368319272995","0.58368319272995","0.58368319272995","0.660971999168396","0.660971999168396","0.660971999168396","0.6870667338371277","0.6870667338371277","0.6870667338371277","0.6714884638786316","0.6714884638786316","0.6714884638786316","0.657770574092865","0.657770574092865","0.657770574092865","0.5744046568870544","0.5744046568870544","0.5744046568870544","0.3394843339920044","0.3394843339920044","0.3394843339920044"
"134","0.4158904552459717","0.4158904552459717","0.4158904552459717","0.6266655921936035","0.6266655921936035","0.6266655921936035","0.6744531393051147","0.6744531393051147","0.6744531393051147","0.690823495388031","0.690823495388031","0.690823495388031","0.6907628774642944","0.6907628774642944","0.6907628774642944","0.680682897567749","0.680682897567749","0.680682897567749","0.600361704826355","0.600361704826355","0.600361704826355","0.35836824774742126","0.35836824774742126","0.35836824774742126"
"136","0.4246237874031067","0.4246237874031067","0.4246237874031067","0.6231211423873901","0.6231211423873901","0.6231211423873901","0.6777211427688599","0.6777211427688599","0.6777211427688599","0.6883705854415894","0.6883705854415894","0.6883705854415894","0.6903078556060791","0.6903078556060791","0.6903078556060791","0.6757673621177673","0.6757673621177673","0.6757673621177673","0.5993970632553101","0.5993970632553101","0.5993970632553101","0.3739815354347229","0.3739815354347229","0.3739815354347229"
"138","0.4219575524330139","0.4219575524330139","0.4219575524330139","0.6318792700767517","0.6318792700767517","0.6318792700767517","0.6725413799285889","0.6725413799285889","0.6725413799285889","0.6908948421478271","0.6908948421478271","0.6908948421478271","0.6895458102226257","0.6895458102226257","0.6895458102226257","0.677682101726532","0.677682101726532","0.677682101726532","0.6026049256324768","0.6026049256324768","0.6026049256324768","0.366264283657074","0.366264283657074","0.366264283657074"
"140","0.40802904963493347","0.40802904963493347","0.40802904963493347","0.5701732039451599","0.5701732039451599","0.5701732039451599","0.6400843858718872","0.6400843858718872","0.6400843858718872","0.6600828170776367","0.6600828170776367","0.6600828170776367","0.6870826482772827","0.6870826482772827","0.6870826482772827","0.6810480952262878","0.6810480952262878","0.6810480952262878","0.6002520322799683","0.6002520322799683","0.6002520322799683","0.3741576075553894","0.3741576075553894","0.3741576075553894"
"142","0.425884485244751","0.425884485244751","0.425884485244751","0.6114901304244995","0.6114901304244995","0.6114901304244995","0.6705107092857361","0.6705107092857361","0.6705107092857361","0.686640739440918","0.686640739440918","0.686640739440918","0.6842416524887085","0.6842416524887085","0.6842416524887085","0.6705693602561951","0.6705693602561951","0.6705693602561951","0.597380518913269","0.597380518913269","0.597380518913269","0.3620677888393402","0.3620677888393402","0.3620677888393402"
"144","0.41959095001220703","0.41959095001220703","0.41959095001220703","0.6058957576751709","0.6058957576751709","0.6058957576751709","0.6785199642181396","0.6785199642181396","0.6785199642181396","0.6868168115615845","0.6868168115615845","0.6868168115615845","0.6889204978942871","0.6889204978942871","0.6889204978942871","0.6737912893295288","0.6737912893295288","0.6737912893295288","0.6193209886550903","0.6193209886550903","0.6193209886550903","0.36061549186706543","0.36061549186706543","0.36061549186706543"
"146","0.4146993160247803","0.4146993160247803","0.4146993160247803","0.5927611589431763","0.5927611589431763","0.5927611589431763","0.6785386800765991","0.6785386800765991","0.6785386800765991","0.6826871633529663","0.6826871633529663","0.6826871633529663","0.6870512962341309","0.6870512962341309","0.6870512962341309","0.682502269744873","0.682502269744873","0.682502269744873","0.6225928068161011","0.6225928068161011","0.6225928068161011","0.36465129256248474","0.36465129256248474","0.36465129256248474"
"148","0.41545677185058594","0.41545677185058594","0.41545677185058594","0.5992453694343567","0.5992453694343567","0.5992453694343567","0.670467734336853","0.670467734336853","0.670467734336853","0.6822605133056641","0.6822605133056641","0.6822605133056641","0.6801344752311707","0.6801344752311707","0.6801344752311707","0.6671346426010132","0.6671346426010132","0.6671346426010132","0.5997797846794128","0.5997797846794128","0.5997797846794128","0.3494254946708679","0.3494254946708679","0.3494254946708679"
"150","0.40811699628829956","0.40811699628829956","0.40811699628829956","0.599342942237854","0.599342942237854","0.599342942237854","0.6786050200462341","0.6786050200462341","0.6786050200462341","0.684515118598938","0.684515118598938","0.684515118598938","0.6858983039855957","0.6858983039855957","0.6858983039855957","0.6773449778556824","0.6773449778556824","0.6773449778556824","0.6233011484146118","0.6233011484146118","0.6233011484146118","0.3555557131767273","0.3555557131767273","0.3555557131767273"
"152","0.4329122006893158","0.4329122006893158","0.4329122006893158","0.6235620975494385","0.6235620975494385","0.6235620975494385","0.6788222193717957","0.6788222193717957","0.6788222193717957","0.6747700572013855","0.6747700572013855","0.6747700572013855","0.6836945414543152","0.6836945414543152","0.6836945414543152","0.6806403994560242","0.6806403994560242","0.6806403994560242","0.6305491924285889","0.6305491924285889","0.6305491924285889","0.37005746364593506","0.37005746364593506","0.37005746364593506"
"154","0.4355495870113373","0.4355495870113373","0.4355495870113373","0.6233763098716736","0.6233763098716736","0.6233763098716736","0.6796492338180542","0.6796492338180542","0.6796492338180542","0.6873183250427246","0.6873183250427246","0.6873183250427246","0.6858815550804138","0.6858815550804138","0.6858815550804138","0.6711533069610596","0.6711533069610596","0.6711533069610596","0.5987040400505066","0.5987040400505066","0.5987040400505066","0.2777765691280365","0.2777765691280365","0.2777765691280365"
"156","0.4299129843711853","0.4299129843711853","0.4299129843711853","0.60915207862854","0.60915207862854","0.60915207862854","0.6524274349212646","0.6524274349212646","0.6524274349212646","0.6862756609916687","0.6862756609916687","0.6862756609916687","0.6856979131698608","0.6856979131698608","0.6856979131698608","0.664219081401825","0.664219081401825","0.664219081401825","0.5985937118530273","0.5985937118530273","0.5985937118530273","0.371182918548584","0.371182918548584","0.371182918548584"
"158","0.4182644784450531","0.4182644784450531","0.4182644784450531","0.6128087043762207","0.6128087043762207","0.6128087043762207","0.640312671661377","0.640312671661377","0.640312671661377","0.674066960811615","0.674066960811615","0.674066960811615","0.6790558695793152","0.6790558695793152","0.6790558695793152","0.6611853241920471","0.6611853241920471","0.6611853241920471","0.6000276803970337","0.6000276803970337","0.6000276803970337","0.36102819442749023","0.36102819442749023","0.36102819442749023"
"160","0.4217824935913086","0.4217824935913086","0.4217824935913086","0.6087334156036377","0.6087334156036377","0.6087334156036377","0.6797500848770142","0.6797500848770142","0.6797500848770142","0.6852825880050659","0.6852825880050659","0.6852825880050659","0.6894197463989258","0.6894197463989258","0.6894197463989258","0.6828060150146484","0.6828060150146484","0.6828060150146484","0.6281678676605225","0.6281678676605225","0.6281678676605225","0.3761814534664154","0.3761814534664154","0.3761814534664154"
"162","0.429234117269516","0.429234117269516","0.429234117269516","0.6235765814781189","0.6235765814781189","0.6235765814781189","0.6420035362243652","0.6420035362243652","0.6420035362243652","0.6886980533599854","0.6886980533599854","0.6886980533599854","0.6870644092559814","0.6870644092559814","0.6870644092559814","0.6828832030296326","0.6828832030296326","0.6828832030296326","0.6343817114830017","0.6343817114830017","0.6343817114830017","0.37760087847709656","0.37760087847709656","0.37760087847709656"
"164","0.43835386633872986","0.43835386633872986","0.43835386633872986","0.6168351173400879","0.6168351173400879","0.6168351173400879","0.6736922264099121","0.6736922264099121","0.6736922264099121","0.6861953735351562","0.6861953735351562","0.6861953735351562","0.6887749433517456","0.6887749433517456","0.6887749433517456","0.6792661547660828","0.6792661547660828","0.6792661547660828","0.6219273805618286","0.6219273805618286","0.6219273805618286","0.388111412525177","0.388111412525177","0.388111412525177"
"166","0.46494099497795105","0.46494099497795105","0.46494099497795105","0.6405855417251587","0.6405855417251587","0.6405855417251587","0.6749953031539917","0.6749953031539917","0.6749953031539917","0.6894311904907227","0.6894311904907227","0.6894311904907227","0.6896549463272095","0.6896549463272095","0.6896549463272095","0.681842029094696","0.681842029094696","0.681842029094696","0.6299201250076294","0.6299201250076294","0.6299201250076294","0.40112370252609253","0.40112370252609253","0.40112370252609253"
"168","0.4469882845878601","0.4469882845878601","0.4469882845878601","0.6398844122886658","0.6398844122886658","0.6398844122886658","0.6864986419677734","0.6864986419677734","0.6864986419677734","0.6864985227584839","0.6864985227584839","0.6864985227584839","0.6876732707023621","0.6876732707023621","0.6876732707023621","0.6864161491394043","0.6864161491394043","0.6864161491394043","0.6423593163490295","0.6423593163490295","0.6423593163490295","0.3832870423793793","0.3832870423793793","0.3832870423793793"
"170","0.46715879440307617","0.46715879440307617","0.46715879440307617","0.6542941331863403","0.6542941331863403","0.6542941331863403","0.6876642107963562","0.6876642107963562","0.6876642107963562","0.6899425387382507","0.6899425387382507","0.6899425387382507","0.6900651454925537","0.6900651454925537","0.6900651454925537","0.6879017353057861","0.6879017353057861","0.6879017353057861","0.6450499296188354","0.6450499296188354","0.6450499296188354","0.3998672366142273","0.3998672366142273","0.3998672366142273"
"172","0.46084269881248474","0.46084269881248474","0.46084269881248474","0.6374446153640747","0.6374446153640747","0.6374446153640747","0.6678254008293152","0.6678254008293152","0.6678254008293152","0.6869871616363525","0.6869871616363525","0.6869871616363525","0.6891239881515503","0.6891239881515503","0.6891239881515503","0.6777738928794861","0.6777738928794861","0.6777738928794861","0.6317876577377319","0.6317876577377319","0.6317876577377319","0.4085983633995056","0.4085983633995056","0.4085983633995056"
"174","0.47611817717552185","0.47611817717552185","0.47611817717552185","0.6504758596420288","0.6504758596420288","0.6504758596420288","0.6849877834320068","0.6849877834320068","0.6849877834320068","0.6919118762016296","0.6919118762016296","0.6919118762016296","0.6902875900268555","0.6902875900268555","0.6902875900268555","0.6848143339157104","0.6848143339157104","0.6848143339157104","0.6397173404693604","0.6397173404693604","0.6397173404693604","0.40362024307250977","0.40362024307250977","0.40362024307250977"
"176","0.4491449296474457","0.4491449296474457","0.4491449296474457","0.6078598499298096","0.6078598499298096","0.6078598499298096","0.661302924156189","0.661302924156189","0.661302924156189","0.6831986308097839","0.6831986308097839","0.6831986308097839","0.6851602792739868","0.6851602792739868","0.6851602792739868","0.6675512194633484","0.6675512194633484","0.6675512194633484","0.6079109311103821","0.6079109311103821","0.6079109311103821","0.4009076952934265","0.4009076952934265","0.4009076952934265"
"178","0.4744684398174286","0.4744684398174286","0.4744684398174286","0.6377612352371216","0.6377612352371216","0.6377612352371216","0.6840593218803406","0.6840593218803406","0.6840593218803406","0.6864100694656372","0.6864100694656372","0.6864100694656372","0.6861768960952759","0.6861768960952759","0.6861768960952759","0.6799182891845703","0.6799182891845703","0.6799182891845703","0.6206871271133423","0.6206871271133423","0.6206871271133423","0.3990018367767334","0.3990018367767334","0.3990018367767334"
"180","0.4665297865867615","0.4665297865867615","0.4665297865867615","0.621833324432373","0.621833324432373","0.621833324432373","0.6782212257385254","0.6782212257385254","0.6782212257385254","0.6840659379959106","0.6840659379959106","0.6840659379959106","0.6887442469596863","0.6887442469596863","0.6887442469596863","0.6777949333190918","0.6777949333190918","0.6777949333190918","0.6295738220214844","0.6295738220214844","0.6295738220214844","0.40919995307922363","0.40919995307922363","0.40919995307922363"
"182","0.475948691368103","0.475948691368103","0.475948691368103","0.6398467421531677","0.6398467421531677","0.6398467421531677","0.6880878806114197","0.6880878806114197","0.6880878806114197","0.6856493949890137","0.6856493949890137","0.6856493949890137","0.6868427991867065","0.6868427991867065","0.6868427991867065","0.6810359954833984","0.6810359954833984","0.6810359954833984","0.6398172378540039","0.6398172378540039","0.6398172378540039","0.395608127117157","0.395608127117157","0.395608127117157"
"184","0.47171372175216675","0.47171372175216675","0.47171372175216675","0.6158995032310486","0.6158995032310486","0.6158995032310486","0.6606868505477905","0.6606868505477905","0.6606868505477905","0.6802634596824646","0.6802634596824646","0.6802634596824646","0.6779178977012634","0.6779178977012634","0.6779178977012634","0.658514678478241","0.658514678478241","0.658514678478241","0.6041659116744995","0.6041659116744995","0.6041659116744995","0.40491533279418945","0.40491533279418945","0.40491533279418945"
"186","0.4815511703491211","0.4815511703491211","0.4815511703491211","0.63533616065979","0.63533616065979","0.63533616065979","0.6732206344604492","0.6732206344604492","0.6732206344604492","0.6856223940849304","0.6856223940849304","0.6856223940849304","0.6865816116333008","0.6865816116333008","0.6865816116333008","0.6708828806877136","0.6708828806877136","0.6708828806877136","0.621345579624176","0.621345579624176","0.621345579624176","0.41523799300193787","0.41523799300193787","0.41523799300193787"
"188","0.49702876806259155","0.49702876806259155","0.49702876806259155","0.6483333110809326","0.6483333110809326","0.6483333110809326","0.6796914339065552","0.6796914339065552","0.6796914339065552","0.6915842890739441","0.6915842890739441","0.6915842890739441","0.6904878616333008","0.6904878616333008","0.6904878616333008","0.6822408437728882","0.6822408437728882","0.6822408437728882","0.6390251517295837","0.6390251517295837","0.6390251517295837","0.42834243178367615","0.42834243178367615","0.42834243178367615"
"190","0.4813409745693207","0.4813409745693207","0.4813409745693207","0.6276588439941406","0.6276588439941406","0.6276588439941406","0.6751806735992432","0.6751806735992432","0.6751806735992432","0.6769024133682251","0.6769024133682251","0.6769024133682251","0.6847068071365356","0.6847068071365356","0.6847068071365356","0.6729177236557007","0.6729177236557007","0.6729177236557007","0.6211673617362976","0.6211673617362976","0.6211673617362976","0.42884862422943115","0.42884862422943115","0.42884862422943115"
"192","0.4647761583328247","0.4647761583328247","0.4647761583328247","0.6121214032173157","0.6121214032173157","0.6121214032173157","0.6588491201400757","0.6588491201400757","0.6588491201400757","0.6798368692398071","0.6798368692398071","0.6798368692398071","0.6833216547966003","0.6833216547966003","0.6833216547966003","0.6695711016654968","0.6695711016654968","0.6695711016654968","0.5972594618797302","0.5972594618797302","0.5972594618797302","0.40397584438323975","0.40397584438323975","0.40397584438323975"
"194","0.5112535357475281","0.5112535357475281","0.5112535357475281","0.6592999696731567","0.6592999696731567","0.6592999696731567","0.6769676208496094","0.6769676208496094","0.6769676208496094","0.6905539035797119","0.6905539035797119","0.6905539035797119","0.6910644769668579","0.6910644769668579","0.6910644769668579","0.6879419088363647","0.6879419088363647","0.6879419088363647","0.644631564617157","0.644631564617157","0.644631564617157","0.43648332357406616","0.43648332357406616","0.43648332357406616"
"196","0.4713720679283142","0.4713720679283142","0.4713720679283142","0.610669732093811","0.610669732093811","0.610669732093811","0.6584330797195435","0.6584330797195435","0.6584330797195435","0.6829160451889038","0.6829160451889038","0.6829160451889038","0.6780206561088562","0.6780206561088562","0.6780206561088562","0.6608368754386902","0.6608368754386902","0.6608368754386902","0.6034812927246094","0.6034812927246094","0.6034812927246094","0.41489338874816895","0.41489338874816895","0.41489338874816895"
"198","0.46157845854759216","0.46157845854759216","0.46157845854759216","0.5898118019104004","0.5898118019104004","0.5898118019104004","0.6753620505332947","0.6753620505332947","0.6753620505332947","0.6832230091094971","0.6832230091094971","0.6832230091094971","0.6778694987297058","0.6778694987297058","0.6778694987297058","0.6598639488220215","0.6598639488220215","0.6598639488220215","0.5743482112884521","0.5743482112884521","0.5743482112884521","0.38354915380477905","0.38354915380477905","0.38354915380477905"
"200","0.5079352855682373","0.5079352855682373","0.5079352855682373","0.6425931453704834","0.6425931453704834","0.6425931453704834","0.6771559715270996","0.6771559715270996","0.6771559715270996","0.6802646517753601","0.6802646517753601","0.6802646517753601","0.6827131509780884","0.6827131509780884","0.6827131509780884","0.6759763956069946","0.6759763956069946","0.6759763956069946","0.6376774311065674","0.6376774311065674","0.6376774311065674","0.45843327045440674","0.45843327045440674","0.45843327045440674"
"202","0.5253187417984009","0.5253187417984009","0.5253187417984009","0.6561927795410156","0.6561927795410156","0.6561927795410156","0.6904782056808472","0.6904782056808472","0.6904782056808472","0.690421462059021","0.690421462059021","0.690421462059021","0.6904539465904236","0.6904539465904236","0.6904539465904236","0.6894952058792114","0.6894952058792114","0.6894952058792114","0.6502088904380798","0.6502088904380798","0.6502088904380798","0.464160293340683","0.464160293340683","0.464160293340683"
"204","0.4920446574687958","0.4920446574687958","0.4920446574687958","0.6124284267425537","0.6124284267425537","0.6124284267425537","0.6751589179039001","0.6751589179039001","0.6751589179039001","0.6851162910461426","0.6851162910461426","0.6851162910461426","0.6851770281791687","0.6851770281791687","0.6851770281791687","0.6797856092453003","0.6797856092453003","0.6797856092453003","0.6287176609039307","0.6287176609039307","0.6287176609039307","0.44773563742637634","0.44773563742637634","0.44773563742637634"
"206","0.5237995386123657","0.5237995386123657","0.5237995386123657","0.6526881456375122","0.6526881456375122","0.6526881456375122","0.683562159538269","0.683562159538269","0.683562159538269","0.6887922286987305","0.6887922286987305","0.6887922286987305","0.6882595419883728","0.6882595419883728","0.6882595419883728","0.6849275827407837","0.6849275827407837","0.6849275827407837","0.638558030128479","0.638558030128479","0.638558030128479","0.4355778694152832","0.4355778694152832","0.4355778694152832"
"208","0.5115330219268799","0.5115330219268799","0.5115330219268799","0.6226623058319092","0.6226623058319092","0.6226623058319092","0.6742544174194336","0.6742544174194336","0.6742544174194336","0.6814619898796082","0.6814619898796082","0.6814619898796082","0.6848001480102539","0.6848001480102539","0.6848001480102539","0.6771213412284851","0.6771213412284851","0.6771213412284851","0.6488610506057739","0.6488610506057739","0.6488610506057739","0.43224281072616577","0.43224281072616577","0.43224281072616577"
"210","0.5363860726356506","0.5363860726356506","0.5363860726356506","0.6451745629310608","0.6451745629310608","0.6451745629310608","0.6840357780456543","0.6840357780456543","0.6840357780456543","0.6873824000358582","0.6873824000358582","0.6873824000358582","0.6870543360710144","0.6870543360710144","0.6870543360710144","0.6859983801841736","0.6859983801841736","0.6859983801841736","0.6615065336227417","0.6615065336227417","0.6615065336227417","0.4701100289821625","0.4701100289821625","0.4701100289821625"
"212","0.5262142419815063","0.5262142419815063","0.5262142419815063","0.6244800090789795","0.6244800090789795","0.6244800090789795","0.6644741296768188","0.6644741296768188","0.6644741296768188","0.6786602735519409","0.6786602735519409","0.6786602735519409","0.6782717704772949","0.6782717704772949","0.6782717704772949","0.6631467938423157","0.6631467938423157","0.6631467938423157","0.625645101070404","0.625645101070404","0.625645101070404","0.47567081451416016","0.47567081451416016","0.47567081451416016"
"214","0.5372983813285828","0.5372983813285828","0.5372983813285828","0.6588542461395264","0.6588542461395264","0.6588542461395264","0.685830295085907","0.685830295085907","0.685830295085907","0.6898473501205444","0.6898473501205444","0.6898473501205444","0.6909179091453552","0.6909179091453552","0.6909179091453552","0.6853665113449097","0.6853665113449097","0.6853665113449097","0.6476972103118896","0.6476972103118896","0.6476972103118896","0.47889822721481323","0.47889822721481323","0.47889822721481323"
"216","0.5078942179679871","0.5078942179679871","0.5078942179679871","0.6169840097427368","0.6169840097427368","0.6169840097427368","0.6810294389724731","0.6810294389724731","0.6810294389724731","0.6841796636581421","0.6841796636581421","0.6841796636581421","0.6837848424911499","0.6837848424911499","0.6837848424911499","0.680269718170166","0.680269718170166","0.680269718170166","0.6153830289840698","0.6153830289840698","0.6153830289840698","0.4473213851451874","0.4473213851451874","0.4473213851451874"
"218","0.5413922071456909","0.5413922071456909","0.5413922071456909","0.6458473205566406","0.6458473205566406","0.6458473205566406","0.6738275289535522","0.6738275289535522","0.6738275289535522","0.6864978671073914","0.6864978671073914","0.6864978671073914","0.6870726346969604","0.6870726346969604","0.6870726346969604","0.6786874532699585","0.6786874532699585","0.6786874532699585","0.6445156931877136","0.6445156931877136","0.6445156931877136","0.4994075298309326","0.4994075298309326","0.4994075298309326"
"220","0.5474940538406372","0.5474940538406372","0.5474940538406372","0.6660728454589844","0.6660728454589844","0.6660728454589844","0.690414309501648","0.690414309501648","0.690414309501648","0.6898022890090942","0.6898022890090942","0.6898022890090942","0.6906375885009766","0.6906375885009766","0.6906375885009766","0.6895556449890137","0.6895556449890137","0.6895556449890137","0.6625075340270996","0.6625075340270996","0.6625075340270996","0.5028479695320129","0.5028479695320129","0.5028479695320129"
"222","0.5360947251319885","0.5360947251319885","0.5360947251319885","0.6304556131362915","0.6304556131362915","0.6304556131362915","0.6700648665428162","0.6700648665428162","0.6700648665428162","0.6803998947143555","0.6803998947143555","0.6803998947143555","0.6818298697471619","0.6818298697471619","0.6818298697471619","0.6714348196983337","0.6714348196983337","0.6714348196983337","0.6225376129150391","0.6225376129150391","0.6225376129150391","0.47347062826156616","0.47347062826156616","0.47347062826156616"
"224","0.5564348697662354","0.5564348697662354","0.5564348697662354","0.6659607887268066","0.6659607887268066","0.6659607887268066","0.6859805583953857","0.6859805583953857","0.6859805583953857","0.6907080411911011","0.6907080411911011","0.6907080411911011","0.6891311407089233","0.6891311407089233","0.6891311407089233","0.6875764727592468","0.6875764727592468","0.6875764727592468","0.6604990363121033","0.6604990363121033","0.6604990363121033","0.5057945847511292","0.5057945847511292","0.5057945847511292"
"226","0.5461735129356384","0.5461735129356384","0.5461735129356384","0.6319315433502197","0.6319315433502197","0.6319315433502197","0.6694485545158386","0.6694485545158386","0.6694485545158386","0.6847176551818848","0.6847176551818848","0.6847176551818848","0.6844584345817566","0.6844584345817566","0.6844584345817566","0.6729700565338135","0.6729700565338135","0.6729700565338135","0.6442567110061646","0.6442567110061646","0.6442567110061646","0.4984856843948364","0.4984856843948364","0.4984856843948364"
"228","0.5461347699165344","0.5461347699165344","0.5461347699165344","0.6529828310012817","0.6529828310012817","0.6529828310012817","0.6781855821609497","0.6781855821609497","0.6781855821609497","0.6907903552055359","0.6907903552055359","0.6907903552055359","0.6848030090332031","0.6848030090332031","0.6848030090332031","0.6730296015739441","0.6730296015739441","0.6730296015739441","0.6445193290710449","0.6445193290710449","0.6445193290710449","0.49671170115470886","0.49671170115470886","0.49671170115470886"
