"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MAX"
"20","1.3531558513641357","1.3531558513641357","1.3531558513641357","1.0045992136001587","1.0045992136001587","1.0045992136001587","0.8981519341468811","0.8981519341468811","0.8981519341468811","0.9034945964813232","0.9034945964813232","0.9034945964813232","0.8369684219360352","0.8369684219360352","0.8369684219360352","0.8110401630401611","0.8110401630401611","0.8110401630401611","0.8414292335510254","0.8414292335510254","0.8414292335510254","1.4846785068511963","1.4846785068511963","1.4846785068511963"
"22","1.2996487617492676","1.2996487617492676","1.2996487617492676","1.0195586681365967","1.0195586681365967","1.0195586681365967","0.8935801982879639","0.8935801982879639","0.8935801982879639","0.9340245127677917","0.9340245127677917","0.9340245127677917","0.7888422012329102","0.7888422012329102","0.7888422012329102","0.8104625940322876","0.8104625940322876","0.8104625940322876","0.8329883813858032","0.8329883813858032","0.8329883813858032","1.296554446220398","1.296554446220398","1.296554446220398"
"24","1.2139698266983032","1.2139698266983032","1.2139698266983032","0.9859564304351807","0.9859564304351807","0.9859564304351807","0.863703727722168","0.863703727722168","0.863703727722168","0.8567644357681274","0.8567644357681274","0.8567644357681274","0.7667860984802246","0.7667860984802246","0.7667860984802246","0.7986926436424255","0.7986926436424255","0.7986926436424255","0.830670952796936","0.830670952796936","0.830670952796936","1.236745834350586","1.236745834350586","1.236745834350586"
"26","1.2881615161895752","1.2881615161895752","1.2881615161895752","0.9552022814750671","0.9552022814750671","0.9552022814750671","0.8960266709327698","0.8960266709327698","0.8960266709327698","1.0663784742355347","1.0663784742355347","1.0663784742355347","0.7732129693031311","0.7732129693031311","0.7732129693031311","0.802546501159668","0.802546501159668","0.802546501159668","0.8252079486846924","0.8252079486846924","0.8252079486846924","1.1665940284729004","1.1665940284729004","1.1665940284729004"
"28","1.2250566482543945","1.2250566482543945","1.2250566482543945","0.9289982318878174","0.9289982318878174","0.9289982318878174","0.8682657480239868","0.8682657480239868","0.8682657480239868","0.8778743743896484","0.8778743743896484","0.8778743743896484","0.7336973547935486","0.7336973547935486","0.7336973547935486","0.8318098187446594","0.8318098187446594","0.8318098187446594","0.8524750471115112","0.8524750471115112","0.8524750471115112","1.1329002380371094","1.1329002380371094","1.1329002380371094"
"30","1.1143128871917725","1.1143128871917725","1.1143128871917725","0.9767038226127625","0.9767038226127625","0.9767038226127625","0.8483569025993347","0.8483569025993347","0.8483569025993347","0.852199375629425","0.852199375629425","0.852199375629425","0.7256151437759399","0.7256151437759399","0.7256151437759399","0.835689902305603","0.835689902305603","0.835689902305603","0.8668938875198364","0.8668938875198364","0.8668938875198364","1.1805899143218994","1.1805899143218994","1.1805899143218994"
"32","1.0642805099487305","1.0642805099487305","1.0642805099487305","0.9249430298805237","0.9249430298805237","0.9249430298805237","0.8586027026176453","0.8586027026176453","0.8586027026176453","0.8581571578979492","0.8581571578979492","0.8581571578979492","0.7058520913124084","0.7058520913124084","0.7058520913124084","0.8138769268989563","0.8138769268989563","0.8138769268989563","0.8359454870223999","0.8359454870223999","0.8359454870223999","1.1495909690856934","1.1495909690856934","1.1495909690856934"
"34","1.069037914276123","1.069037914276123","1.069037914276123","3.017299175262451","3.017299175262451","3.017299175262451","0.865443229675293","0.865443229675293","0.865443229675293","0.8451704382896423","0.8451704382896423","0.8451704382896423","0.6830700039863586","0.6830700039863586","0.6830700039863586","0.773994505405426","0.773994505405426","0.773994505405426","0.8398061990737915","0.8398061990737915","0.8398061990737915","1.0396617650985718","1.0396617650985718","1.0396617650985718"
"36","1.2682126760482788","1.2682126760482788","1.2682126760482788","0.9941730499267578","0.9941730499267578","0.9941730499267578","0.8173841834068298","0.8173841834068298","0.8173841834068298","0.7697016596794128","0.7697016596794128","0.7697016596794128","0.6606342792510986","0.6606342792510986","0.6606342792510986","0.7280784845352173","0.7280784845352173","0.7280784845352173","0.8527594208717346","0.8527594208717346","0.8527594208717346","1.2516493797302246","1.2516493797302246","1.2516493797302246"
"38","1.1147816181182861","1.1147816181182861","1.1147816181182861","3.168903112411499","3.168903112411499","3.168903112411499","1.016341209411621","1.016341209411621","1.016341209411621","0.7771481871604919","0.7771481871604919","0.7771481871604919","0.6751955151557922","0.6751955151557922","0.6751955151557922","0.7005516290664673","0.7005516290664673","0.7005516290664673","0.8456413745880127","0.8456413745880127","0.8456413745880127","1.0713083744049072","1.0713083744049072","1.0713083744049072"
"40","0.9024940133094788","0.9024940133094788","0.9024940133094788","1.2400875091552734","1.2400875091552734","1.2400875091552734","0.8494672179222107","0.8494672179222107","0.8494672179222107","0.7166370749473572","0.7166370749473572","0.7166370749473572","0.68411785364151","0.68411785364151","0.68411785364151","0.7183243036270142","0.7183243036270142","0.7183243036270142","0.8736855983734131","0.8736855983734131","0.8736855983734131","1.0073513984680176","1.0073513984680176","1.0073513984680176"
"42","1.0320382118225098","1.0320382118225098","1.0320382118225098","0.8782080411911011","0.8782080411911011","0.8782080411911011","0.8308402299880981","0.8308402299880981","0.8308402299880981","0.7712796926498413","0.7712796926498413","0.7712796926498413","0.7073821425437927","0.7073821425437927","0.7073821425437927","0.7350566387176514","0.7350566387176514","0.7350566387176514","0.8639134764671326","0.8639134764671326","0.8639134764671326","0.9769929647445679","0.9769929647445679","0.9769929647445679"
"44","0.8492770195007324","0.8492770195007324","0.8492770195007324","0.8564590811729431","0.8564590811729431","0.8564590811729431","0.7755274772644043","0.7755274772644043","0.7755274772644043","0.6956471800804138","0.6956471800804138","0.6956471800804138","0.6332627534866333","0.6332627534866333","0.6332627534866333","0.6513487100601196","0.6513487100601196","0.6513487100601196","0.9013318419456482","0.9013318419456482","0.9013318419456482","0.9695703983306885","0.9695703983306885","0.9695703983306885"
"46","0.9784688949584961","0.9784688949584961","0.9784688949584961","0.8363516926765442","0.8363516926765442","0.8363516926765442","0.7911005020141602","0.7911005020141602","0.7911005020141602","0.696446418762207","0.696446418762207","0.696446418762207","0.6528612375259399","0.6528612375259399","0.6528612375259399","0.6493610143661499","0.6493610143661499","0.6493610143661499","0.815281867980957","0.815281867980957","0.815281867980957","0.903351366519928","0.903351366519928","0.903351366519928"
"48","0.8528739213943481","0.8528739213943481","0.8528739213943481","0.8467086553573608","0.8467086553573608","0.8467086553573608","0.7710611820220947","0.7710611820220947","0.7710611820220947","0.7046204805374146","0.7046204805374146","0.7046204805374146","0.6256643533706665","0.6256643533706665","0.6256643533706665","0.6378713846206665","0.6378713846206665","0.6378713846206665","0.894066572189331","0.894066572189331","0.894066572189331","0.9642489552497864","0.9642489552497864","0.9642489552497864"
"50","0.8150515556335449","0.8150515556335449","0.8150515556335449","0.8413785696029663","0.8413785696029663","0.8413785696029663","0.8364719152450562","0.8364719152450562","0.8364719152450562","0.6741477251052856","0.6741477251052856","0.6741477251052856","0.6256435513496399","0.6256435513496399","0.6256435513496399","0.625952422618866","0.625952422618866","0.625952422618866","0.8461483120918274","0.8461483120918274","0.8461483120918274","0.9242563247680664","0.9242563247680664","0.9242563247680664"
"52","1.0696494579315186","1.0696494579315186","1.0696494579315186","0.849455714225769","0.849455714225769","0.849455714225769","0.861733078956604","0.861733078956604","0.861733078956604","0.7315296530723572","0.7315296530723572","0.7315296530723572","0.6701985001564026","0.6701985001564026","0.6701985001564026","0.6621295213699341","0.6621295213699341","0.6621295213699341","0.8345788717269897","0.8345788717269897","0.8345788717269897","0.8396555781364441","0.8396555781364441","0.8396555781364441"
"54","0.9284160733222961","0.9284160733222961","0.9284160733222961","0.8234052062034607","0.8234052062034607","0.8234052062034607","0.8096365928649902","0.8096365928649902","0.8096365928649902","0.702798068523407","0.702798068523407","0.702798068523407","0.6426857709884644","0.6426857709884644","0.6426857709884644","0.6607451438903809","0.6607451438903809","0.6607451438903809","0.8500627279281616","0.8500627279281616","0.8500627279281616","0.8921962976455688","0.8921962976455688","0.8921962976455688"
"56","0.8349599242210388","0.8349599242210388","0.8349599242210388","0.7945524454116821","0.7945524454116821","0.7945524454116821","0.7562795877456665","0.7562795877456665","0.7562795877456665","0.6470052003860474","0.6470052003860474","0.6470052003860474","0.5903804302215576","0.5903804302215576","0.5903804302215576","0.5977667570114136","0.5977667570114136","0.5977667570114136","0.8305158019065857","0.8305158019065857","0.8305158019065857","0.9620075225830078","0.9620075225830078","0.9620075225830078"
"58","0.8097407817840576","0.8097407817840576","0.8097407817840576","0.8564415574073792","0.8564415574073792","0.8564415574073792","0.796265721321106","0.796265721321106","0.796265721321106","0.6788262128829956","0.6788262128829956","0.6788262128829956","0.6066127419471741","0.6066127419471741","0.6066127419471741","0.633364200592041","0.633364200592041","0.633364200592041","0.833280622959137","0.833280622959137","0.833280622959137","1.3108694553375244","1.3108694553375244","1.3108694553375244"
"60","1.2676036357879639","1.2676036357879639","1.2676036357879639","0.858525276184082","0.858525276184082","0.858525276184082","0.8134108781814575","0.8134108781814575","0.8134108781814575","0.6801794171333313","0.6801794171333313","0.6801794171333313","0.6149641871452332","0.6149641871452332","0.6149641871452332","0.6662089824676514","0.6662089824676514","0.6662089824676514","0.878031849861145","0.878031849861145","0.878031849861145","1.060662031173706","1.060662031173706","1.060662031173706"
"62","0.7901301383972168","0.7901301383972168","0.7901301383972168","0.826858639717102","0.826858639717102","0.826858639717102","0.7700899839401245","0.7700899839401245","0.7700899839401245","0.6677743196487427","0.6677743196487427","0.6677743196487427","0.6216272115707397","0.6216272115707397","0.6216272115707397","0.6860869526863098","0.6860869526863098","0.6860869526863098","0.9624449610710144","0.9624449610710144","0.9624449610710144","1.1762824058532715","1.1762824058532715","1.1762824058532715"
"64","0.8848782181739807","0.8848782181739807","0.8848782181739807","0.8801981210708618","0.8801981210708618","0.8801981210708618","0.7852758169174194","0.7852758169174194","0.7852758169174194","0.6561242938041687","0.6561242938041687","0.6561242938041687","0.5897324085235596","0.5897324085235596","0.5897324085235596","0.6203629970550537","0.6203629970550537","0.6203629970550537","0.8264260292053223","0.8264260292053223","0.8264260292053223","0.9149119257926941","0.9149119257926941","0.9149119257926941"
"66","0.81050044298172","0.81050044298172","0.81050044298172","0.825135350227356","0.825135350227356","0.825135350227356","0.7665365934371948","0.7665365934371948","0.7665365934371948","0.6856665015220642","0.6856665015220642","0.6856665015220642","0.5513893365859985","0.5513893365859985","0.5513893365859985","0.5970007181167603","0.5970007181167603","0.5970007181167603","0.8678790330886841","0.8678790330886841","0.8678790330886841","0.8984930515289307","0.8984930515289307","0.8984930515289307"
"68","0.77161705493927","0.77161705493927","0.77161705493927","1.219048023223877","1.219048023223877","1.219048023223877","0.7537700533866882","0.7537700533866882","0.7537700533866882","0.6764562129974365","0.6764562129974365","0.6764562129974365","0.5614679455757141","0.5614679455757141","0.5614679455757141","0.6096836924552917","0.6096836924552917","0.6096836924552917","0.8443424701690674","0.8443424701690674","0.8443424701690674","0.8598688244819641","0.8598688244819641","0.8598688244819641"
"70","0.8049528002738953","0.8049528002738953","0.8049528002738953","0.8810652494430542","0.8810652494430542","0.8810652494430542","0.7187074422836304","0.7187074422836304","0.7187074422836304","0.6670171618461609","0.6670171618461609","0.6670171618461609","0.5780001282691956","0.5780001282691956","0.5780001282691956","0.637901782989502","0.637901782989502","0.637901782989502","0.8244380950927734","0.8244380950927734","0.8244380950927734","0.862491250038147","0.862491250038147","0.862491250038147"
"72","0.8518539667129517","0.8518539667129517","0.8518539667129517","0.8419205546379089","0.8419205546379089","0.8419205546379089","0.7355876564979553","0.7355876564979553","0.7355876564979553","0.6746215224266052","0.6746215224266052","0.6746215224266052","0.5548509359359741","0.5548509359359741","0.5548509359359741","0.5928109884262085","0.5928109884262085","0.5928109884262085","0.8530477285385132","0.8530477285385132","0.8530477285385132","0.8893203735351562","0.8893203735351562","0.8893203735351562"
"74","0.7857637405395508","0.7857637405395508","0.7857637405395508","0.8205978870391846","0.8205978870391846","0.8205978870391846","0.742436408996582","0.742436408996582","0.742436408996582","0.6756712198257446","0.6756712198257446","0.6756712198257446","0.5680637359619141","0.5680637359619141","0.5680637359619141","0.6049181222915649","0.6049181222915649","0.6049181222915649","0.9021571278572083","0.9021571278572083","0.9021571278572083","0.9132645726203918","0.9132645726203918","0.9132645726203918"
"76","0.7790417075157166","0.7790417075157166","0.7790417075157166","0.7937170267105103","0.7937170267105103","0.7937170267105103","0.770321249961853","0.770321249961853","0.770321249961853","0.6510831117630005","0.6510831117630005","0.6510831117630005","0.5603119134902954","0.5603119134902954","0.5603119134902954","0.6053471565246582","0.6053471565246582","0.6053471565246582","1.517330288887024","1.517330288887024","1.517330288887024","0.8949042558670044","0.8949042558670044","0.8949042558670044"
"78","0.9024040102958679","0.9024040102958679","0.9024040102958679","0.8210241794586182","0.8210241794586182","0.8210241794586182","0.8228615522384644","0.8228615522384644","0.8228615522384644","0.7247790098190308","0.7247790098190308","0.7247790098190308","0.6385745406150818","0.6385745406150818","0.6385745406150818","0.6826415061950684","0.6826415061950684","0.6826415061950684","0.9048532247543335","0.9048532247543335","0.9048532247543335","0.9231058359146118","0.9231058359146118","0.9231058359146118"
"80","0.8823869228363037","0.8823869228363037","0.8823869228363037","0.8192241191864014","0.8192241191864014","0.8192241191864014","0.7485542893409729","0.7485542893409729","0.7485542893409729","0.7174190878868103","0.7174190878868103","0.7174190878868103","0.5618833899497986","0.5618833899497986","0.5618833899497986","0.5886110067367554","0.5886110067367554","0.5886110067367554","0.8688245415687561","0.8688245415687561","0.8688245415687561","0.8350381851196289","0.8350381851196289","0.8350381851196289"
"82","1.101608395576477","1.101608395576477","1.101608395576477","0.8983080983161926","0.8983080983161926","0.8983080983161926","0.9018228054046631","0.9018228054046631","0.9018228054046631","0.803311824798584","0.803311824798584","0.803311824798584","0.7079542279243469","0.7079542279243469","0.7079542279243469","0.7359419465065002","0.7359419465065002","0.7359419465065002","0.9037556648254395","0.9037556648254395","0.9037556648254395","0.8774018883705139","0.8774018883705139","0.8774018883705139"
"84","0.8297978043556213","0.8297978043556213","0.8297978043556213","0.859154999256134","0.859154999256134","0.859154999256134","0.7795422673225403","0.7795422673225403","0.7795422673225403","0.6955665349960327","0.6955665349960327","0.6955665349960327","0.601770281791687","0.601770281791687","0.601770281791687","0.6277680397033691","0.6277680397033691","0.6277680397033691","0.8532190918922424","0.8532190918922424","0.8532190918922424","0.856992244720459","0.856992244720459","0.856992244720459"
"86","0.8481758832931519","0.8481758832931519","0.8481758832931519","1.1344373226165771","1.1344373226165771","1.1344373226165771","0.7609416246414185","0.7609416246414185","0.7609416246414185","0.6849122643470764","0.6849122643470764","0.6849122643470764","0.5787506699562073","0.5787506699562073","0.5787506699562073","0.6156444549560547","0.6156444549560547","0.6156444549560547","0.8401271104812622","0.8401271104812622","0.8401271104812622","0.8481475710868835","0.8481475710868835","0.8481475710868835"
"88","0.9048929810523987","0.9048929810523987","0.9048929810523987","0.8343071341514587","0.8343071341514587","0.8343071341514587","0.8257155418395996","0.8257155418395996","0.8257155418395996","0.7204328775405884","0.7204328775405884","0.7204328775405884","0.6421288251876831","0.6421288251876831","0.6421288251876831","0.6705223917961121","0.6705223917961121","0.6705223917961121","0.9087885618209839","0.9087885618209839","0.9087885618209839","0.9176228046417236","0.9176228046417236","0.9176228046417236"
"90","0.820263147354126","0.820263147354126","0.820263147354126","0.8005058169364929","0.8005058169364929","0.8005058169364929","0.7437210083007812","0.7437210083007812","0.7437210083007812","0.6948941946029663","0.6948941946029663","0.6948941946029663","0.5569947957992554","0.5569947957992554","0.5569947957992554","0.5883034467697144","0.5883034467697144","0.5883034467697144","0.8808208107948303","0.8808208107948303","0.8808208107948303","0.83174067735672","0.83174067735672","0.83174067735672"
"92","0.7982172966003418","0.7982172966003418","0.7982172966003418","0.7795061469078064","0.7795061469078064","0.7795061469078064","0.6930041313171387","0.6930041313171387","0.6930041313171387","0.6716746091842651","0.6716746091842651","0.6716746091842651","0.5792161226272583","0.5792161226272583","0.5792161226272583","0.608975887298584","0.608975887298584","0.608975887298584","0.824907124042511","0.824907124042511","0.824907124042511","0.8218129873275757","0.8218129873275757","0.8218129873275757"
"94","0.8245015144348145","0.8245015144348145","0.8245015144348145","0.7224593758583069","0.7224593758583069","0.7224593758583069","0.6812292337417603","0.6812292337417603","0.6812292337417603","0.6650062799453735","0.6650062799453735","0.6650062799453735","0.5487585067749023","0.5487585067749023","0.5487585067749023","0.5698273777961731","0.5698273777961731","0.5698273777961731","0.8243171572685242","0.8243171572685242","0.8243171572685242","0.8078500032424927","0.8078500032424927","0.8078500032424927"
"96","0.9164954423904419","0.9164954423904419","0.9164954423904419","0.7926387786865234","0.7926387786865234","0.7926387786865234","0.7833504676818848","0.7833504676818848","0.7833504676818848","0.6788950562477112","0.6788950562477112","0.6788950562477112","0.6209458112716675","0.6209458112716675","0.6209458112716675","0.6460092067718506","0.6460092067718506","0.6460092067718506","0.8227632641792297","0.8227632641792297","0.8227632641792297","0.8397290706634521","0.8397290706634521","0.8397290706634521"
"98","0.8504214286804199","0.8504214286804199","0.8504214286804199","0.7932220697402954","0.7932220697402954","0.7932220697402954","0.7330451011657715","0.7330451011657715","0.7330451011657715","0.6962242126464844","0.6962242126464844","0.6962242126464844","0.5843909382820129","0.5843909382820129","0.5843909382820129","0.6344938278198242","0.6344938278198242","0.6344938278198242","0.8133899569511414","0.8133899569511414","0.8133899569511414","0.8386280536651611","0.8386280536651611","0.8386280536651611"
"100","0.8934603929519653","0.8934603929519653","0.8934603929519653","0.7363218069076538","0.7363218069076538","0.7363218069076538","0.7201262712478638","0.7201262712478638","0.7201262712478638","0.6815905570983887","0.6815905570983887","0.6815905570983887","0.5746470093727112","0.5746470093727112","0.5746470093727112","0.610177218914032","0.610177218914032","0.610177218914032","0.8051201105117798","0.8051201105117798","0.8051201105117798","0.8689419627189636","0.8689419627189636","0.8689419627189636"
"102","1.555180549621582","1.555180549621582","1.555180549621582","0.7817341089248657","0.7817341089248657","0.7817341089248657","0.7417148947715759","0.7417148947715759","0.7417148947715759","0.6865852475166321","0.6865852475166321","0.6865852475166321","0.5776408910751343","0.5776408910751343","0.5776408910751343","0.5896565914154053","0.5896565914154053","0.5896565914154053","0.7708727121353149","0.7708727121353149","0.7708727121353149","0.8377598524093628","0.8377598524093628","0.8377598524093628"
"104","1.6939963102340698","1.6939963102340698","1.6939963102340698","0.7756574749946594","0.7756574749946594","0.7756574749946594","0.7732592225074768","0.7732592225074768","0.7732592225074768","0.6574767827987671","0.6574767827987671","0.6574767827987671","0.5834589004516602","0.5834589004516602","0.5834589004516602","0.6140256524085999","0.6140256524085999","0.6140256524085999","0.7883513569831848","0.7883513569831848","0.7883513569831848","0.8235887289047241","0.8235887289047241","0.8235887289047241"
"106","1.1890021562576294","1.1890021562576294","1.1890021562576294","0.7460501194000244","0.7460501194000244","0.7460501194000244","0.706160306930542","0.706160306930542","0.706160306930542","0.6399412751197815","0.6399412751197815","0.6399412751197815","0.5399879217147827","0.5399879217147827","0.5399879217147827","0.5866068601608276","0.5866068601608276","0.5866068601608276","0.7652015686035156","0.7652015686035156","0.7652015686035156","0.8196830153465271","0.8196830153465271","0.8196830153465271"
"108","1.181715488433838","1.181715488433838","1.181715488433838","0.7916790246963501","0.7916790246963501","0.7916790246963501","0.7376123666763306","0.7376123666763306","0.7376123666763306","0.6872422695159912","0.6872422695159912","0.6872422695159912","0.5934893488883972","0.5934893488883972","0.5934893488883972","0.6173533201217651","0.6173533201217651","0.6173533201217651","0.8537102341651917","0.8537102341651917","0.8537102341651917","0.7960322499275208","0.7960322499275208","0.7960322499275208"
"110","1.076000452041626","1.076000452041626","1.076000452041626","0.714800238609314","0.714800238609314","0.714800238609314","0.6906019449234009","0.6906019449234009","0.6906019449234009","0.6484766006469727","0.6484766006469727","0.6484766006469727","0.5453829765319824","0.5453829765319824","0.5453829765319824","0.6109172105789185","0.6109172105789185","0.6109172105789185","0.7501547336578369","0.7501547336578369","0.7501547336578369","0.7850716710090637","0.7850716710090637","0.7850716710090637"
