"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_z__MAX"
"112","1.0247485637664795","1.0247485637664795","1.0247485637664795","0.7384779453277588","0.7384779453277588","0.7384779453277588","0.6651161909103394","0.6651161909103394","0.6651161909103394","0.6531392931938171","0.6531392931938171","0.6531392931938171","0.5731799602508545","0.5731799602508545","0.5731799602508545","0.5761001110076904","0.5761001110076904","0.5761001110076904","0.7672272324562073","0.7672272324562073","0.7672272324562073","0.818945050239563","0.818945050239563","0.818945050239563"
"114","1.0231525897979736","1.0231525897979736","1.0231525897979736","0.7657269835472107","0.7657269835472107","0.7657269835472107","0.6980545520782471","0.6980545520782471","0.6980545520782471","0.6629859209060669","0.6629859209060669","0.6629859209060669","0.5799208879470825","0.5799208879470825","0.5799208879470825","0.6446483731269836","0.6446483731269836","0.6446483731269836","0.7875957489013672","0.7875957489013672","0.7875957489013672","0.8434544205665588","0.8434544205665588","0.8434544205665588"
"116","0.8636919260025024","0.8636919260025024","0.8636919260025024","0.6908988952636719","0.6908988952636719","0.6908988952636719","0.6880612373352051","0.6880612373352051","0.6880612373352051","0.6536604762077332","0.6536604762077332","0.6536604762077332","0.5545430183410645","0.5545430183410645","0.5545430183410645","0.6110889315605164","0.6110889315605164","0.6110889315605164","0.7568972110748291","0.7568972110748291","0.7568972110748291","0.7941254377365112","0.7941254377365112","0.7941254377365112"
"118","0.9566895365715027","0.9566895365715027","0.9566895365715027","0.7782399654388428","0.7782399654388428","0.7782399654388428","0.7223778963088989","0.7223778963088989","0.7223778963088989","0.6678673028945923","0.6678673028945923","0.6678673028945923","0.5789264440536499","0.5789264440536499","0.5789264440536499","0.6006959080696106","0.6006959080696106","0.6006959080696106","0.7981603741645813","0.7981603741645813","0.7981603741645813","0.8662984371185303","0.8662984371185303","0.8662984371185303"
"120","0.8587664365768433","0.8587664365768433","0.8587664365768433","0.7859323024749756","0.7859323024749756","0.7859323024749756","0.6644685864448547","0.6644685864448547","0.6644685864448547","0.6561108827590942","0.6561108827590942","0.6561108827590942","0.5306245684623718","0.5306245684623718","0.5306245684623718","0.5394628643989563","0.5394628643989563","0.5394628643989563","0.7526522278785706","0.7526522278785706","0.7526522278785706","0.7828326225280762","0.7828326225280762","0.7828326225280762"
"122","0.8906773328781128","0.8906773328781128","0.8906773328781128","0.7892374992370605","0.7892374992370605","0.7892374992370605","0.730984628200531","0.730984628200531","0.730984628200531","0.6776144504547119","0.6776144504547119","0.6776144504547119","0.6133191585540771","0.6133191585540771","0.6133191585540771","0.6284881234169006","0.6284881234169006","0.6284881234169006","0.8063876628875732","0.8063876628875732","0.8063876628875732","0.8426172733306885","0.8426172733306885","0.8426172733306885"
"124","0.8813917636871338","0.8813917636871338","0.8813917636871338","0.7487813234329224","0.7487813234329224","0.7487813234329224","0.6872034668922424","0.6872034668922424","0.6872034668922424","0.6514882445335388","0.6514882445335388","0.6514882445335388","0.5364810228347778","0.5364810228347778","0.5364810228347778","0.5681605935096741","0.5681605935096741","0.5681605935096741","0.7252115607261658","0.7252115607261658","0.7252115607261658","0.7838156223297119","0.7838156223297119","0.7838156223297119"
"126","0.8201634883880615","0.8201634883880615","0.8201634883880615","0.6933518648147583","0.6933518648147583","0.6933518648147583","0.6550835371017456","0.6550835371017456","0.6550835371017456","0.6152970790863037","0.6152970790863037","0.6152970790863037","0.5315425992012024","0.5315425992012024","0.5315425992012024","0.576348066329956","0.576348066329956","0.576348066329956","0.7302796244621277","0.7302796244621277","0.7302796244621277","0.7598714828491211","0.7598714828491211","0.7598714828491211"
"128","0.9350207448005676","0.9350207448005676","0.9350207448005676","0.7211582660675049","0.7211582660675049","0.7211582660675049","0.7595523595809937","0.7595523595809937","0.7595523595809937","0.6449751853942871","0.6449751853942871","0.6449751853942871","0.5559892654418945","0.5559892654418945","0.5559892654418945","0.6245853304862976","0.6245853304862976","0.6245853304862976","0.764074444770813","0.764074444770813","0.764074444770813","0.7811803817749023","0.7811803817749023","0.7811803817749023"
"130","0.8276160359382629","0.8276160359382629","0.8276160359382629","0.7244523763656616","0.7244523763656616","0.7244523763656616","0.6809653639793396","0.6809653639793396","0.6809653639793396","0.6359487175941467","0.6359487175941467","0.6359487175941467","0.5247251391410828","0.5247251391410828","0.5247251391410828","0.5584256649017334","0.5584256649017334","0.5584256649017334","0.7161462306976318","0.7161462306976318","0.7161462306976318","0.7722170352935791","0.7722170352935791","0.7722170352935791"
"132","0.8601269721984863","0.8601269721984863","0.8601269721984863","0.7219436764717102","0.7219436764717102","0.7219436764717102","0.6752749085426331","0.6752749085426331","0.6752749085426331","0.6264493465423584","0.6264493465423584","0.6264493465423584","0.5305555462837219","0.5305555462837219","0.5305555462837219","0.5587815046310425","0.5587815046310425","0.5587815046310425","0.7408863306045532","0.7408863306045532","0.7408863306045532","0.7841775417327881","0.7841775417327881","0.7841775417327881"
"134","0.8960938453674316","0.8960938453674316","0.8960938453674316","0.6946117877960205","0.6946117877960205","0.6946117877960205","0.6778972744941711","0.6778972744941711","0.6778972744941711","0.6404987573623657","0.6404987573623657","0.6404987573623657","0.5292071104049683","0.5292071104049683","0.5292071104049683","0.5545387268066406","0.5545387268066406","0.5545387268066406","0.6980355978012085","0.6980355978012085","0.6980355978012085","0.7751743793487549","0.7751743793487549","0.7751743793487549"
"136","0.8269189596176147","0.8269189596176147","0.8269189596176147","0.7198855876922607","0.7198855876922607","0.7198855876922607","0.7203105092048645","0.7203105092048645","0.7203105092048645","0.6419457793235779","0.6419457793235779","0.6419457793235779","0.539484977722168","0.539484977722168","0.539484977722168","0.5686455965042114","0.5686455965042114","0.5686455965042114","0.7410339713096619","0.7410339713096619","0.7410339713096619","0.7942983508110046","0.7942983508110046","0.7942983508110046"
"138","0.8588532209396362","0.8588532209396362","0.8588532209396362","0.7230746746063232","0.7230746746063232","0.7230746746063232","0.6643009185791016","0.6643009185791016","0.6643009185791016","0.6405697464942932","0.6405697464942932","0.6405697464942932","0.5272325277328491","0.5272325277328491","0.5272325277328491","0.5586663484573364","0.5586663484573364","0.5586663484573364","0.7151454091072083","0.7151454091072083","0.7151454091072083","0.7741720676422119","0.7741720676422119","0.7741720676422119"
"140","0.8581866025924683","0.8581866025924683","0.8581866025924683","0.7292114496231079","0.7292114496231079","0.7292114496231079","0.6955903768539429","0.6955903768539429","0.6955903768539429","0.6759284734725952","0.6759284734725952","0.6759284734725952","0.56630539894104","0.56630539894104","0.56630539894104","0.5789800882339478","0.5789800882339478","0.5789800882339478","0.75776207447052","0.75776207447052","0.75776207447052","0.7948957681655884","0.7948957681655884","0.7948957681655884"
"142","0.8129080533981323","0.8129080533981323","0.8129080533981323","0.7318323850631714","0.7318323850631714","0.7318323850631714","0.6738924980163574","0.6738924980163574","0.6738924980163574","0.630966067314148","0.630966067314148","0.630966067314148","0.5337533950805664","0.5337533950805664","0.5337533950805664","0.5801293253898621","0.5801293253898621","0.5801293253898621","0.7335858345031738","0.7335858345031738","0.7335858345031738","0.7374619841575623","0.7374619841575623","0.7374619841575623"
"144","0.85853111743927","0.85853111743927","0.85853111743927","0.6956883072853088","0.6956883072853088","0.6956883072853088","0.6624237895011902","0.6624237895011902","0.6624237895011902","0.6213173866271973","0.6213173866271973","0.6213173866271973","0.506753146648407","0.506753146648407","0.506753146648407","0.5421531200408936","0.5421531200408936","0.5421531200408936","0.6628285050392151","0.6628285050392151","0.6628285050392151","0.7776352167129517","0.7776352167129517","0.7776352167129517"
"146","0.8279793858528137","0.8279793858528137","0.8279793858528137","0.7293930649757385","0.7293930649757385","0.7293930649757385","0.655982494354248","0.655982494354248","0.655982494354248","0.6354376673698425","0.6354376673698425","0.6354376673698425","0.5232294797897339","0.5232294797897339","0.5232294797897339","0.5746017694473267","0.5746017694473267","0.5746017694473267","0.6982501745223999","0.6982501745223999","0.6982501745223999","0.7353206276893616","0.7353206276893616","0.7353206276893616"
"148","0.8069838285446167","0.8069838285446167","0.8069838285446167","0.7173219919204712","0.7173219919204712","0.7173219919204712","0.6754633784294128","0.6754633784294128","0.6754633784294128","0.633637547492981","0.633637547492981","0.633637547492981","0.5541176795959473","0.5541176795959473","0.5541176795959473","0.5842012166976929","0.5842012166976929","0.5842012166976929","0.7148697376251221","0.7148697376251221","0.7148697376251221","0.7699375152587891","0.7699375152587891","0.7699375152587891"
"150","0.8271080851554871","0.8271080851554871","0.8271080851554871","0.7099464535713196","0.7099464535713196","0.7099464535713196","0.6836906671524048","0.6836906671524048","0.6836906671524048","0.6186419725418091","0.6186419725418091","0.6186419725418091","0.504889726638794","0.504889726638794","0.504889726638794","0.5296355485916138","0.5296355485916138","0.5296355485916138","0.6780821084976196","0.6780821084976196","0.6780821084976196","0.7246706485748291","0.7246706485748291","0.7246706485748291"
"152","0.8618426322937012","0.8618426322937012","0.8618426322937012","0.7469322681427002","0.7469322681427002","0.7469322681427002","0.7258985042572021","0.7258985042572021","0.7258985042572021","0.6585971117019653","0.6585971117019653","0.6585971117019653","0.571086585521698","0.571086585521698","0.571086585521698","0.646939754486084","0.646939754486084","0.646939754486084","0.730052649974823","0.730052649974823","0.730052649974823","0.8025215864181519","0.8025215864181519","0.8025215864181519"
"154","0.8526479601860046","0.8526479601860046","0.8526479601860046","0.7458701133728027","0.7458701133728027","0.7458701133728027","0.7124282121658325","0.7124282121658325","0.7124282121658325","0.6994580626487732","0.6994580626487732","0.6994580626487732","0.5611246228218079","0.5611246228218079","0.5611246228218079","0.6144483089447021","0.6144483089447021","0.6144483089447021","0.7423198223114014","0.7423198223114014","0.7423198223114014","0.7683530449867249","0.7683530449867249","0.7683530449867249"
"156","0.8492904901504517","0.8492904901504517","0.8492904901504517","0.7429850101470947","0.7429850101470947","0.7429850101470947","0.6892860531806946","0.6892860531806946","0.6892860531806946","0.6659129858016968","0.6659129858016968","0.6659129858016968","0.570124626159668","0.570124626159668","0.570124626159668","0.6185963153839111","0.6185963153839111","0.6185963153839111","0.737555980682373","0.737555980682373","0.737555980682373","0.8213022351264954","0.8213022351264954","0.8213022351264954"
"158","0.8107222318649292","0.8107222318649292","0.8107222318649292","0.7320103645324707","0.7320103645324707","0.7320103645324707","0.6898369193077087","0.6898369193077087","0.6898369193077087","0.6597673892974854","0.6597673892974854","0.6597673892974854","0.564491331577301","0.564491331577301","0.564491331577301","0.6178956031799316","0.6178956031799316","0.6178956031799316","0.7326952815055847","0.7326952815055847","0.7326952815055847","0.758002758026123","0.758002758026123","0.758002758026123"
"160","0.7980538606643677","0.7980538606643677","0.7980538606643677","0.7573323249816895","0.7573323249816895","0.7573323249816895","0.6705631613731384","0.6705631613731384","0.6705631613731384","0.6290897130966187","0.6290897130966187","0.6290897130966187","0.5567032098770142","0.5567032098770142","0.5567032098770142","0.571744978427887","0.571744978427887","0.571744978427887","0.7328591346740723","0.7328591346740723","0.7328591346740723","0.7993158102035522","0.7993158102035522","0.7993158102035522"
"162","2.189086675643921","2.189086675643921","2.189086675643921","0.7189851999282837","0.7189851999282837","0.7189851999282837","0.7044808864593506","0.7044808864593506","0.7044808864593506","0.636293888092041","0.636293888092041","0.636293888092041","0.554311215877533","0.554311215877533","0.554311215877533","0.5754058361053467","0.5754058361053467","0.5754058361053467","0.7540574073791504","0.7540574073791504","0.7540574073791504","0.7496542930603027","0.7496542930603027","0.7496542930603027"
"164","1.0494295358657837","1.0494295358657837","1.0494295358657837","0.7295060157775879","0.7295060157775879","0.7295060157775879","0.7069857120513916","0.7069857120513916","0.7069857120513916","0.6888883113861084","0.6888883113861084","0.6888883113861084","0.5738444328308105","0.5738444328308105","0.5738444328308105","0.6200869083404541","0.6200869083404541","0.6200869083404541","0.7623778581619263","0.7623778581619263","0.7623778581619263","0.8860706090927124","0.8860706090927124","0.8860706090927124"
"166","0.9945288300514221","0.9945288300514221","0.9945288300514221","0.7478049993515015","0.7478049993515015","0.7478049993515015","0.6697059273719788","0.6697059273719788","0.6697059273719788","0.6303813457489014","0.6303813457489014","0.6303813457489014","0.5501810908317566","0.5501810908317566","0.5501810908317566","0.5549273490905762","0.5549273490905762","0.5549273490905762","0.758643627166748","0.758643627166748","0.758643627166748","0.7990055680274963","0.7990055680274963","0.7990055680274963"
"168","0.8320680856704712","0.8320680856704712","0.8320680856704712","0.7233234643936157","0.7233234643936157","0.7233234643936157","0.6457337737083435","0.6457337737083435","0.6457337737083435","0.614794909954071","0.614794909954071","0.614794909954071","0.5212382078170776","0.5212382078170776","0.5212382078170776","0.5456447005271912","0.5456447005271912","0.5456447005271912","0.6888518333435059","0.6888518333435059","0.6888518333435059","0.7152731418609619","0.7152731418609619","0.7152731418609619"
"170","0.806816041469574","0.806816041469574","0.806816041469574","0.7304059267044067","0.7304059267044067","0.7304059267044067","0.6855090856552124","0.6855090856552124","0.6855090856552124","0.6171082258224487","0.6171082258224487","0.6171082258224487","0.5108200311660767","0.5108200311660767","0.5108200311660767","0.5477277636528015","0.5477277636528015","0.5477277636528015","0.7091822028160095","0.7091822028160095","0.7091822028160095","0.7397198677062988","0.7397198677062988","0.7397198677062988"
"172","0.8515122532844543","0.8515122532844543","0.8515122532844543","0.7336771488189697","0.7336771488189697","0.7336771488189697","0.6732973456382751","0.6732973456382751","0.6732973456382751","0.6699604988098145","0.6699604988098145","0.6699604988098145","0.555812418460846","0.555812418460846","0.555812418460846","0.5841580033302307","0.5841580033302307","0.5841580033302307","0.7146957516670227","0.7146957516670227","0.7146957516670227","0.7580329179763794","0.7580329179763794","0.7580329179763794"
"174","0.8614456653594971","0.8614456653594971","0.8614456653594971","0.7271205186843872","0.7271205186843872","0.7271205186843872","0.6728231310844421","0.6728231310844421","0.6728231310844421","0.630284309387207","0.630284309387207","0.630284309387207","0.5475621223449707","0.5475621223449707","0.5475621223449707","0.5847708582878113","0.5847708582878113","0.5847708582878113","0.6808550357818604","0.6808550357818604","0.6808550357818604","0.7508128881454468","0.7508128881454468","0.7508128881454468"
"176","0.8344475626945496","0.8344475626945496","0.8344475626945496","0.7391771674156189","0.7391771674156189","0.7391771674156189","0.6737215518951416","0.6737215518951416","0.6737215518951416","0.6548647284507751","0.6548647284507751","0.6548647284507751","0.5442945957183838","0.5442945957183838","0.5442945957183838","0.5760341286659241","0.5760341286659241","0.5760341286659241","0.736500084400177","0.736500084400177","0.736500084400177","0.7645851373672485","0.7645851373672485","0.7645851373672485"
"178","0.8166155815124512","0.8166155815124512","0.8166155815124512","0.7558802366256714","0.7558802366256714","0.7558802366256714","0.7195467352867126","0.7195467352867126","0.7195467352867126","0.6337370276451111","0.6337370276451111","0.6337370276451111","0.5430154800415039","0.5430154800415039","0.5430154800415039","0.5893803238868713","0.5893803238868713","0.5893803238868713","0.694507896900177","0.694507896900177","0.694507896900177","0.7244405746459961","0.7244405746459961","0.7244405746459961"
"180","0.8200672268867493","0.8200672268867493","0.8200672268867493","0.7321873903274536","0.7321873903274536","0.7321873903274536","0.6637611389160156","0.6637611389160156","0.6637611389160156","0.6480631232261658","0.6480631232261658","0.6480631232261658","0.531991720199585","0.531991720199585","0.531991720199585","0.5636723041534424","0.5636723041534424","0.5636723041534424","0.6708457469940186","0.6708457469940186","0.6708457469940186","0.7189939022064209","0.7189939022064209","0.7189939022064209"
"182","2.2051541805267334","2.2051541805267334","2.2051541805267334","0.7512590885162354","0.7512590885162354","0.7512590885162354","0.6452779769897461","0.6452779769897461","0.6452779769897461","0.660657525062561","0.660657525062561","0.660657525062561","0.5394387245178223","0.5394387245178223","0.5394387245178223","0.5602664947509766","0.5602664947509766","0.5602664947509766","0.6777142882347107","0.6777142882347107","0.6777142882347107","0.7198116183280945","0.7198116183280945","0.7198116183280945"
"184","0.9348615407943726","0.9348615407943726","0.9348615407943726","0.7454515695571899","0.7454515695571899","0.7454515695571899","0.6799038648605347","0.6799038648605347","0.6799038648605347","0.6525443196296692","0.6525443196296692","0.6525443196296692","0.5508663654327393","0.5508663654327393","0.5508663654327393","0.5768989324569702","0.5768989324569702","0.5768989324569702","0.729739785194397","0.729739785194397","0.729739785194397","0.74521404504776","0.74521404504776","0.74521404504776"
"186","0.8284446001052856","0.8284446001052856","0.8284446001052856","0.7144246101379395","0.7144246101379395","0.7144246101379395","0.6776316165924072","0.6776316165924072","0.6776316165924072","0.6283445358276367","0.6283445358276367","0.6283445358276367","0.5384153127670288","0.5384153127670288","0.5384153127670288","0.5801174640655518","0.5801174640655518","0.5801174640655518","0.6774699091911316","0.6774699091911316","0.6774699091911316","0.7229450345039368","0.7229450345039368","0.7229450345039368"
"188","0.8483445644378662","0.8483445644378662","0.8483445644378662","0.7422413229942322","0.7422413229942322","0.7422413229942322","0.6627018451690674","0.6627018451690674","0.6627018451690674","0.6372037529945374","0.6372037529945374","0.6372037529945374","0.5444268584251404","0.5444268584251404","0.5444268584251404","0.5857842564582825","0.5857842564582825","0.5857842564582825","0.710046648979187","0.710046648979187","0.710046648979187","0.7286379337310791","0.7286379337310791","0.7286379337310791"
"190","0.8512364625930786","0.8512364625930786","0.8512364625930786","0.7339539527893066","0.7339539527893066","0.7339539527893066","0.6663283705711365","0.6663283705711365","0.6663283705711365","0.6276971101760864","0.6276971101760864","0.6276971101760864","0.5671661496162415","0.5671661496162415","0.5671661496162415","0.57713782787323","0.57713782787323","0.57713782787323","0.6945916414260864","0.6945916414260864","0.6945916414260864","0.772715151309967","0.772715151309967","0.772715151309967"
"192","0.8463208675384521","0.8463208675384521","0.8463208675384521","0.7453610897064209","0.7453610897064209","0.7453610897064209","0.6872043609619141","0.6872043609619141","0.6872043609619141","0.6484898924827576","0.6484898924827576","0.6484898924827576","0.5630340576171875","0.5630340576171875","0.5630340576171875","0.60541832447052","0.60541832447052","0.60541832447052","0.7248964309692383","0.7248964309692383","0.7248964309692383","0.7487678527832031","0.7487678527832031","0.7487678527832031"
"194","0.7900581359863281","0.7900581359863281","0.7900581359863281","0.6988933682441711","0.6988933682441711","0.6988933682441711","0.6445809006690979","0.6445809006690979","0.6445809006690979","0.606930136680603","0.606930136680603","0.606930136680603","0.5112795829772949","0.5112795829772949","0.5112795829772949","0.5272159576416016","0.5272159576416016","0.5272159576416016","0.6363110542297363","0.6363110542297363","0.6363110542297363","0.6967269778251648","0.6967269778251648","0.6967269778251648"
"196","0.912685751914978","0.912685751914978","0.912685751914978","0.7955832481384277","0.7955832481384277","0.7955832481384277","0.6986035704612732","0.6986035704612732","0.6986035704612732","0.6631023287773132","0.6631023287773132","0.6631023287773132","0.6421492099761963","0.6421492099761963","0.6421492099761963","0.6485114693641663","0.6485114693641663","0.6485114693641663","0.8572943806648254","0.8572943806648254","0.8572943806648254","0.771979033946991","0.771979033946991","0.771979033946991"
"198","0.7945325374603271","0.7945325374603271","0.7945325374603271","0.7101553678512573","0.7101553678512573","0.7101553678512573","0.6475052833557129","0.6475052833557129","0.6475052833557129","0.6161813735961914","0.6161813735961914","0.6161813735961914","0.5331833362579346","0.5331833362579346","0.5331833362579346","0.5278209447860718","0.5278209447860718","0.5278209447860718","0.6670740246772766","0.6670740246772766","0.6670740246772766","0.7022413611412048","0.7022413611412048","0.7022413611412048"
"200","0.8148342967033386","0.8148342967033386","0.8148342967033386","0.7377889752388","0.7377889752388","0.7377889752388","0.6667989492416382","0.6667989492416382","0.6667989492416382","0.628201961517334","0.628201961517334","0.628201961517334","0.5294895172119141","0.5294895172119141","0.5294895172119141","0.5658060312271118","0.5658060312271118","0.5658060312271118","0.7019017338752747","0.7019017338752747","0.7019017338752747","0.7152876853942871","0.7152876853942871","0.7152876853942871"
"202","0.7905648946762085","0.7905648946762085","0.7905648946762085","0.7296949028968811","0.7296949028968811","0.7296949028968811","0.6630327701568604","0.6630327701568604","0.6630327701568604","0.6257563829421997","0.6257563829421997","0.6257563829421997","0.5593670606613159","0.5593670606613159","0.5593670606613159","0.5952262878417969","0.5952262878417969","0.5952262878417969","0.6985684633255005","0.6985684633255005","0.6985684633255005","0.7535338401794434","0.7535338401794434","0.7535338401794434"
"204","0.8310408592224121","0.8310408592224121","0.8310408592224121","0.7396422624588013","0.7396422624588013","0.7396422624588013","0.6537785530090332","0.6537785530090332","0.6537785530090332","0.6433122158050537","0.6433122158050537","0.6433122158050537","0.5456732511520386","0.5456732511520386","0.5456732511520386","0.5725574493408203","0.5725574493408203","0.5725574493408203","0.7325749397277832","0.7325749397277832","0.7325749397277832","0.7234517931938171","0.7234517931938171","0.7234517931938171"
"206","0.7919598817825317","0.7919598817825317","0.7919598817825317","0.7066373825073242","0.7066373825073242","0.7066373825073242","0.6686714887619019","0.6686714887619019","0.6686714887619019","0.6006027460098267","0.6006027460098267","0.6006027460098267","0.5239531993865967","0.5239531993865967","0.5239531993865967","0.5629127621650696","0.5629127621650696","0.5629127621650696","0.6632084250450134","0.6632084250450134","0.6632084250450134","0.7026588916778564","0.7026588916778564","0.7026588916778564"
"208","0.7975773215293884","0.7975773215293884","0.7975773215293884","0.727552592754364","0.727552592754364","0.727552592754364","0.6670341491699219","0.6670341491699219","0.6670341491699219","0.6188039779663086","0.6188039779663086","0.6188039779663086","0.5181195735931396","0.5181195735931396","0.5181195735931396","0.5221672058105469","0.5221672058105469","0.5221672058105469","0.6980233192443848","0.6980233192443848","0.6980233192443848","0.6809067130088806","0.6809067130088806","0.6809067130088806"
"210","0.8021288514137268","0.8021288514137268","0.8021288514137268","0.7407532930374146","0.7407532930374146","0.7407532930374146","0.6299630999565125","0.6299630999565125","0.6299630999565125","0.6131049990653992","0.6131049990653992","0.6131049990653992","0.5616771578788757","0.5616771578788757","0.5616771578788757","0.5389539003372192","0.5389539003372192","0.5389539003372192","0.7142665982246399","0.7142665982246399","0.7142665982246399","0.7541362047195435","0.7541362047195435","0.7541362047195435"
"212","0.8078222274780273","0.8078222274780273","0.8078222274780273","0.7137187123298645","0.7137187123298645","0.7137187123298645","0.6861501336097717","0.6861501336097717","0.6861501336097717","0.6220076084136963","0.6220076084136963","0.6220076084136963","0.5548697710037231","0.5548697710037231","0.5548697710037231","0.6115288734436035","0.6115288734436035","0.6115288734436035","0.713627815246582","0.713627815246582","0.713627815246582","0.7653940916061401","0.7653940916061401","0.7653940916061401"
"214","0.827031135559082","0.827031135559082","0.827031135559082","0.7246779203414917","0.7246779203414917","0.7246779203414917","0.6592845320701599","0.6592845320701599","0.6592845320701599","0.6303390860557556","0.6303390860557556","0.6303390860557556","0.5282856225967407","0.5282856225967407","0.5282856225967407","0.5630725622177124","0.5630725622177124","0.5630725622177124","0.695068895816803","0.695068895816803","0.695068895816803","0.7058146595954895","0.7058146595954895","0.7058146595954895"
"216","0.7770640850067139","0.7770640850067139","0.7770640850067139","0.7185603380203247","0.7185603380203247","0.7185603380203247","0.6424750685691833","0.6424750685691833","0.6424750685691833","0.5936340689659119","0.5936340689659119","0.5936340689659119","0.5135464072227478","0.5135464072227478","0.5135464072227478","0.5430329442024231","0.5430329442024231","0.5430329442024231","0.6731812357902527","0.6731812357902527","0.6731812357902527","0.738512396812439","0.738512396812439","0.738512396812439"
"218","0.8618203997612","0.8618203997612","0.8618203997612","0.7387585043907166","0.7387585043907166","0.7387585043907166","0.656240701675415","0.656240701675415","0.656240701675415","0.6295737028121948","0.6295737028121948","0.6295737028121948","0.5374308824539185","0.5374308824539185","0.5374308824539185","0.5919562578201294","0.5919562578201294","0.5919562578201294","0.6912961602210999","0.6912961602210999","0.6912961602210999","0.7301873564720154","0.7301873564720154","0.7301873564720154"
"220","0.7836700677871704","0.7836700677871704","0.7836700677871704","0.7142382860183716","0.7142382860183716","0.7142382860183716","0.6700877547264099","0.6700877547264099","0.6700877547264099","0.6509637832641602","0.6509637832641602","0.6509637832641602","0.5367569327354431","0.5367569327354431","0.5367569327354431","0.5634793043136597","0.5634793043136597","0.5634793043136597","0.7111867070198059","0.7111867070198059","0.7111867070198059","0.714453399181366","0.714453399181366","0.714453399181366"
"222","0.8073707818984985","0.8073707818984985","0.8073707818984985","0.742374837398529","0.742374837398529","0.742374837398529","0.6587594747543335","0.6587594747543335","0.6587594747543335","0.5972238183021545","0.5972238183021545","0.5972238183021545","0.5360013246536255","0.5360013246536255","0.5360013246536255","0.56327223777771","0.56327223777771","0.56327223777771","0.6580551266670227","0.6580551266670227","0.6580551266670227","0.7430024147033691","0.7430024147033691","0.7430024147033691"
"224","1.0132004022598267","1.0132004022598267","1.0132004022598267","0.7109031677246094","0.7109031677246094","0.7109031677246094","0.6397982835769653","0.6397982835769653","0.6397982835769653","0.6099327206611633","0.6099327206611633","0.6099327206611633","0.5094625949859619","0.5094625949859619","0.5094625949859619","0.5323717594146729","0.5323717594146729","0.5323717594146729","0.6600730419158936","0.6600730419158936","0.6600730419158936","0.7078239917755127","0.7078239917755127","0.7078239917755127"
"226","0.8562565445899963","0.8562565445899963","0.8562565445899963","0.7320780754089355","0.7320780754089355","0.7320780754089355","0.6323527097702026","0.6323527097702026","0.6323527097702026","0.6002574563026428","0.6002574563026428","0.6002574563026428","0.5674351453781128","0.5674351453781128","0.5674351453781128","0.5753685832023621","0.5753685832023621","0.5753685832023621","0.7017569541931152","0.7017569541931152","0.7017569541931152","0.7112654447555542","0.7112654447555542","0.7112654447555542"
"228","0.8066291809082031","0.8066291809082031","0.8066291809082031","0.7129408717155457","0.7129408717155457","0.7129408717155457","0.6618346571922302","0.6618346571922302","0.6618346571922302","0.6294969320297241","0.6294969320297241","0.6294969320297241","0.5368552803993225","0.5368552803993225","0.5368552803993225","0.57451331615448","0.57451331615448","0.57451331615448","0.6891828179359436","0.6891828179359436","0.6891828179359436","0.717853307723999","0.717853307723999","0.717853307723999"
"230","0.775620698928833","0.775620698928833","0.775620698928833","0.6891219615936279","0.6891219615936279","0.6891219615936279","0.6789519190788269","0.6789519190788269","0.6789519190788269","0.6234163641929626","0.6234163641929626","0.6234163641929626","0.5337216854095459","0.5337216854095459","0.5337216854095459","0.5697103142738342","0.5697103142738342","0.5697103142738342","0.7131513357162476","0.7131513357162476","0.7131513357162476","0.7249301671981812","0.7249301671981812","0.7249301671981812"
