"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MAX"
"112","1.3536953926086426","1.3536953926086426","1.3536953926086426","0.9087820053100586","0.9087820053100586","0.9087820053100586","0.8316078186035156","0.8316078186035156","0.8316078186035156","0.7855009436607361","0.7855009436607361","0.7855009436607361","0.7898180484771729","0.7898180484771729","0.7898180484771729","0.8224838376045227","0.8224838376045227","0.8224838376045227","0.9598513245582581","0.9598513245582581","0.9598513245582581","1.5447354316711426","1.5447354316711426","1.5447354316711426"
"114","1.4024218320846558","1.4024218320846558","1.4024218320846558","1.0195728540420532","1.0195728540420532","1.0195728540420532","0.883051872253418","0.883051872253418","0.883051872253418","0.7947756052017212","0.7947756052017212","0.7947756052017212","0.7802460193634033","0.7802460193634033","0.7802460193634033","0.8358442783355713","0.8358442783355713","0.8358442783355713","1.0264829397201538","1.0264829397201538","1.0264829397201538","1.5391868352890015","1.5391868352890015","1.5391868352890015"
"116","1.4225777387619019","1.4225777387619019","1.4225777387619019","0.9801812767982483","0.9801812767982483","0.9801812767982483","0.8166272044181824","0.8166272044181824","0.8166272044181824","0.7872599959373474","0.7872599959373474","0.7872599959373474","0.7794594764709473","0.7794594764709473","0.7794594764709473","0.8367398381233215","0.8367398381233215","0.8367398381233215","0.9678541421890259","0.9678541421890259","0.9678541421890259","1.5557307004928589","1.5557307004928589","1.5557307004928589"
"118","1.3169370889663696","1.3169370889663696","1.3169370889663696","0.8862574696540833","0.8862574696540833","0.8862574696540833","0.7876341342926025","0.7876341342926025","0.7876341342926025","0.7682890295982361","0.7682890295982361","0.7682890295982361","0.7677326202392578","0.7677326202392578","0.7677326202392578","0.7813364267349243","0.7813364267349243","0.7813364267349243","0.9297189712524414","0.9297189712524414","0.9297189712524414","1.522734522819519","1.522734522819519","1.522734522819519"
"120","1.3628039360046387","1.3628039360046387","1.3628039360046387","0.9142767786979675","0.9142767786979675","0.9142767786979675","0.8178935647010803","0.8178935647010803","0.8178935647010803","0.7944614887237549","0.7944614887237549","0.7944614887237549","0.7718452215194702","0.7718452215194702","0.7718452215194702","0.7783137559890747","0.7783137559890747","0.7783137559890747","0.8370505571365356","0.8370505571365356","0.8370505571365356","1.4461159706115723","1.4461159706115723","1.4461159706115723"
"122","1.3584301471710205","1.3584301471710205","1.3584301471710205","0.8821618556976318","0.8821618556976318","0.8821618556976318","0.7921621799468994","0.7921621799468994","0.7921621799468994","0.7638617753982544","0.7638617753982544","0.7638617753982544","0.7860287427902222","0.7860287427902222","0.7860287427902222","0.8523132801055908","0.8523132801055908","0.8523132801055908","1.014211893081665","1.014211893081665","1.014211893081665","1.5358010530471802","1.5358010530471802","1.5358010530471802"
"124","1.2667006254196167","1.2667006254196167","1.2667006254196167","0.8713808655738831","0.8713808655738831","0.8713808655738831","0.8126060962677002","0.8126060962677002","0.8126060962677002","0.7636200785636902","0.7636200785636902","0.7636200785636902","0.7668603658676147","0.7668603658676147","0.7668603658676147","0.7818635702133179","0.7818635702133179","0.7818635702133179","0.8664513826370239","0.8664513826370239","0.8664513826370239","1.411376953125","1.411376953125","1.411376953125"
"126","1.3974049091339111","1.3974049091339111","1.3974049091339111","0.9718934297561646","0.9718934297561646","0.9718934297561646","0.8869075775146484","0.8869075775146484","0.8869075775146484","0.792937695980072","0.792937695980072","0.792937695980072","0.7775615453720093","0.7775615453720093","0.7775615453720093","0.8859599828720093","0.8859599828720093","0.8859599828720093","0.9204610586166382","0.9204610586166382","0.9204610586166382","1.5722813606262207","1.5722813606262207","1.5722813606262207"
"128","1.2881293296813965","1.2881293296813965","1.2881293296813965","0.8938851952552795","0.8938851952552795","0.8938851952552795","0.7925188541412354","0.7925188541412354","0.7925188541412354","0.7720970511436462","0.7720970511436462","0.7720970511436462","0.756065309047699","0.756065309047699","0.756065309047699","0.769941508769989","0.769941508769989","0.769941508769989","0.8507110476493835","0.8507110476493835","0.8507110476493835","1.3977410793304443","1.3977410793304443","1.3977410793304443"
"130","1.2241662740707397","1.2241662740707397","1.2241662740707397","0.8239098191261292","0.8239098191261292","0.8239098191261292","0.8228070735931396","0.8228070735931396","0.8228070735931396","0.7624567747116089","0.7624567747116089","0.7624567747116089","0.7667343020439148","0.7667343020439148","0.7667343020439148","0.7856062650680542","0.7856062650680542","0.7856062650680542","0.8548718690872192","0.8548718690872192","0.8548718690872192","1.400719165802002","1.400719165802002","1.400719165802002"
"132","1.318448781967163","1.318448781967163","1.318448781967163","0.9255894422531128","0.9255894422531128","0.9255894422531128","0.8093328475952148","0.8093328475952148","0.8093328475952148","0.7845075130462646","0.7845075130462646","0.7845075130462646","0.8117117285728455","0.8117117285728455","0.8117117285728455","0.8660314083099365","0.8660314083099365","0.8660314083099365","0.9233371615409851","0.9233371615409851","0.9233371615409851","1.5122737884521484","1.5122737884521484","1.5122737884521484"
"134","1.2278462648391724","1.2278462648391724","1.2278462648391724","0.8202986121177673","0.8202986121177673","0.8202986121177673","0.7760061025619507","0.7760061025619507","0.7760061025619507","0.7561323046684265","0.7561323046684265","0.7561323046684265","0.7570593953132629","0.7570593953132629","0.7570593953132629","0.7701451778411865","0.7701451778411865","0.7701451778411865","0.8427902460098267","0.8427902460098267","0.8427902460098267","1.370875358581543","1.370875358581543","1.370875358581543"
"136","1.2313190698623657","1.2313190698623657","1.2313190698623657","0.835990846157074","0.835990846157074","0.835990846157074","0.7700985074043274","0.7700985074043274","0.7700985074043274","0.7573189735412598","0.7573189735412598","0.7573189735412598","0.758802056312561","0.758802056312561","0.758802056312561","0.7720209360122681","0.7720209360122681","0.7720209360122681","0.8524604439735413","0.8524604439735413","0.8524604439735413","1.3900017738342285","1.3900017738342285","1.3900017738342285"
"138","1.2085075378417969","1.2085075378417969","1.2085075378417969","0.8178342580795288","0.8178342580795288","0.8178342580795288","0.7966066002845764","0.7966066002845764","0.7966066002845764","0.7625340223312378","0.7625340223312378","0.7625340223312378","0.761062502861023","0.761062502861023","0.761062502861023","0.7781052589416504","0.7781052589416504","0.7781052589416504","0.8480851054191589","0.8480851054191589","0.8480851054191589","1.409676194190979","1.409676194190979","1.409676194190979"
"140","1.4030596017837524","1.4030596017837524","1.4030596017837524","1.032009243965149","1.032009243965149","1.032009243965149","0.9452086091041565","0.9452086091041565","0.9452086091041565","0.8237881660461426","0.8237881660461426","0.8237881660461426","0.7636278867721558","0.7636278867721558","0.7636278867721558","0.767352819442749","0.767352819442749","0.767352819442749","0.8413761854171753","0.8413761854171753","0.8413761854171753","1.460260033607483","1.460260033607483","1.460260033607483"
"142","1.2753946781158447","1.2753946781158447","1.2753946781158447","0.8608465194702148","0.8608465194702148","0.8608465194702148","0.7793797850608826","0.7793797850608826","0.7793797850608826","0.7702080607414246","0.7702080607414246","0.7702080607414246","0.7726914286613464","0.7726914286613464","0.7726914286613464","0.7865371108055115","0.7865371108055115","0.7865371108055115","0.8605494499206543","0.8605494499206543","0.8605494499206543","1.3941470384597778","1.3941470384597778","1.3941470384597778"
"144","1.2236396074295044","1.2236396074295044","1.2236396074295044","0.891456127166748","0.891456127166748","0.891456127166748","0.7761654257774353","0.7761654257774353","0.7761654257774353","0.7661035060882568","0.7661035060882568","0.7661035060882568","0.7656660079956055","0.7656660079956055","0.7656660079956055","0.7835566997528076","0.7835566997528076","0.7835566997528076","0.8111848831176758","0.8111848831176758","0.8111848831176758","1.3967339992523193","1.3967339992523193","1.3967339992523193"
"146","1.2535126209259033","1.2535126209259033","1.2535126209259033","0.8907405734062195","0.8907405734062195","0.8907405734062195","0.7714253067970276","0.7714253067970276","0.7714253067970276","0.7872198224067688","0.7872198224067688","0.7872198224067688","0.7768034338951111","0.7768034338951111","0.7768034338951111","0.7778182029724121","0.7778182029724121","0.7778182029724121","0.8099616169929504","0.8099616169929504","0.8099616169929504","1.4157538414001465","1.4157538414001465","1.4157538414001465"
"148","1.2673354148864746","1.2673354148864746","1.2673354148864746","0.8942126035690308","0.8942126035690308","0.8942126035690308","0.7806154489517212","0.7806154489517212","0.7806154489517212","0.7860362529754639","0.7860362529754639","0.7860362529754639","0.7762812972068787","0.7762812972068787","0.7762812972068787","0.7924779653549194","0.7924779653549194","0.7924779653549194","0.8704808354377747","0.8704808354377747","0.8704808354377747","1.4381723403930664","1.4381723403930664","1.4381723403930664"
"150","1.2481378316879272","1.2481378316879272","1.2481378316879272","0.8806906342506409","0.8806906342506409","0.8806906342506409","0.766237735748291","0.766237735748291","0.766237735748291","0.78111732006073","0.78111732006073","0.78111732006073","0.7828028202056885","0.7828028202056885","0.7828028202056885","0.7837874889373779","0.7837874889373779","0.7837874889373779","0.8059545159339905","0.8059545159339905","0.8059545159339905","1.476660966873169","1.476660966873169","1.476660966873169"
"152","1.2123641967773438","1.2123641967773438","1.2123641967773438","0.8360945582389832","0.8360945582389832","0.8360945582389832","0.7720438241958618","0.7720438241958618","0.7720438241958618","0.8101025819778442","0.8101025819778442","0.8101025819778442","0.7720728516578674","0.7720728516578674","0.7720728516578674","0.7720028162002563","0.7720028162002563","0.7720028162002563","0.7979501485824585","0.7979501485824585","0.7979501485824585","1.3747427463531494","1.3747427463531494","1.3747427463531494"
"154","1.1963651180267334","1.1963651180267334","1.1963651180267334","0.8210917711257935","0.8210917711257935","0.8210917711257935","0.7729779481887817","0.7729779481887817","0.7729779481887817","0.7611386775970459","0.7611386775970459","0.7611386775970459","0.7643328905105591","0.7643328905105591","0.7643328905105591","0.7774044275283813","0.7774044275283813","0.7774044275283813","0.8539515137672424","0.8539515137672424","0.8539515137672424","1.675103783607483","1.675103783607483","1.675103783607483"
"156","1.2425085306167603","1.2425085306167603","1.2425085306167603","0.8864455819129944","0.8864455819129944","0.8864455819129944","0.8261394500732422","0.8261394500732422","0.8261394500732422","0.7733510136604309","0.7733510136604309","0.7733510136604309","0.7735064029693604","0.7735064029693604","0.7735064029693604","0.8070323467254639","0.8070323467254639","0.8070323467254639","0.8913372159004211","0.8913372159004211","0.8913372159004211","1.3729056119918823","1.3729056119918823","1.3729056119918823"
"158","1.318725347518921","1.318725347518921","1.318725347518921","0.9543279409408569","0.9543279409408569","0.9543279409408569","0.9340816140174866","0.9340816140174866","0.9340816140174866","0.7879128456115723","0.7879128456115723","0.7879128456115723","0.7766556739807129","0.7766556739807129","0.7766556739807129","0.8558102250099182","0.8558102250099182","0.8558102250099182","0.9608640074729919","0.9608640074729919","0.9608640074729919","1.4585545063018799","1.4585545063018799","1.4585545063018799"
"160","1.19508695602417","1.19508695602417","1.19508695602417","0.8731874227523804","0.8731874227523804","0.8731874227523804","0.7669684886932373","0.7669684886932373","0.7669684886932373","0.7838119268417358","0.7838119268417358","0.7838119268417358","0.757408857345581","0.757408857345581","0.757408857345581","0.7637955546379089","0.7637955546379089","0.7637955546379089","0.8103439807891846","0.8103439807891846","0.8103439807891846","1.3377211093902588","1.3377211093902588","1.3377211093902588"
"162","1.1771986484527588","1.1771986484527588","1.1771986484527588","0.8457648754119873","0.8457648754119873","0.8457648754119873","0.9659600853919983","0.9659600853919983","0.9659600853919983","0.7727763652801514","0.7727763652801514","0.7727763652801514","0.7688328623771667","0.7688328623771667","0.7688328623771667","0.7765916585922241","0.7765916585922241","0.7765916585922241","0.8082975745201111","0.8082975745201111","0.8082975745201111","1.3267693519592285","1.3267693519592285","1.3267693519592285"
"164","1.1751877069473267","1.1751877069473267","1.1751877069473267","0.8742373585700989","0.8742373585700989","0.8742373585700989","0.7892647981643677","0.7892647981643677","0.7892647981643677","0.7765873670578003","0.7765873670578003","0.7765873670578003","0.7598499655723572","0.7598499655723572","0.7598499655723572","0.7745665311813354","0.7745665311813354","0.7745665311813354","0.8483375310897827","0.8483375310897827","0.8483375310897827","1.2926745414733887","1.2926745414733887","1.2926745414733887"
"166","1.1080873012542725","1.1080873012542725","1.1080873012542725","0.8057584166526794","0.8057584166526794","0.8057584166526794","0.781585693359375","0.781585693359375","0.781585693359375","0.7634028196334839","0.7634028196334839","0.7634028196334839","0.7608093619346619","0.7608093619346619","0.7608093619346619","0.7693403959274292","0.7693403959274292","0.7693403959274292","0.8128119111061096","0.8128119111061096","0.8128119111061096","1.2684322595596313","1.2684322595596313","1.2684322595596313"
"168","1.1291941404342651","1.1291941404342651","1.1291941404342651","0.8182168006896973","0.8182168006896973","0.8182168006896973","0.759942889213562","0.759942889213562","0.759942889213562","0.7673021554946899","0.7673021554946899","0.7673021554946899","0.7666138410568237","0.7666138410568237","0.7666138410568237","0.7682474851608276","0.7682474851608276","0.7682474851608276","0.7866127490997314","0.7866127490997314","0.7866127490997314","1.2869073152542114","1.2869073152542114","1.2869073152542114"
"170","1.0777891874313354","1.0777891874313354","1.0777891874313354","0.7804512977600098","0.7804512977600098","0.7804512977600098","0.7596964240074158","0.7596964240074158","0.7596964240074158","0.7541735172271729","0.7541735172271729","0.7541735172271729","0.7551447749137878","0.7551447749137878","0.7551447749137878","0.7575885653495789","0.7575885653495789","0.7575885653495789","0.7852476239204407","0.7852476239204407","0.7852476239204407","1.2446374893188477","1.2446374893188477","1.2446374893188477"
"172","1.1242711544036865","1.1242711544036865","1.1242711544036865","0.8523848652839661","0.8523848652839661","0.8523848652839661","0.8106315732002258","0.8106315732002258","0.8106315732002258","0.7626389265060425","0.7626389265060425","0.7626389265060425","0.7594765424728394","0.7594765424728394","0.7594765424728394","0.7781922817230225","0.7781922817230225","0.7781922817230225","0.8424674868583679","0.8424674868583679","0.8424674868583679","1.2589855194091797","1.2589855194091797","1.2589855194091797"
"174","1.057762861251831","1.057762861251831","1.057762861251831","0.7851024270057678","0.7851024270057678","0.7851024270057678","0.7625904083251953","0.7625904083251953","0.7625904083251953","0.7538886070251465","0.7538886070251465","0.7538886070251465","0.7555763721466064","0.7555763721466064","0.7555763721466064","0.7620827555656433","0.7620827555656433","0.7620827555656433","0.7983619570732117","0.7983619570732117","0.7983619570732117","1.2513498067855835","1.2513498067855835","1.2513498067855835"
"176","1.1511142253875732","1.1511142253875732","1.1511142253875732","0.9048691391944885","0.9048691391944885","0.9048691391944885","0.813808023929596","0.813808023929596","0.813808023929596","0.7736849188804626","0.7736849188804626","0.7736849188804626","0.7736954689025879","0.7736954689025879","0.7736954689025879","0.8026529550552368","0.8026529550552368","0.8026529550552368","0.8715618848800659","0.8715618848800659","0.8715618848800659","1.2884938716888428","1.2884938716888428","1.2884938716888428"
"178","1.0621554851531982","1.0621554851531982","1.0621554851531982","0.8283745050430298","0.8283745050430298","0.8283745050430298","0.7675819993019104","0.7675819993019104","0.7675819993019104","0.7704012393951416","0.7704012393951416","0.7704012393951416","0.7730584144592285","0.7730584144592285","0.7730584144592285","0.7786839604377747","0.7786839604377747","0.7786839604377747","0.8489046096801758","0.8489046096801758","0.8489046096801758","1.296992540359497","1.296992540359497","1.296992540359497"
"180","1.1003313064575195","1.1003313064575195","1.1003313064575195","0.8603873252868652","0.8603873252868652","0.8603873252868652","0.785598635673523","0.785598635673523","0.785598635673523","0.7736202478408813","0.7736202478408813","0.7736202478408813","0.7651476860046387","0.7651476860046387","0.7651476860046387","0.783306896686554","0.783306896686554","0.783306896686554","0.832544207572937","0.832544207572937","0.832544207572937","1.2502981424331665","1.2502981424331665","1.2502981424331665"
"182","1.0417566299438477","1.0417566299438477","1.0417566299438477","0.8133788704872131","0.8133788704872131","0.8133788704872131","0.758689820766449","0.758689820766449","0.758689820766449","0.770214855670929","0.770214855670929","0.770214855670929","0.7684061527252197","0.7684061527252197","0.7684061527252197","0.7711410522460938","0.7711410522460938","0.7711410522460938","0.7896767258644104","0.7896767258644104","0.7896767258644104","1.323825478553772","1.323825478553772","1.323825478553772"
"184","1.1455978155136108","1.1455978155136108","1.1455978155136108","0.8847022652626038","0.8847022652626038","0.8847022652626038","0.8112578392028809","0.8112578392028809","0.8112578392028809","0.7786986231803894","0.7786986231803894","0.7786986231803894","0.7854710817337036","0.7854710817337036","0.7854710817337036","0.8410860896110535","0.8410860896110535","0.8410860896110535","0.9378460049629211","0.9378460049629211","0.9378460049629211","1.306221842765808","1.306221842765808","1.306221842765808"
"186","1.0740283727645874","1.0740283727645874","1.0740283727645874","0.8341843485832214","0.8341843485832214","0.8341843485832214","0.7825310230255127","0.7825310230255127","0.7825310230255127","0.7617257237434387","0.7617257237434387","0.7617257237434387","0.764226496219635","0.764226496219635","0.764226496219635","0.7900963425636292","0.7900963425636292","0.7900963425636292","0.8480622172355652","0.8480622172355652","0.8480622172355652","1.2885183095932007","1.2885183095932007","1.2885183095932007"
"188","1.0101267099380493","1.0101267099380493","1.0101267099380493","0.8096610307693481","0.8096610307693481","0.8096610307693481","0.7815530896186829","0.7815530896186829","0.7815530896186829","0.7599431276321411","0.7599431276321411","0.7599431276321411","0.7644143104553223","0.7644143104553223","0.7644143104553223","0.7710290551185608","0.7710290551185608","0.7710290551185608","0.816076934337616","0.816076934337616","0.816076934337616","1.2115010023117065","1.2115010023117065","1.2115010023117065"
"190","1.1409845352172852","1.1409845352172852","1.1409845352172852","0.8261578679084778","0.8261578679084778","0.8261578679084778","0.7808568477630615","0.7808568477630615","0.7808568477630615","0.7771750092506409","0.7771750092506409","0.7771750092506409","0.7703959941864014","0.7703959941864014","0.7703959941864014","0.7896016836166382","0.7896016836166382","0.7896016836166382","0.8718191385269165","0.8718191385269165","0.8718191385269165","1.267974853515625","1.267974853515625","1.267974853515625"
"192","1.090639591217041","1.090639591217041","1.090639591217041","0.8850264549255371","0.8850264549255371","0.8850264549255371","0.8305453658103943","0.8305453658103943","0.8305453658103943","0.7904569506645203","0.7904569506645203","0.7904569506645203","0.7869065403938293","0.7869065403938293","0.7869065403938293","0.8070887327194214","0.8070887327194214","0.8070887327194214","0.9198076128959656","0.9198076128959656","0.9198076128959656","1.2660733461380005","1.2660733461380005","1.2660733461380005"
"194","0.9521077871322632","0.9521077871322632","0.9521077871322632","0.7840226292610168","0.7840226292610168","0.7840226292610168","0.815551221370697","0.815551221370697","0.815551221370697","0.7636599540710449","0.7636599540710449","0.7636599540710449","0.764238178730011","0.764238178730011","0.764238178730011","0.7675081491470337","0.7675081491470337","0.7675081491470337","0.9401061534881592","0.9401061534881592","0.9401061534881592","1.2034679651260376","1.2034679651260376","1.2034679651260376"
"196","1.1532875299453735","1.1532875299453735","1.1532875299453735","0.931388795375824","0.931388795375824","0.931388795375824","0.8238092064857483","0.8238092064857483","0.8238092064857483","0.7709461450576782","0.7709461450576782","0.7709461450576782","0.779853343963623","0.779853343963623","0.779853343963623","0.8179163932800293","0.8179163932800293","0.8179163932800293","0.9229764342308044","0.9229764342308044","0.9229764342308044","1.259040355682373","1.259040355682373","1.259040355682373"
"198","1.1937521696090698","1.1937521696090698","1.1937521696090698","0.953346848487854","0.953346848487854","0.953346848487854","0.778530478477478","0.778530478477478","0.778530478477478","0.7970381379127502","0.7970381379127502","0.7970381379127502","0.7985072731971741","0.7985072731971741","0.7985072731971741","0.8491142988204956","0.8491142988204956","0.8491142988204956","0.9892909526824951","0.9892909526824951","0.9892909526824951","1.3959966897964478","1.3959966897964478","1.3959966897964478"
"200","1.042222023010254","1.042222023010254","1.042222023010254","0.8423523306846619","0.8423523306846619","0.8423523306846619","0.7790801525115967","0.7790801525115967","0.7790801525115967","0.7724385261535645","0.7724385261535645","0.7724385261535645","0.7681424617767334","0.7681424617767334","0.7681424617767334","0.7812336087226868","0.7812336087226868","0.7812336087226868","0.8458017110824585","0.8458017110824585","0.8458017110824585","1.181152105331421","1.181152105331421","1.181152105331421"
"202","0.9822047352790833","0.9822047352790833","0.9822047352790833","0.7873541712760925","0.7873541712760925","0.7873541712760925","0.7591420412063599","0.7591420412063599","0.7591420412063599","0.7556530237197876","0.7556530237197876","0.7556530237197876","0.7579290866851807","0.7579290866851807","0.7579290866851807","0.7596583366394043","0.7596583366394043","0.7596583366394043","0.7879848480224609","0.7879848480224609","0.7879848480224609","1.1415421962738037","1.1415421962738037","1.1415421962738037"
"204","1.0769013166427612","1.0769013166427612","1.0769013166427612","0.859576940536499","0.859576940536499","0.859576940536499","0.7840728163719177","0.7840728163719177","0.7840728163719177","0.7764301896095276","0.7764301896095276","0.7764301896095276","0.7690169811248779","0.7690169811248779","0.7690169811248779","0.7773542404174805","0.7773542404174805","0.7773542404174805","0.8270974159240723","0.8270974159240723","0.8270974159240723","1.1716455221176147","1.1716455221176147","1.1716455221176147"
"206","0.9387420415878296","0.9387420415878296","0.9387420415878296","0.8031795620918274","0.8031795620918274","0.8031795620918274","0.7740188241004944","0.7740188241004944","0.7740188241004944","0.7671964764595032","0.7671964764595032","0.7671964764595032","0.7651301026344299","0.7651301026344299","0.7651301026344299","0.7705459594726562","0.7705459594726562","0.7705459594726562","0.8145613074302673","0.8145613074302673","0.8145613074302673","1.157789707183838","1.157789707183838","1.157789707183838"
"208","0.9979029893875122","0.9979029893875122","0.9979029893875122","0.8598197102546692","0.8598197102546692","0.8598197102546692","0.7834390997886658","0.7834390997886658","0.7834390997886658","0.782271146774292","0.782271146774292","0.782271146774292","0.7887057065963745","0.7887057065963745","0.7887057065963745","0.793846070766449","0.793846070766449","0.793846070766449","0.7883289456367493","0.7883289456367493","0.7883289456367493","1.2863507270812988","1.2863507270812988","1.2863507270812988"
"210","0.9409403204917908","0.9409403204917908","0.9409403204917908","0.8210486173629761","0.8210486173629761","0.8210486173629761","0.763204038143158","0.763204038143158","0.763204038143158","0.7699747681617737","0.7699747681617737","0.7699747681617737","0.7712693810462952","0.7712693810462952","0.7712693810462952","0.7680399417877197","0.7680399417877197","0.7680399417877197","0.7735989689826965","0.7735989689826965","0.7735989689826965","1.13515043258667","1.13515043258667","1.13515043258667"
"212","1.1374655961990356","1.1374655961990356","1.1374655961990356","1.0152161121368408","1.0152161121368408","1.0152161121368408","0.9334458112716675","0.9334458112716675","0.9334458112716675","0.7772026062011719","0.7772026062011719","0.7772026062011719","0.7876337766647339","0.7876337766647339","0.7876337766647339","0.8770818710327148","0.8770818710327148","0.8770818710327148","0.9655382037162781","0.9655382037162781","0.9655382037162781","1.1792283058166504","1.1792283058166504","1.1792283058166504"
"214","0.931241512298584","0.931241512298584","0.931241512298584","0.7800917029380798","0.7800917029380798","0.7800917029380798","0.7619928121566772","0.7619928121566772","0.7619928121566772","0.756380558013916","0.756380558013916","0.756380558013916","0.7592496871948242","0.7592496871948242","0.7592496871948242","0.7643346190452576","0.7643346190452576","0.7643346190452576","0.7965617179870605","0.7965617179870605","0.7965617179870605","1.0783016681671143","1.0783016681671143","1.0783016681671143"
"216","1.0163264274597168","1.0163264274597168","1.0163264274597168","0.8744298815727234","0.8744298815727234","0.8744298815727234","0.771524965763092","0.771524965763092","0.771524965763092","0.786288857460022","0.786288857460022","0.786288857460022","0.781578540802002","0.781578540802002","0.781578540802002","0.7852064371109009","0.7852064371109009","0.7852064371109009","0.867799699306488","0.867799699306488","0.867799699306488","1.144710659980774","1.144710659980774","1.144710659980774"
"218","0.9515364170074463","0.9515364170074463","0.9515364170074463","0.8441392779350281","0.8441392779350281","0.8441392779350281","0.7943863868713379","0.7943863868713379","0.7943863868713379","0.7699487805366516","0.7699487805366516","0.7699487805366516","0.7684909701347351","0.7684909701347351","0.7684909701347351","0.7782824635505676","0.7782824635505676","0.7782824635505676","0.8313355445861816","0.8313355445861816","0.8313355445861816","1.0147346258163452","1.0147346258163452","1.0147346258163452"
"220","0.9352182149887085","0.9352182149887085","0.9352182149887085","0.7758013606071472","0.7758013606071472","0.7758013606071472","0.7593672275543213","0.7593672275543213","0.7593672275543213","0.7574378252029419","0.7574378252029419","0.7574378252029419","0.7589941024780273","0.7589941024780273","0.7589941024780273","0.7550822496414185","0.7550822496414185","0.7550822496414185","0.7709851861000061","0.7709851861000061","0.7709851861000061","0.9967790842056274","0.9967790842056274","0.9967790842056274"
"222","0.9778169989585876","0.9778169989585876","0.9778169989585876","0.8832796812057495","0.8832796812057495","0.8832796812057495","0.803335964679718","0.803335964679718","0.803335964679718","0.781714677810669","0.781714677810669","0.781714677810669","0.7759647369384766","0.7759647369384766","0.7759647369384766","0.8024870157241821","0.8024870157241821","0.8024870157241821","0.8806818723678589","0.8806818723678589","0.8806818723678589","1.1186857223510742","1.1186857223510742","1.1186857223510742"
"224","0.8972992300987244","0.8972992300987244","0.8972992300987244","0.7721086740493774","0.7721086740493774","0.7721086740493774","0.7628688812255859","0.7628688812255859","0.7628688812255859","0.7553598284721375","0.7553598284721375","0.7553598284721375","0.7551456093788147","0.7551456093788147","0.7551456093788147","0.7601494193077087","0.7601494193077087","0.7601494193077087","0.7746521234512329","0.7746521234512329","0.7746521234512329","0.9911564588546753","0.9911564588546753","0.9911564588546753"
"226","1.0254656076431274","1.0254656076431274","1.0254656076431274","0.983595073223114","0.983595073223114","0.983595073223114","0.914691686630249","0.914691686630249","0.914691686630249","0.7766591310501099","0.7766591310501099","0.7766591310501099","0.774552047252655","0.774552047252655","0.774552047252655","0.7897469997406006","0.7897469997406006","0.7897469997406006","0.8115113973617554","0.8115113973617554","0.8115113973617554","1.0838508605957031","1.0838508605957031","1.0838508605957031"
"228","0.9193326234817505","0.9193326234817505","0.9193326234817505","0.7975662350654602","0.7975662350654602","0.7975662350654602","0.7741352319717407","0.7741352319717407","0.7741352319717407","0.7576676607131958","0.7576676607131958","0.7576676607131958","0.7688237428665161","0.7688237428665161","0.7688237428665161","0.8301897048950195","0.8301897048950195","0.8301897048950195","0.8183344006538391","0.8183344006538391","0.8183344006538391","1.0255200862884521","1.0255200862884521","1.0255200862884521"
"230","0.9474108219146729","0.9474108219146729","0.9474108219146729","0.8795868158340454","0.8795868158340454","0.8795868158340454","0.7880880236625671","0.7880880236625671","0.7880880236625671","0.7768878936767578","0.7768878936767578","0.7768878936767578","0.7743335366249084","0.7743335366249084","0.7743335366249084","0.7833431363105774","0.7833431363105774","0.7833431363105774","0.8460838198661804","0.8460838198661804","0.8460838198661804","1.018955945968628","1.018955945968628","1.018955945968628"
