"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - decomposition_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - decomposition_loss_s__MAX"
"20","6.220081806182861","6.220081806182861","6.220081806182861","2.224153995513916","2.224153995513916","2.224153995513916","1.4262417554855347","1.4262417554855347","1.4262417554855347","1.0901259183883667","1.0901259183883667","1.0901259183883667","0.9042254090309143","0.9042254090309143","0.9042254090309143","1.7302032709121704","1.7302032709121704","1.7302032709121704","2.6847853660583496","2.6847853660583496","2.6847853660583496","7.359455108642578","7.359455108642578","7.359455108642578"
"22","5.776431560516357","5.776431560516357","5.776431560516357","1.949891448020935","1.949891448020935","1.949891448020935","1.2425159215927124","1.2425159215927124","1.2425159215927124","0.8364055156707764","0.8364055156707764","0.8364055156707764","0.8332654237747192","0.8332654237747192","0.8332654237747192","1.5089221000671387","1.5089221000671387","1.5089221000671387","2.1929190158843994","2.1929190158843994","2.1929190158843994","6.674402713775635","6.674402713775635","6.674402713775635"
"24","5.180490970611572","5.180490970611572","5.180490970611572","1.7106664180755615","1.7106664180755615","1.7106664180755615","1.0691382884979248","1.0691382884979248","1.0691382884979248","0.8001750111579895","0.8001750111579895","0.8001750111579895","0.7901807427406311","0.7901807427406311","0.7901807427406311","1.4341577291488647","1.4341577291488647","1.4341577291488647","1.9746479988098145","1.9746479988098145","1.9746479988098145","5.8647260665893555","5.8647260665893555","5.8647260665893555"
"26","4.890402793884277","4.890402793884277","4.890402793884277","1.693423867225647","1.693423867225647","1.693423867225647","1.1841845512390137","1.1841845512390137","1.1841845512390137","0.8324811458587646","0.8324811458587646","0.8324811458587646","0.790328860282898","0.790328860282898","0.790328860282898","1.2356581687927246","1.2356581687927246","1.2356581687927246","1.7141939401626587","1.7141939401626587","1.7141939401626587","4.788440704345703","4.788440704345703","4.788440704345703"
"28","4.266343593597412","4.266343593597412","4.266343593597412","1.4894171953201294","1.4894171953201294","1.4894171953201294","0.9744330644607544","0.9744330644607544","0.9744330644607544","0.7913750410079956","0.7913750410079956","0.7913750410079956","0.7859611511230469","0.7859611511230469","0.7859611511230469","1.2378084659576416","1.2378084659576416","1.2378084659576416","1.7664655447006226","1.7664655447006226","1.7664655447006226","4.255443572998047","4.255443572998047","4.255443572998047"
"30","3.9168999195098877","3.9168999195098877","3.9168999195098877","1.4288673400878906","1.4288673400878906","1.4288673400878906","0.9448674321174622","0.9448674321174622","0.9448674321174622","0.7882475852966309","0.7882475852966309","0.7882475852966309","0.7660298347473145","0.7660298347473145","0.7660298347473145","1.1162060499191284","1.1162060499191284","1.1162060499191284","1.656984806060791","1.656984806060791","1.656984806060791","3.6325299739837646","3.6325299739837646","3.6325299739837646"
"32","3.5952701568603516","3.5952701568603516","3.5952701568603516","1.4605371952056885","1.4605371952056885","1.4605371952056885","0.9610010981559753","0.9610010981559753","0.9610010981559753","0.7793943285942078","0.7793943285942078","0.7793943285942078","0.7774606943130493","0.7774606943130493","0.7774606943130493","1.1122385263442993","1.1122385263442993","1.1122385263442993","1.7331225872039795","1.7331225872039795","1.7331225872039795","3.232222557067871","3.232222557067871","3.232222557067871"
"34","3.3594727516174316","3.3594727516174316","3.3594727516174316","1.4529924392700195","1.4529924392700195","1.4529924392700195","1.021357774734497","1.021357774734497","1.021357774734497","0.7992807626724243","0.7992807626724243","0.7992807626724243","0.7776206135749817","0.7776206135749817","0.7776206135749817","0.9945530295372009","0.9945530295372009","0.9945530295372009","1.5907176733016968","1.5907176733016968","1.5907176733016968","2.735344648361206","2.735344648361206","2.735344648361206"
"36","3.0188751220703125","3.0188751220703125","3.0188751220703125","1.4213365316390991","1.4213365316390991","1.4213365316390991","0.9821583032608032","0.9821583032608032","0.9821583032608032","0.7906116843223572","0.7906116843223572","0.7906116843223572","0.7699810266494751","0.7699810266494751","0.7699810266494751","0.9682452082633972","0.9682452082633972","0.9682452082633972","1.6118379831314087","1.6118379831314087","1.6118379831314087","2.6008784770965576","2.6008784770965576","2.6008784770965576"
"38","2.837937355041504","2.837937355041504","2.837937355041504","1.3583570718765259","1.3583570718765259","1.3583570718765259","0.9475668668746948","0.9475668668746948","0.9475668668746948","0.7936825752258301","0.7936825752258301","0.7936825752258301","0.79440838098526","0.79440838098526","0.79440838098526","1.0570683479309082","1.0570683479309082","1.0570683479309082","1.75717031955719","1.75717031955719","1.75717031955719","2.7158942222595215","2.7158942222595215","2.7158942222595215"
"40","2.470329523086548","2.470329523086548","2.470329523086548","1.3385167121887207","1.3385167121887207","1.3385167121887207","0.9370315074920654","0.9370315074920654","0.9370315074920654","0.7814427614212036","0.7814427614212036","0.7814427614212036","0.797478437423706","0.797478437423706","0.797478437423706","0.9739536643028259","0.9739536643028259","0.9739536643028259","1.6216177940368652","1.6216177940368652","1.6216177940368652","2.4154467582702637","2.4154467582702637","2.4154467582702637"
"42","2.214679718017578","2.214679718017578","2.214679718017578","1.2670035362243652","1.2670035362243652","1.2670035362243652","0.8278210759162903","0.8278210759162903","0.8278210759162903","0.7636184692382812","0.7636184692382812","0.7636184692382812","0.7638452053070068","0.7638452053070068","0.7638452053070068","0.8939511179924011","0.8939511179924011","0.8939511179924011","1.5345574617385864","1.5345574617385864","1.5345574617385864","2.1620302200317383","2.1620302200317383","2.1620302200317383"
"44","2.157870054244995","2.157870054244995","2.157870054244995","1.2758077383041382","1.2758077383041382","1.2758077383041382","0.911339282989502","0.911339282989502","0.911339282989502","0.7816445827484131","0.7816445827484131","0.7816445827484131","0.7686934471130371","0.7686934471130371","0.7686934471130371","0.8864994645118713","0.8864994645118713","0.8864994645118713","1.4638558626174927","1.4638558626174927","1.4638558626174927","2.0543813705444336","2.0543813705444336","2.0543813705444336"
"46","1.985286831855774","1.985286831855774","1.985286831855774","1.16409432888031","1.16409432888031","1.16409432888031","0.7914090156555176","0.7914090156555176","0.7914090156555176","0.7595008611679077","0.7595008611679077","0.7595008611679077","0.7586574554443359","0.7586574554443359","0.7586574554443359","0.8343483209609985","0.8343483209609985","0.8343483209609985","1.4818437099456787","1.4818437099456787","1.4818437099456787","2.0228192806243896","2.0228192806243896","2.0228192806243896"
"48","1.9705475568771362","1.9705475568771362","1.9705475568771362","1.1899858713150024","1.1899858713150024","1.1899858713150024","0.8362703919410706","0.8362703919410706","0.8362703919410706","0.7671746015548706","0.7671746015548706","0.7671746015548706","0.7718352675437927","0.7718352675437927","0.7718352675437927","0.8851091265678406","0.8851091265678406","0.8851091265678406","1.5160044431686401","1.5160044431686401","1.5160044431686401","1.975566029548645","1.975566029548645","1.975566029548645"
"50","1.9890265464782715","1.9890265464782715","1.9890265464782715","1.231579303741455","1.231579303741455","1.231579303741455","0.8527027368545532","0.8527027368545532","0.8527027368545532","0.7693068981170654","0.7693068981170654","0.7693068981170654","0.7755352258682251","0.7755352258682251","0.7755352258682251","0.9010836482048035","0.9010836482048035","0.9010836482048035","1.5753579139709473","1.5753579139709473","1.5753579139709473","2.0072267055511475","2.0072267055511475","2.0072267055511475"
"52","1.8031342029571533","1.8031342029571533","1.8031342029571533","1.1498143672943115","1.1498143672943115","1.1498143672943115","0.8079206943511963","0.8079206943511963","0.8079206943511963","0.7613197565078735","0.7613197565078735","0.7613197565078735","0.7627069354057312","0.7627069354057312","0.7627069354057312","0.8263468146324158","0.8263468146324158","0.8263468146324158","1.4586440324783325","1.4586440324783325","1.4586440324783325","1.8075979948043823","1.8075979948043823","1.8075979948043823"
"54","1.8975032567977905","1.8975032567977905","1.8975032567977905","1.221725344657898","1.221725344657898","1.221725344657898","0.8383234143257141","0.8383234143257141","0.8383234143257141","0.7692723870277405","0.7692723870277405","0.7692723870277405","0.7706685066223145","0.7706685066223145","0.7706685066223145","0.8661825060844421","0.8661825060844421","0.8661825060844421","1.4888794422149658","1.4888794422149658","1.4888794422149658","1.8333903551101685","1.8333903551101685","1.8333903551101685"
"56","1.8646721839904785","1.8646721839904785","1.8646721839904785","1.163700819015503","1.163700819015503","1.163700819015503","0.9331707954406738","0.9331707954406738","0.9331707954406738","0.7820497155189514","0.7820497155189514","0.7820497155189514","0.7822229862213135","0.7822229862213135","0.7822229862213135","0.951734185218811","0.951734185218811","0.951734185218811","1.8217921257019043","1.8217921257019043","1.8217921257019043","1.9854258298873901","1.9854258298873901","1.9854258298873901"
"58","1.746828556060791","1.746828556060791","1.746828556060791","1.0771570205688477","1.0771570205688477","1.0771570205688477","0.8168436884880066","0.8168436884880066","0.8168436884880066","0.7743252515792847","0.7743252515792847","0.7743252515792847","0.796066164970398","0.796066164970398","0.796066164970398","0.8271340131759644","0.8271340131759644","0.8271340131759644","1.5105960369110107","1.5105960369110107","1.5105960369110107","1.8199766874313354","1.8199766874313354","1.8199766874313354"
"60","1.8462239503860474","1.8462239503860474","1.8462239503860474","1.1480928659439087","1.1480928659439087","1.1480928659439087","0.9174192547798157","0.9174192547798157","0.9174192547798157","0.797784149646759","0.797784149646759","0.797784149646759","0.7904349565505981","0.7904349565505981","0.7904349565505981","0.9158191680908203","0.9158191680908203","0.9158191680908203","1.542710781097412","1.542710781097412","1.542710781097412","1.8873698711395264","1.8873698711395264","1.8873698711395264"
"62","1.8496348857879639","1.8496348857879639","1.8496348857879639","1.2076166868209839","1.2076166868209839","1.2076166868209839","0.9741623997688293","0.9741623997688293","0.9741623997688293","0.8023903369903564","0.8023903369903564","0.8023903369903564","0.7888453602790833","0.7888453602790833","0.7888453602790833","0.9637616872787476","0.9637616872787476","0.9637616872787476","1.5522487163543701","1.5522487163543701","1.5522487163543701","1.835093379020691","1.835093379020691","1.835093379020691"
"64","1.7369717359542847","1.7369717359542847","1.7369717359542847","1.0838918685913086","1.0838918685913086","1.0838918685913086","0.8569732308387756","0.8569732308387756","0.8569732308387756","0.7868415713310242","0.7868415713310242","0.7868415713310242","0.783458948135376","0.783458948135376","0.783458948135376","0.8544397950172424","0.8544397950172424","0.8544397950172424","1.4396886825561523","1.4396886825561523","1.4396886825561523","1.7413687705993652","1.7413687705993652","1.7413687705993652"
"66","1.6420789957046509","1.6420789957046509","1.6420789957046509","1.010324478149414","1.010324478149414","1.010324478149414","0.8195372819900513","0.8195372819900513","0.8195372819900513","0.7602508068084717","0.7602508068084717","0.7602508068084717","0.7585826516151428","0.7585826516151428","0.7585826516151428","0.8021152019500732","0.8021152019500732","0.8021152019500732","1.4370824098587036","1.4370824098587036","1.4370824098587036","1.7228670120239258","1.7228670120239258","1.7228670120239258"
"68","1.7126777172088623","1.7126777172088623","1.7126777172088623","1.057528018951416","1.057528018951416","1.057528018951416","0.8329896926879883","0.8329896926879883","0.8329896926879883","0.7734130620956421","0.7734130620956421","0.7734130620956421","0.7865849733352661","0.7865849733352661","0.7865849733352661","0.8612446188926697","0.8612446188926697","0.8612446188926697","1.4563236236572266","1.4563236236572266","1.4563236236572266","1.748600721359253","1.748600721359253","1.748600721359253"
"70","1.6769282817840576","1.6769282817840576","1.6769282817840576","1.0396082401275635","1.0396082401275635","1.0396082401275635","0.8340123891830444","0.8340123891830444","0.8340123891830444","0.7710354924201965","0.7710354924201965","0.7710354924201965","0.7623522877693176","0.7623522877693176","0.7623522877693176","0.8213856220245361","0.8213856220245361","0.8213856220245361","1.3150527477264404","1.3150527477264404","1.3150527477264404","1.6430025100708008","1.6430025100708008","1.6430025100708008"
"72","1.6585320234298706","1.6585320234298706","1.6585320234298706","1.0561766624450684","1.0561766624450684","1.0561766624450684","0.8811182379722595","0.8811182379722595","0.8811182379722595","0.7933821082115173","0.7933821082115173","0.7933821082115173","0.7897413969039917","0.7897413969039917","0.7897413969039917","0.8838571310043335","0.8838571310043335","0.8838571310043335","1.346403956413269","1.346403956413269","1.346403956413269","1.7810602188110352","1.7810602188110352","1.7810602188110352"
"74","1.5900300741195679","1.5900300741195679","1.5900300741195679","1.0086324214935303","1.0086324214935303","1.0086324214935303","0.9271557331085205","0.9271557331085205","0.9271557331085205","0.7873708009719849","0.7873708009719849","0.7873708009719849","0.7834194898605347","0.7834194898605347","0.7834194898605347","0.835412859916687","0.835412859916687","0.835412859916687","1.3227263689041138","1.3227263689041138","1.3227263689041138","1.7115734815597534","1.7115734815597534","1.7115734815597534"
"76","1.5363922119140625","1.5363922119140625","1.5363922119140625","0.928010880947113","0.928010880947113","0.928010880947113","0.7792257070541382","0.7792257070541382","0.7792257070541382","0.75474613904953","0.75474613904953","0.75474613904953","0.7560296654701233","0.7560296654701233","0.7560296654701233","0.7764132022857666","0.7764132022857666","0.7764132022857666","1.2523996829986572","1.2523996829986572","1.2523996829986572","1.6070927381515503","1.6070927381515503","1.6070927381515503"
"78","1.5623997449874878","1.5623997449874878","1.5623997449874878","0.9698930978775024","0.9698930978775024","0.9698930978775024","0.8328955769538879","0.8328955769538879","0.8328955769538879","0.778887927532196","0.778887927532196","0.778887927532196","0.7701283693313599","0.7701283693313599","0.7701283693313599","0.7948179841041565","0.7948179841041565","0.7948179841041565","1.2460609674453735","1.2460609674453735","1.2460609674453735","1.6311115026474","1.6311115026474","1.6311115026474"
"80","1.5641828775405884","1.5641828775405884","1.5641828775405884","1.0009828805923462","1.0009828805923462","1.0009828805923462","0.8817495107650757","0.8817495107650757","0.8817495107650757","0.7914828658103943","0.7914828658103943","0.7914828658103943","0.8021377921104431","0.8021377921104431","0.8021377921104431","0.9236794710159302","0.9236794710159302","0.9236794710159302","1.3680392503738403","1.3680392503738403","1.3680392503738403","1.6851848363876343","1.6851848363876343","1.6851848363876343"
"82","1.439495325088501","1.439495325088501","1.439495325088501","0.8634747266769409","0.8634747266769409","0.8634747266769409","0.7744554281234741","0.7744554281234741","0.7744554281234741","0.7716318368911743","0.7716318368911743","0.7716318368911743","0.7613967657089233","0.7613967657089233","0.7613967657089233","0.7820643186569214","0.7820643186569214","0.7820643186569214","1.1731281280517578","1.1731281280517578","1.1731281280517578","1.5834710597991943","1.5834710597991943","1.5834710597991943"
"84","1.5326696634292603","1.5326696634292603","1.5326696634292603","0.9293873310089111","0.9293873310089111","0.9293873310089111","0.8103403449058533","0.8103403449058533","0.8103403449058533","0.7697048783302307","0.7697048783302307","0.7697048783302307","0.7672170996665955","0.7672170996665955","0.7672170996665955","0.8131227493286133","0.8131227493286133","0.8131227493286133","1.1661710739135742","1.1661710739135742","1.1661710739135742","1.6585942506790161","1.6585942506790161","1.6585942506790161"
"86","1.5748965740203857","1.5748965740203857","1.5748965740203857","0.9793882369995117","0.9793882369995117","0.9793882369995117","0.8584113121032715","0.8584113121032715","0.8584113121032715","0.772026538848877","0.772026538848877","0.772026538848877","0.760563850402832","0.760563850402832","0.760563850402832","0.7917269468307495","0.7917269468307495","0.7917269468307495","1.1954880952835083","1.1954880952835083","1.1954880952835083","1.6100400686264038","1.6100400686264038","1.6100400686264038"
"88","1.6183416843414307","1.6183416843414307","1.6183416843414307","1.0434000492095947","1.0434000492095947","1.0434000492095947","0.9431304335594177","0.9431304335594177","0.9431304335594177","0.8117351531982422","0.8117351531982422","0.8117351531982422","0.8119054436683655","0.8119054436683655","0.8119054436683655","0.9471336603164673","0.9471336603164673","0.9471336603164673","1.3360165357589722","1.3360165357589722","1.3360165357589722","1.7708463668823242","1.7708463668823242","1.7708463668823242"
"90","1.3556017875671387","1.3556017875671387","1.3556017875671387","0.8386013507843018","0.8386013507843018","0.8386013507843018","0.7626677751541138","0.7626677751541138","0.7626677751541138","0.7546898126602173","0.7546898126602173","0.7546898126602173","0.7579069137573242","0.7579069137573242","0.7579069137573242","0.7673357129096985","0.7673357129096985","0.7673357129096985","1.1137220859527588","1.1137220859527588","1.1137220859527588","1.5124120712280273","1.5124120712280273","1.5124120712280273"
"92","1.473541259765625","1.473541259765625","1.473541259765625","0.9533190727233887","0.9533190727233887","0.9533190727233887","0.8322720527648926","0.8322720527648926","0.8322720527648926","0.7905800342559814","0.7905800342559814","0.7905800342559814","0.7871158123016357","0.7871158123016357","0.7871158123016357","0.8662137985229492","0.8662137985229492","0.8662137985229492","1.1763368844985962","1.1763368844985962","1.1763368844985962","1.648801565170288","1.648801565170288","1.648801565170288"
"94","1.4005762338638306","1.4005762338638306","1.4005762338638306","0.8669440150260925","0.8669440150260925","0.8669440150260925","0.7739404439926147","0.7739404439926147","0.7739404439926147","0.7620264291763306","0.7620264291763306","0.7620264291763306","0.758148193359375","0.758148193359375","0.758148193359375","0.7767304182052612","0.7767304182052612","0.7767304182052612","1.127496600151062","1.127496600151062","1.127496600151062","1.5799469947814941","1.5799469947814941","1.5799469947814941"
"96","1.4630929231643677","1.4630929231643677","1.4630929231643677","0.9436317086219788","0.9436317086219788","0.9436317086219788","0.8394265174865723","0.8394265174865723","0.8394265174865723","0.7861949801445007","0.7861949801445007","0.7861949801445007","0.7614945769309998","0.7614945769309998","0.7614945769309998","0.7782388925552368","0.7782388925552368","0.7782388925552368","1.0956484079360962","1.0956484079360962","1.0956484079360962","1.56265389919281","1.56265389919281","1.56265389919281"
"98","1.4060837030410767","1.4060837030410767","1.4060837030410767","0.9383482933044434","0.9383482933044434","0.9383482933044434","0.8464483022689819","0.8464483022689819","0.8464483022689819","0.7906818389892578","0.7906818389892578","0.7906818389892578","0.7812619209289551","0.7812619209289551","0.7812619209289551","0.7900766730308533","0.7900766730308533","0.7900766730308533","1.062412142753601","1.062412142753601","1.062412142753601","1.4859205484390259","1.4859205484390259","1.4859205484390259"
"100","1.4059970378875732","1.4059970378875732","1.4059970378875732","0.9319940209388733","0.9319940209388733","0.9319940209388733","0.8797730803489685","0.8797730803489685","0.8797730803489685","0.7776991128921509","0.7776991128921509","0.7776991128921509","0.7659316062927246","0.7659316062927246","0.7659316062927246","0.8323949575424194","0.8323949575424194","0.8323949575424194","1.0620704889297485","1.0620704889297485","1.0620704889297485","1.5162709951400757","1.5162709951400757","1.5162709951400757"
"102","1.3432936668395996","1.3432936668395996","1.3432936668395996","0.8946070671081543","0.8946070671081543","0.8946070671081543","1.0453736782073975","1.0453736782073975","1.0453736782073975","0.7796566486358643","0.7796566486358643","0.7796566486358643","0.7742351293563843","0.7742351293563843","0.7742351293563843","0.7949448823928833","0.7949448823928833","0.7949448823928833","1.0146152973175049","1.0146152973175049","1.0146152973175049","1.558918833732605","1.558918833732605","1.558918833732605"
"104","1.3864694833755493","1.3864694833755493","1.3864694833755493","0.9276829361915588","0.9276829361915588","0.9276829361915588","0.8406961560249329","0.8406961560249329","0.8406961560249329","0.7805669903755188","0.7805669903755188","0.7805669903755188","0.7735217809677124","0.7735217809677124","0.7735217809677124","0.8035419583320618","0.8035419583320618","0.8035419583320618","0.9827227592468262","0.9827227592468262","0.9827227592468262","1.5922694206237793","1.5922694206237793","1.5922694206237793"
"106","1.3547985553741455","1.3547985553741455","1.3547985553741455","0.8874449729919434","0.8874449729919434","0.8874449729919434","0.8315414190292358","0.8315414190292358","0.8315414190292358","0.789470911026001","0.789470911026001","0.789470911026001","0.7743605375289917","0.7743605375289917","0.7743605375289917","0.7940001487731934","0.7940001487731934","0.7940001487731934","0.9862791895866394","0.9862791895866394","0.9862791895866394","1.503161907196045","1.503161907196045","1.503161907196045"
"108","1.379294991493225","1.379294991493225","1.379294991493225","0.919070839881897","0.919070839881897","0.919070839881897","0.8254934549331665","0.8254934549331665","0.8254934549331665","0.7778737545013428","0.7778737545013428","0.7778737545013428","0.7699885368347168","0.7699885368347168","0.7699885368347168","0.8162140250205994","0.8162140250205994","0.8162140250205994","0.9866213798522949","0.9866213798522949","0.9866213798522949","1.5264633893966675","1.5264633893966675","1.5264633893966675"
"110","1.3472727537155151","1.3472727537155151","1.3472727537155151","0.8645254969596863","0.8645254969596863","0.8645254969596863","0.8170136213302612","0.8170136213302612","0.8170136213302612","0.7896379232406616","0.7896379232406616","0.7896379232406616","0.7871564626693726","0.7871564626693726","0.7871564626693726","0.802232027053833","0.802232027053833","0.802232027053833","0.9676291346549988","0.9676291346549988","0.9676291346549988","1.5199933052062988","1.5199933052062988","1.5199933052062988"
