"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_z__MAX"
"112","1.4014241695404053","1.4014241695404053","1.4014241695404053","0.3006782531738281","0.3006782531738281","0.3006782531738281","0.3261522352695465","0.3261522352695465","0.3261522352695465","0.22142183780670166","0.22142183780670166","0.22142183780670166","0.28609681129455566","0.28609681129455566","0.28609681129455566","0.2605147957801819","0.2605147957801819","0.2605147957801819","0.48606130480766296","0.48606130480766296","0.48606130480766296","0.9903610348701477","0.9903610348701477","0.9903610348701477"
"114","1.6401106119155884","1.6401106119155884","1.6401106119155884","0.6004847288131714","0.6004847288131714","0.6004847288131714","0.5483800172805786","0.5483800172805786","0.5483800172805786","0.3716980218887329","0.3716980218887329","0.3716980218887329","0.27411335706710815","0.27411335706710815","0.27411335706710815","0.5373485088348389","0.5373485088348389","0.5373485088348389","0.7367698550224304","0.7367698550224304","0.7367698550224304","1.2435355186462402","1.2435355186462402","1.2435355186462402"
"116","1.0785202980041504","1.0785202980041504","1.0785202980041504","0.3668069541454315","0.3668069541454315","0.3668069541454315","0.27013731002807617","0.27013731002807617","0.27013731002807617","0.3055354058742523","0.3055354058742523","0.3055354058742523","0.21302442252635956","0.21302442252635956","0.21302442252635956","0.4683666229248047","0.4683666229248047","0.4683666229248047","0.6446415185928345","0.6446415185928345","0.6446415185928345","0.8623390197753906","0.8623390197753906","0.8623390197753906"
"118","1.2201800346374512","1.2201800346374512","1.2201800346374512","0.9175476431846619","0.9175476431846619","0.9175476431846619","0.6952294111251831","0.6952294111251831","0.6952294111251831","0.5437120199203491","0.5437120199203491","0.5437120199203491","0.36691418290138245","0.36691418290138245","0.36691418290138245","0.5089132785797119","0.5089132785797119","0.5089132785797119","0.7032582759857178","0.7032582759857178","0.7032582759857178","1.08955717086792","1.08955717086792","1.08955717086792"
"120","1.0836689472198486","1.0836689472198486","1.0836689472198486","0.5520758628845215","0.5520758628845215","0.5520758628845215","0.3714526295661926","0.3714526295661926","0.3714526295661926","0.39497265219688416","0.39497265219688416","0.39497265219688416","0.15375562012195587","0.15375562012195587","0.15375562012195587","0.13853494822978973","0.13853494822978973","0.13853494822978973","0.6607391834259033","0.6607391834259033","0.6607391834259033","0.9524320960044861","0.9524320960044861","0.9524320960044861"
"122","1.0720469951629639","1.0720469951629639","1.0720469951629639","0.7645103931427002","0.7645103931427002","0.7645103931427002","0.4110780954360962","0.4110780954360962","0.4110780954360962","0.28473976254463196","0.28473976254463196","0.28473976254463196","0.5271525382995605","0.5271525382995605","0.5271525382995605","0.5191810727119446","0.5191810727119446","0.5191810727119446","0.7727073431015015","0.7727073431015015","0.7727073431015015","0.9326367378234863","0.9326367378234863","0.9326367378234863"
"124","1.1481823921203613","1.1481823921203613","1.1481823921203613","0.6015039086341858","0.6015039086341858","0.6015039086341858","0.4120120406150818","0.4120120406150818","0.4120120406150818","0.357144296169281","0.357144296169281","0.357144296169281","0.07219988107681274","0.07219988107681274","0.07219988107681274","0.2878086268901825","0.2878086268901825","0.2878086268901825","0.5578625798225403","0.5578625798225403","0.5578625798225403","0.9363681077957153","0.9363681077957153","0.9363681077957153"
"126","0.8649518489837646","0.8649518489837646","0.8649518489837646","0.614679753780365","0.614679753780365","0.614679753780365","0.42138153314590454","0.42138153314590454","0.42138153314590454","0.291424423456192","0.291424423456192","0.291424423456192","0.001514340634457767","0.001514340634457767","0.001514340634457767","0.05825258046388626","0.05825258046388626","0.05825258046388626","0.455125629901886","0.455125629901886","0.455125629901886","0.8217346668243408","0.8217346668243408","0.8217346668243408"
"128","1.622133731842041","1.622133731842041","1.622133731842041","0.621325671672821","0.621325671672821","0.621325671672821","0.9983440637588501","0.9983440637588501","0.9983440637588501","0.4055846631526947","0.4055846631526947","0.4055846631526947","0.15038731694221497","0.15038731694221497","0.15038731694221497","0.43113794922828674","0.43113794922828674","0.43113794922828674","0.6238378286361694","0.6238378286361694","0.6238378286361694","0.763025164604187","0.763025164604187","0.763025164604187"
"130","0.9753561615943909","0.9753561615943909","0.9753561615943909","0.4084472060203552","0.4084472060203552","0.4084472060203552","0.6160815954208374","0.6160815954208374","0.6160815954208374","0.09700854122638702","0.09700854122638702","0.09700854122638702","0.025393959134817123","0.025393959134817123","0.025393959134817123","0.09636038541793823","0.09636038541793823","0.09636038541793823","0.3913266062736511","0.3913266062736511","0.3913266062736511","0.6590244174003601","0.6590244174003601","0.6590244174003601"
"132","1.1310690641403198","1.1310690641403198","1.1310690641403198","0.8326478600502014","0.8326478600502014","0.8326478600502014","0.49817031621932983","0.49817031621932983","0.49817031621932983","0.35683146119117737","0.35683146119117737","0.35683146119117737","0.1669313758611679","0.1669313758611679","0.1669313758611679","0.17181789875030518","0.17181789875030518","0.17181789875030518","0.5710301399230957","0.5710301399230957","0.5710301399230957","0.7848169803619385","0.7848169803619385","0.7848169803619385"
"134","1.0672506093978882","1.0672506093978882","1.0672506093978882","0.487857460975647","0.487857460975647","0.487857460975647","0.6549688577651978","0.6549688577651978","0.6549688577651978","0.1816808581352234","0.1816808581352234","0.1816808581352234","0.12673215568065643","0.12673215568065643","0.12673215568065643","0.19692137837409973","0.19692137837409973","0.19692137837409973","0.38279005885124207","0.38279005885124207","0.38279005885124207","0.7846900224685669","0.7846900224685669","0.7846900224685669"
"136","0.9018182754516602","0.9018182754516602","0.9018182754516602","0.6007575988769531","0.6007575988769531","0.6007575988769531","0.5866708755493164","0.5866708755493164","0.5866708755493164","0.2735944390296936","0.2735944390296936","0.2735944390296936","0.20890599489212036","0.20890599489212036","0.20890599489212036","0.22844409942626953","0.22844409942626953","0.22844409942626953","0.4367188513278961","0.4367188513278961","0.4367188513278961","0.7386996746063232","0.7386996746063232","0.7386996746063232"
"138","0.7094533443450928","0.7094533443450928","0.7094533443450928","0.6554732918739319","0.6554732918739319","0.6554732918739319","0.22913596034049988","0.22913596034049988","0.22913596034049988","0.4896589517593384","0.4896589517593384","0.4896589517593384","0.1392596811056137","0.1392596811056137","0.1392596811056137","0.15831619501113892","0.15831619501113892","0.15831619501113892","0.5128564834594727","0.5128564834594727","0.5128564834594727","0.786342978477478","0.786342978477478","0.786342978477478"
"140","1.2559510469436646","1.2559510469436646","1.2559510469436646","0.6218686103820801","0.6218686103820801","0.6218686103820801","0.3613314628601074","0.3613314628601074","0.3613314628601074","0.1858287751674652","0.1858287751674652","0.1858287751674652","0.15243874490261078","0.15243874490261078","0.15243874490261078","0.13422612845897675","0.13422612845897675","0.13422612845897675","0.4228459596633911","0.4228459596633911","0.4228459596633911","0.8674031496047974","0.8674031496047974","0.8674031496047974"
"142","0.8571478724479675","0.8571478724479675","0.8571478724479675","0.6257593035697937","0.6257593035697937","0.6257593035697937","0.3584211766719818","0.3584211766719818","0.3584211766719818","0.2688380777835846","0.2688380777835846","0.2688380777835846","0.1775078922510147","0.1775078922510147","0.1775078922510147","0.35452714562416077","0.35452714562416077","0.35452714562416077","0.605732798576355","0.605732798576355","0.605732798576355","0.5438892841339111","0.5438892841339111","0.5438892841339111"
"144","1.3312852382659912","1.3312852382659912","1.3312852382659912","0.5048625469207764","0.5048625469207764","0.5048625469207764","0.40928810834884644","0.40928810834884644","0.40928810834884644","0.2960197329521179","0.2960197329521179","0.2960197329521179","0.09254349768161774","0.09254349768161774","0.09254349768161774","0.07626849412918091","0.07626849412918091","0.07626849412918091","0.43564140796661377","0.43564140796661377","0.43564140796661377","0.9597711563110352","0.9597711563110352","0.9597711563110352"
"146","0.5875352621078491","0.5875352621078491","0.5875352621078491","0.6341338157653809","0.6341338157653809","0.6341338157653809","0.27182266116142273","0.27182266116142273","0.27182266116142273","0.07845881581306458","0.07845881581306458","0.07845881581306458","0.038764528930187225","0.038764528930187225","0.038764528930187225","0.03070615977048874","0.03070615977048874","0.03070615977048874","0.4420536160469055","0.4420536160469055","0.4420536160469055","0.7010998129844666","0.7010998129844666","0.7010998129844666"
"148","0.9153531789779663","0.9153531789779663","0.9153531789779663","0.48713627457618713","0.48713627457618713","0.48713627457618713","0.27185380458831787","0.27185380458831787","0.27185380458831787","0.4221988618373871","0.4221988618373871","0.4221988618373871","0.14984729886054993","0.14984729886054993","0.14984729886054993","0.28005561232566833","0.28005561232566833","0.28005561232566833","0.4426494836807251","0.4426494836807251","0.4426494836807251","0.5830203294754028","0.5830203294754028","0.5830203294754028"
"150","0.9187846183776855","0.9187846183776855","0.9187846183776855","0.6729319095611572","0.6729319095611572","0.6729319095611572","0.6369704008102417","0.6369704008102417","0.6369704008102417","0.45975831151008606","0.45975831151008606","0.45975831151008606","0.09159514307975769","0.09159514307975769","0.09159514307975769","0.09156627953052521","0.09156627953052521","0.09156627953052521","0.526310920715332","0.526310920715332","0.526310920715332","0.7237993478775024","0.7237993478775024","0.7237993478775024"
"152","0.712533712387085","0.712533712387085","0.712533712387085","0.6624727845191956","0.6624727845191956","0.6624727845191956","0.851287841796875","0.851287841796875","0.851287841796875","0.5725724697113037","0.5725724697113037","0.5725724697113037","0.32113808393478394","0.32113808393478394","0.32113808393478394","0.6857577562332153","0.6857577562332153","0.6857577562332153","0.6058456897735596","0.6058456897735596","0.6058456897735596","1.000731348991394","1.000731348991394","1.000731348991394"
"154","1.2150194644927979","1.2150194644927979","1.2150194644927979","0.5347049236297607","0.5347049236297607","0.5347049236297607","0.6176365613937378","0.6176365613937378","0.6176365613937378","0.7476816773414612","0.7476816773414612","0.7476816773414612","0.29712313413619995","0.29712313413619995","0.29712313413619995","0.43111518025398254","0.43111518025398254","0.43111518025398254","0.6907755136489868","0.6907755136489868","0.6907755136489868","0.7589607238769531","0.7589607238769531","0.7589607238769531"
"156","0.9640021324157715","0.9640021324157715","0.9640021324157715","0.665708065032959","0.665708065032959","0.665708065032959","0.41294682025909424","0.41294682025909424","0.41294682025909424","0.5265021920204163","0.5265021920204163","0.5265021920204163","0.26784688234329224","0.26784688234329224","0.26784688234329224","0.4363280236721039","0.4363280236721039","0.4363280236721039","0.4575616121292114","0.4575616121292114","0.4575616121292114","0.8966872096061707","0.8966872096061707","0.8966872096061707"
"158","0.8679553270339966","0.8679553270339966","0.8679553270339966","0.4871211349964142","0.4871211349964142","0.4871211349964142","0.3355572521686554","0.3355572521686554","0.3355572521686554","0.55610191822052","0.55610191822052","0.55610191822052","0.3239397406578064","0.3239397406578064","0.3239397406578064","0.5399127006530762","0.5399127006530762","0.5399127006530762","0.7256834506988525","0.7256834506988525","0.7256834506988525","0.6939818859100342","0.6939818859100342","0.6939818859100342"
"160","0.8814577460289001","0.8814577460289001","0.8814577460289001","0.3537439703941345","0.3537439703941345","0.3537439703941345","0.33390897512435913","0.33390897512435913","0.33390897512435913","0.31949689984321594","0.31949689984321594","0.31949689984321594","0.26237455010414124","0.26237455010414124","0.26237455010414124","0.32184985280036926","0.32184985280036926","0.32184985280036926","0.5371192693710327","0.5371192693710327","0.5371192693710327","0.811735987663269","0.811735987663269","0.811735987663269"
"162","6.055480003356934","6.055480003356934","6.055480003356934","0.47099781036376953","0.47099781036376953","0.47099781036376953","0.600788950920105","0.600788950920105","0.600788950920105","0.34878748655319214","0.34878748655319214","0.34878748655319214","0.2726282477378845","0.2726282477378845","0.2726282477378845","0.3509286642074585","0.3509286642074585","0.3509286642074585","0.7299394607543945","0.7299394607543945","0.7299394607543945","0.7620664834976196","0.7620664834976196","0.7620664834976196"
"164","1.4701918363571167","1.4701918363571167","1.4701918363571167","0.5867689847946167","0.5867689847946167","0.5867689847946167","0.41090822219848633","0.41090822219848633","0.41090822219848633","0.298479288816452","0.298479288816452","0.298479288816452","0.35801899433135986","0.35801899433135986","0.35801899433135986","0.58758145570755","0.58758145570755","0.58758145570755","0.7883614301681519","0.7883614301681519","0.7883614301681519","1.3459677696228027","1.3459677696228027","1.3459677696228027"
"166","1.1467781066894531","1.1467781066894531","1.1467781066894531","0.5596737861633301","0.5596737861633301","0.5596737861633301","0.4497191309928894","0.4497191309928894","0.4497191309928894","0.3037641644477844","0.3037641644477844","0.3037641644477844","0.12285028398036957","0.12285028398036957","0.12285028398036957","0.2828115224838257","0.2828115224838257","0.2828115224838257","0.6513604521751404","0.6513604521751404","0.6513604521751404","0.7767162322998047","0.7767162322998047","0.7767162322998047"
"168","0.9396952986717224","0.9396952986717224","0.9396952986717224","0.22941842675209045","0.22941842675209045","0.22941842675209045","0.26066309213638306","0.26066309213638306","0.26066309213638306","0.17161086201667786","0.17161086201667786","0.17161086201667786","0.036083947867155075","0.036083947867155075","0.036083947867155075","0.025778252631425858","0.025778252631425858","0.025778252631425858","0.17484484612941742","0.17484484612941742","0.17484484612941742","0.49891790747642517","0.49891790747642517","0.49891790747642517"
"170","0.5614503622055054","0.5614503622055054","0.5614503622055054","0.47011905908584595","0.47011905908584595","0.47011905908584595","0.20890703797340393","0.20890703797340393","0.20890703797340393","0.33312779664993286","0.33312779664993286","0.33312779664993286","0.04055188596248627","0.04055188596248627","0.04055188596248627","0.24116095900535583","0.24116095900535583","0.24116095900535583","0.5830274820327759","0.5830274820327759","0.5830274820327759","0.4216829538345337","0.4216829538345337","0.4216829538345337"
"172","0.9482018351554871","0.9482018351554871","0.9482018351554871","0.3685740828514099","0.3685740828514099","0.3685740828514099","0.28339171409606934","0.28339171409606934","0.28339171409606934","0.21702010929584503","0.21702010929584503","0.21702010929584503","0.17386770248413086","0.17386770248413086","0.17386770248413086","0.3698744773864746","0.3698744773864746","0.3698744773864746","0.42126181721687317","0.42126181721687317","0.42126181721687317","0.8254421949386597","0.8254421949386597","0.8254421949386597"
"174","1.2024085521697998","1.2024085521697998","1.2024085521697998","0.5261730551719666","0.5261730551719666","0.5261730551719666","0.43635034561157227","0.43635034561157227","0.43635034561157227","0.34006792306900024","0.34006792306900024","0.34006792306900024","0.19042249023914337","0.19042249023914337","0.19042249023914337","0.1628819853067398","0.1628819853067398","0.1628819853067398","0.48297908902168274","0.48297908902168274","0.48297908902168274","0.6379371881484985","0.6379371881484985","0.6379371881484985"
"176","0.8867040276527405","0.8867040276527405","0.8867040276527405","0.27994781732559204","0.27994781732559204","0.27994781732559204","0.20193412899971008","0.20193412899971008","0.20193412899971008","0.24042214453220367","0.24042214453220367","0.24042214453220367","0.17211678624153137","0.17211678624153137","0.17211678624153137","0.14797866344451904","0.14797866344451904","0.14797866344451904","0.41510719060897827","0.41510719060897827","0.41510719060897827","0.41672030091285706","0.41672030091285706","0.41672030091285706"
"178","0.9492659568786621","0.9492659568786621","0.9492659568786621","0.17623169720172882","0.17623169720172882","0.17623169720172882","0.15218482911586761","0.15218482911586761","0.15218482911586761","0.11477528512477875","0.11477528512477875","0.11477528512477875","0.09220640361309052","0.09220640361309052","0.09220640361309052","0.21766000986099243","0.21766000986099243","0.21766000986099243","0.2694858908653259","0.2694858908653259","0.2694858908653259","0.37646108865737915","0.37646108865737915","0.37646108865737915"
"180","0.8619166612625122","0.8619166612625122","0.8619166612625122","0.5056490302085876","0.5056490302085876","0.5056490302085876","0.29672640562057495","0.29672640562057495","0.29672640562057495","0.6198645830154419","0.6198645830154419","0.6198645830154419","0.18459784984588623","0.18459784984588623","0.18459784984588623","0.341744601726532","0.341744601726532","0.341744601726532","0.4609481692314148","0.4609481692314148","0.4609481692314148","0.6932083368301392","0.6932083368301392","0.6932083368301392"
"182","6.289135932922363","6.289135932922363","6.289135932922363","0.6447241306304932","0.6447241306304932","0.6447241306304932","0.4063813090324402","0.4063813090324402","0.4063813090324402","0.5435961484909058","0.5435961484909058","0.5435961484909058","0.14287154376506805","0.14287154376506805","0.14287154376506805","0.1439369022846222","0.1439369022846222","0.1439369022846222","0.34824496507644653","0.34824496507644653","0.34824496507644653","0.5885493755340576","0.5885493755340576","0.5885493755340576"
"184","0.9435817003250122","0.9435817003250122","0.9435817003250122","0.5802833437919617","0.5802833437919617","0.5802833437919617","0.2903836667537689","0.2903836667537689","0.2903836667537689","0.5399431586265564","0.5399431586265564","0.5399431586265564","0.22460968792438507","0.22460968792438507","0.22460968792438507","0.2521389126777649","0.2521389126777649","0.2521389126777649","0.6776207685470581","0.6776207685470581","0.6776207685470581","0.5711477994918823","0.5711477994918823","0.5711477994918823"
"186","0.7056469917297363","0.7056469917297363","0.7056469917297363","0.47028425335884094","0.47028425335884094","0.47028425335884094","0.3139120638370514","0.3139120638370514","0.3139120638370514","0.27925828099250793","0.27925828099250793","0.27925828099250793","0.1349656581878662","0.1349656581878662","0.1349656581878662","0.27980542182922363","0.27980542182922363","0.27980542182922363","0.3552624583244324","0.3552624583244324","0.3552624583244324","0.5156629085540771","0.5156629085540771","0.5156629085540771"
"188","0.8598789572715759","0.8598789572715759","0.8598789572715759","0.37317711114883423","0.37317711114883423","0.37317711114883423","0.31654632091522217","0.31654632091522217","0.31654632091522217","0.4016408920288086","0.4016408920288086","0.4016408920288086","0.24481728672981262","0.24481728672981262","0.24481728672981262","0.38870930671691895","0.38870930671691895","0.38870930671691895","0.38581424951553345","0.38581424951553345","0.38581424951553345","0.5575292706489563","0.5575292706489563","0.5575292706489563"
"190","0.7754448652267456","0.7754448652267456","0.7754448652267456","0.7114334106445312","0.7114334106445312","0.7114334106445312","0.4471082091331482","0.4471082091331482","0.4471082091331482","0.347434401512146","0.347434401512146","0.347434401512146","0.14765280485153198","0.14765280485153198","0.14765280485153198","0.2706177234649658","0.2706177234649658","0.2706177234649658","0.5731124877929688","0.5731124877929688","0.5731124877929688","0.7938501238822937","0.7938501238822937","0.7938501238822937"
"192","0.8052411675453186","0.8052411675453186","0.8052411675453186","0.48038753867149353","0.48038753867149353","0.48038753867149353","0.2990531325340271","0.2990531325340271","0.2990531325340271","0.35219627618789673","0.35219627618789673","0.35219627618789673","0.23583537340164185","0.23583537340164185","0.23583537340164185","0.31355077028274536","0.31355077028274536","0.31355077028274536","0.6039702892303467","0.6039702892303467","0.6039702892303467","0.6795632243156433","0.6795632243156433","0.6795632243156433"
"194","0.6375815272331238","0.6375815272331238","0.6375815272331238","0.25298774242401123","0.25298774242401123","0.25298774242401123","0.3861817419528961","0.3861817419528961","0.3861817419528961","0.3464409112930298","0.3464409112930298","0.3464409112930298","0.10651779919862747","0.10651779919862747","0.10651779919862747","0.18912380933761597","0.18912380933761597","0.18912380933761597","0.22407326102256775","0.22407326102256775","0.22407326102256775","0.5577169060707092","0.5577169060707092","0.5577169060707092"
"196","0.8491853475570679","0.8491853475570679","0.8491853475570679","0.5928828120231628","0.5928828120231628","0.5928828120231628","0.5121665596961975","0.5121665596961975","0.5121665596961975","0.5240978002548218","0.5240978002548218","0.5240978002548218","0.6981662511825562","0.6981662511825562","0.6981662511825562","0.674963653087616","0.674963653087616","0.674963653087616","0.9642713665962219","0.9642713665962219","0.9642713665962219","0.5921748876571655","0.5921748876571655","0.5921748876571655"
"198","0.765163779258728","0.765163779258728","0.765163779258728","0.5639117360115051","0.5639117360115051","0.5639117360115051","0.2809266746044159","0.2809266746044159","0.2809266746044159","0.30109289288520813","0.30109289288520813","0.30109289288520813","0.012345736846327782","0.012345736846327782","0.012345736846327782","0.17219002544879913","0.17219002544879913","0.17219002544879913","0.39928892254829407","0.39928892254829407","0.39928892254829407","0.5171749591827393","0.5171749591827393","0.5171749591827393"
"200","0.7320265173912048","0.7320265173912048","0.7320265173912048","0.6643157005310059","0.6643157005310059","0.6643157005310059","0.20795994997024536","0.20795994997024536","0.20795994997024536","0.19890660047531128","0.19890660047531128","0.19890660047531128","0.0795174241065979","0.0795174241065979","0.0795174241065979","0.1240980327129364","0.1240980327129364","0.1240980327129364","0.6514554023742676","0.6514554023742676","0.6514554023742676","0.487903356552124","0.487903356552124","0.487903356552124"
"202","0.6798753142356873","0.6798753142356873","0.6798753142356873","0.5403620004653931","0.5403620004653931","0.5403620004653931","0.22215726971626282","0.22215726971626282","0.22215726971626282","0.22031378746032715","0.22031378746032715","0.22031378746032715","0.08935857564210892","0.08935857564210892","0.08935857564210892","0.21719369292259216","0.21719369292259216","0.21719369292259216","0.5351387858390808","0.5351387858390808","0.5351387858390808","0.8730414509773254","0.8730414509773254","0.8730414509773254"
"204","0.7636851072311401","0.7636851072311401","0.7636851072311401","0.6849733591079712","0.6849733591079712","0.6849733591079712","0.3474484086036682","0.3474484086036682","0.3474484086036682","0.3876174986362457","0.3876174986362457","0.3876174986362457","0.1992667019367218","0.1992667019367218","0.1992667019367218","0.1652309000492096","0.1652309000492096","0.1652309000492096","0.9221670627593994","0.9221670627593994","0.9221670627593994","0.7011098861694336","0.7011098861694336","0.7011098861694336"
"206","0.7599837779998779","0.7599837779998779","0.7599837779998779","0.45500826835632324","0.45500826835632324","0.45500826835632324","0.4993102550506592","0.4993102550506592","0.4993102550506592","0.3628036379814148","0.3628036379814148","0.3628036379814148","0.11538246273994446","0.11538246273994446","0.11538246273994446","0.22412022948265076","0.22412022948265076","0.22412022948265076","0.4245082437992096","0.4245082437992096","0.4245082437992096","0.5172488689422607","0.5172488689422607","0.5172488689422607"
"208","0.5912806987762451","0.5912806987762451","0.5912806987762451","0.6966183185577393","0.6966183185577393","0.6966183185577393","0.1908402442932129","0.1908402442932129","0.1908402442932129","0.20800045132637024","0.20800045132637024","0.20800045132637024","0.12693941593170166","0.12693941593170166","0.12693941593170166","0.179128497838974","0.179128497838974","0.179128497838974","0.3783843219280243","0.3783843219280243","0.3783843219280243","0.3630381226539612","0.3630381226539612","0.3630381226539612"
"210","0.7439655065536499","0.7439655065536499","0.7439655065536499","0.27077198028564453","0.27077198028564453","0.27077198028564453","0.28736990690231323","0.28736990690231323","0.28736990690231323","0.24764667451381683","0.24764667451381683","0.24764667451381683","0.06518751382827759","0.06518751382827759","0.06518751382827759","0.09510228037834167","0.09510228037834167","0.09510228037834167","0.5197868347167969","0.5197868347167969","0.5197868347167969","0.41958558559417725","0.41958558559417725","0.41958558559417725"
"212","0.6462927460670471","0.6462927460670471","0.6462927460670471","0.17553426325321198","0.17553426325321198","0.17553426325321198","0.3406054675579071","0.3406054675579071","0.3406054675579071","0.29927125573158264","0.29927125573158264","0.29927125573158264","0.202631413936615","0.202631413936615","0.202631413936615","0.35570505261421204","0.35570505261421204","0.35570505261421204","0.5234297513961792","0.5234297513961792","0.5234297513961792","0.8991338610649109","0.8991338610649109","0.8991338610649109"
"214","1.1739217042922974","1.1739217042922974","1.1739217042922974","0.6826937198638916","0.6826937198638916","0.6826937198638916","0.2691759467124939","0.2691759467124939","0.2691759467124939","0.4359237551689148","0.4359237551689148","0.4359237551689148","0.1581719070672989","0.1581719070672989","0.1581719070672989","0.13497669994831085","0.13497669994831085","0.13497669994831085","0.5730488300323486","0.5730488300323486","0.5730488300323486","0.5341281890869141","0.5341281890869141","0.5341281890869141"
"216","0.8738536834716797","0.8738536834716797","0.8738536834716797","0.44494086503982544","0.44494086503982544","0.44494086503982544","0.23836129903793335","0.23836129903793335","0.23836129903793335","0.25267094373703003","0.25267094373703003","0.25267094373703003","0.04042349010705948","0.04042349010705948","0.04042349010705948","0.13884475827217102","0.13884475827217102","0.13884475827217102","0.44409143924713135","0.44409143924713135","0.44409143924713135","0.898028552532196","0.898028552532196","0.898028552532196"
"218","1.3807756900787354","1.3807756900787354","1.3807756900787354","0.4665980041027069","0.4665980041027069","0.4665980041027069","0.3129618167877197","0.3129618167877197","0.3129618167877197","0.5741128921508789","0.5741128921508789","0.5741128921508789","0.20825675129890442","0.20825675129890442","0.20825675129890442","0.4448434114456177","0.4448434114456177","0.4448434114456177","0.3503453731536865","0.3503453731536865","0.3503453731536865","0.5649316310882568","0.5649316310882568","0.5649316310882568"
"220","0.6964391469955444","0.6964391469955444","0.6964391469955444","0.39272913336753845","0.39272913336753845","0.39272913336753845","0.5970230102539062","0.5970230102539062","0.5970230102539062","0.4801796078681946","0.4801796078681946","0.4801796078681946","0.22961564362049103","0.22961564362049103","0.22961564362049103","0.3069694936275482","0.3069694936275482","0.3069694936275482","0.4097481966018677","0.4097481966018677","0.4097481966018677","0.44830530881881714","0.44830530881881714","0.44830530881881714"
"222","0.4916249215602875","0.4916249215602875","0.4916249215602875","0.8495369553565979","0.8495369553565979","0.8495369553565979","0.5585476756095886","0.5585476756095886","0.5585476756095886","0.39093828201293945","0.39093828201293945","0.39093828201293945","0.11889562010765076","0.11889562010765076","0.11889562010765076","0.31850266456604004","0.31850266456604004","0.31850266456604004","0.3354201912879944","0.3354201912879944","0.3354201912879944","0.7734208703041077","0.7734208703041077","0.7734208703041077"
"224","1.624286413192749","1.624286413192749","1.624286413192749","0.3752959370613098","0.3752959370613098","0.3752959370613098","0.44219011068344116","0.44219011068344116","0.44219011068344116","0.4602772891521454","0.4602772891521454","0.4602772891521454","0.0929577648639679","0.0929577648639679","0.0929577648639679","0.11590179800987244","0.11590179800987244","0.11590179800987244","0.4908007085323334","0.4908007085323334","0.4908007085323334","0.6229982376098633","0.6229982376098633","0.6229982376098633"
"226","1.196601390838623","1.196601390838623","1.196601390838623","0.34078696370124817","0.34078696370124817","0.34078696370124817","0.28086337447166443","0.28086337447166443","0.28086337447166443","0.2517433762550354","0.2517433762550354","0.2517433762550354","0.4219653308391571","0.4219653308391571","0.4219653308391571","0.4084637761116028","0.4084637761116028","0.4084637761116028","0.5698785781860352","0.5698785781860352","0.5698785781860352","0.5652633905410767","0.5652633905410767","0.5652633905410767"
"228","0.8919694423675537","0.8919694423675537","0.8919694423675537","0.47425058484077454","0.47425058484077454","0.47425058484077454","0.2111733853816986","0.2111733853816986","0.2111733853816986","0.2436860203742981","0.2436860203742981","0.2436860203742981","0.1887425184249878","0.1887425184249878","0.1887425184249878","0.22433507442474365","0.22433507442474365","0.22433507442474365","0.2552165389060974","0.2552165389060974","0.2552165389060974","0.5425095558166504","0.5425095558166504","0.5425095558166504"
