"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_b1_DUAL_bs16 - divergence_positive_z__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - divergence_positive_z__MAX"
"20","0.2810536324977875","0.2810536324977875","0.2810536324977875","0.43132489919662476","0.43132489919662476","0.43132489919662476","0.4679644703865051","0.4679644703865051","0.4679644703865051","0.46292561292648315","0.46292561292648315","0.46292561292648315","0.4405485987663269","0.4405485987663269","0.4405485987663269","0.4135730266571045","0.4135730266571045","0.4135730266571045","0.39951223134994507","0.39951223134994507","0.39951223134994507","0.1891748607158661","0.1891748607158661","0.1891748607158661"
"22","0.30654987692832947","0.30654987692832947","0.30654987692832947","0.42810747027397156","0.42810747027397156","0.42810747027397156","0.4531223177909851","0.4531223177909851","0.4531223177909851","0.470522940158844","0.470522940158844","0.470522940158844","0.4535721242427826","0.4535721242427826","0.4535721242427826","0.4367247223854065","0.4367247223854065","0.4367247223854065","0.4132673740386963","0.4132673740386963","0.4132673740386963","0.23180055618286133","0.23180055618286133","0.23180055618286133"
"24","0.3145587146282196","0.3145587146282196","0.3145587146282196","0.39887604117393494","0.39887604117393494","0.39887604117393494","0.39797329902648926","0.39797329902648926","0.39797329902648926","0.3990515172481537","0.3990515172481537","0.3990515172481537","0.438016414642334","0.438016414642334","0.438016414642334","0.45431947708129883","0.45431947708129883","0.45431947708129883","0.42403754591941833","0.42403754591941833","0.42403754591941833","0.24548077583312988","0.24548077583312988","0.24548077583312988"
"26","0.25113123655319214","0.25113123655319214","0.25113123655319214","0.438821405172348","0.438821405172348","0.438821405172348","0.452930748462677","0.452930748462677","0.452930748462677","0.4623591899871826","0.4623591899871826","0.4623591899871826","0.4456149935722351","0.4456149935722351","0.4456149935722351","0.44260478019714355","0.44260478019714355","0.44260478019714355","0.418040931224823","0.418040931224823","0.418040931224823","0.2755603790283203","0.2755603790283203","0.2755603790283203"
"28","0.2981831431388855","0.2981831431388855","0.2981831431388855","0.40922367572784424","0.40922367572784424","0.40922367572784424","0.4515530467033386","0.4515530467033386","0.4515530467033386","0.45392128825187683","0.45392128825187683","0.45392128825187683","0.4516023099422455","0.4516023099422455","0.4516023099422455","0.44001734256744385","0.44001734256744385","0.44001734256744385","0.42582210898399353","0.42582210898399353","0.42582210898399353","0.27331316471099854","0.27331316471099854","0.27331316471099854"
"30","0.3174135386943817","0.3174135386943817","0.3174135386943817","0.3729984164237976","0.3729984164237976","0.3729984164237976","0.4241737723350525","0.4241737723350525","0.4241737723350525","0.4452880322933197","0.4452880322933197","0.4452880322933197","0.4269119203090668","0.4269119203090668","0.4269119203090668","0.43446263670921326","0.43446263670921326","0.43446263670921326","0.4002619981765747","0.4002619981765747","0.4002619981765747","0.25857049226760864","0.25857049226760864","0.25857049226760864"
"32","0.33165663480758667","0.33165663480758667","0.33165663480758667","0.3845082223415375","0.3845082223415375","0.3845082223415375","0.4564657211303711","0.4564657211303711","0.4564657211303711","0.4417980909347534","0.4417980909347534","0.4417980909347534","0.4237440526485443","0.4237440526485443","0.4237440526485443","0.4218873679637909","0.4218873679637909","0.4218873679637909","0.3903108239173889","0.3903108239173889","0.3903108239173889","0.25234875082969666","0.25234875082969666","0.25234875082969666"
"34","0.344010591506958","0.344010591506958","0.344010591506958","0.4020792841911316","0.4020792841911316","0.4020792841911316","0.43445277214050293","0.43445277214050293","0.43445277214050293","0.4237768054008484","0.4237768054008484","0.4237768054008484","0.4355475902557373","0.4355475902557373","0.4355475902557373","0.4585493505001068","0.4585493505001068","0.4585493505001068","0.4261123538017273","0.4261123538017273","0.4261123538017273","0.3126305937767029","0.3126305937767029","0.3126305937767029"
"36","0.33440208435058594","0.33440208435058594","0.33440208435058594","0.4446008801460266","0.4446008801460266","0.4446008801460266","0.4501597583293915","0.4501597583293915","0.4501597583293915","0.4624769687652588","0.4624769687652588","0.4624769687652588","0.42447930574417114","0.42447930574417114","0.42447930574417114","0.3996773958206177","0.3996773958206177","0.3996773958206177","0.37409621477127075","0.37409621477127075","0.37409621477127075","0.2264123409986496","0.2264123409986496","0.2264123409986496"
"38","0.3652958869934082","0.3652958869934082","0.3652958869934082","0.06259441375732422","0.06259441375732422","0.06259441375732422","0.2786962389945984","0.2786962389945984","0.2786962389945984","0.4227466583251953","0.4227466583251953","0.4227466583251953","0.42275628447532654","0.42275628447532654","0.42275628447532654","0.4211549162864685","0.4211549162864685","0.4211549162864685","0.42353710532188416","0.42353710532188416","0.42353710532188416","0.283109575510025","0.283109575510025","0.283109575510025"
"40","0.4299130439758301","0.4299130439758301","0.4299130439758301","0.4332284927368164","0.4332284927368164","0.4332284927368164","0.5048012733459473","0.5048012733459473","0.5048012733459473","0.44508740305900574","0.44508740305900574","0.44508740305900574","0.4183090627193451","0.4183090627193451","0.4183090627193451","0.3977457880973816","0.3977457880973816","0.3977457880973816","0.38902950286865234","0.38902950286865234","0.38902950286865234","0.329049289226532","0.329049289226532","0.329049289226532"
"42","0.28571048378944397","0.28571048378944397","0.28571048378944397","0.3790886402130127","0.3790886402130127","0.3790886402130127","0.4724458158016205","0.4724458158016205","0.4724458158016205","0.45082902908325195","0.45082902908325195","0.45082902908325195","0.3954315781593323","0.3954315781593323","0.3954315781593323","0.3757871091365814","0.3757871091365814","0.3757871091365814","0.3750803470611572","0.3750803470611572","0.3750803470611572","0.3603649139404297","0.3603649139404297","0.3603649139404297"
"44","0.3333919942378998","0.3333919942378998","0.3333919942378998","0.39688801765441895","0.39688801765441895","0.39688801765441895","0.4408540725708008","0.4408540725708008","0.4408540725708008","0.4390746057033539","0.4390746057033539","0.4390746057033539","0.3944169878959656","0.3944169878959656","0.3944169878959656","0.37991875410079956","0.37991875410079956","0.37991875410079956","0.37906432151794434","0.37906432151794434","0.37906432151794434","0.3425959348678589","0.3425959348678589","0.3425959348678589"
"46","0.2587829828262329","0.2587829828262329","0.2587829828262329","0.3969857096672058","0.3969857096672058","0.3969857096672058","0.40675491094589233","0.40675491094589233","0.40675491094589233","0.40957579016685486","0.40957579016685486","0.40957579016685486","0.41631239652633667","0.41631239652633667","0.41631239652633667","0.40217769145965576","0.40217769145965576","0.40217769145965576","0.43565210700035095","0.43565210700035095","0.43565210700035095","0.36034178733825684","0.36034178733825684","0.36034178733825684"
"48","0.35808616876602173","0.35808616876602173","0.35808616876602173","0.41288718581199646","0.41288718581199646","0.41288718581199646","0.43636220693588257","0.43636220693588257","0.43636220693588257","0.41232845187187195","0.41232845187187195","0.41232845187187195","0.41962307691574097","0.41962307691574097","0.41962307691574097","0.4060421586036682","0.4060421586036682","0.4060421586036682","0.39993947744369507","0.39993947744369507","0.39993947744369507","0.3461152911186218","0.3461152911186218","0.3461152911186218"
"50","0.3821370303630829","0.3821370303630829","0.3821370303630829","0.442706435918808","0.442706435918808","0.442706435918808","0.3821607530117035","0.3821607530117035","0.3821607530117035","0.43343791365623474","0.43343791365623474","0.43343791365623474","0.416561484336853","0.416561484336853","0.416561484336853","0.3950374126434326","0.3950374126434326","0.3950374126434326","0.39654964208602905","0.39654964208602905","0.39654964208602905","0.3531925082206726","0.3531925082206726","0.3531925082206726"
"52","0.2583894729614258","0.2583894729614258","0.2583894729614258","0.4303939938545227","0.4303939938545227","0.4303939938545227","0.42891332507133484","0.42891332507133484","0.42891332507133484","0.4099435806274414","0.4099435806274414","0.4099435806274414","0.4101336896419525","0.4101336896419525","0.4101336896419525","0.4013417661190033","0.4013417661190033","0.4013417661190033","0.45496246218681335","0.45496246218681335","0.45496246218681335","0.41783377528190613","0.41783377528190613","0.41783377528190613"
"54","0.32206785678863525","0.32206785678863525","0.32206785678863525","0.4371890723705292","0.4371890723705292","0.4371890723705292","0.4046928882598877","0.4046928882598877","0.4046928882598877","0.38556575775146484","0.38556575775146484","0.38556575775146484","0.4149286150932312","0.4149286150932312","0.4149286150932312","0.4025040566921234","0.4025040566921234","0.4025040566921234","0.42725276947021484","0.42725276947021484","0.42725276947021484","0.37878644466400146","0.37878644466400146","0.37878644466400146"
"56","0.3388434052467346","0.3388434052467346","0.3388434052467346","0.4203929305076599","0.4203929305076599","0.4203929305076599","0.43386346101760864","0.43386346101760864","0.43386346101760864","0.42630183696746826","0.42630183696746826","0.42630183696746826","0.4201774001121521","0.4201774001121521","0.4201774001121521","0.4127754867076874","0.4127754867076874","0.4127754867076874","0.41639015078544617","0.41639015078544617","0.41639015078544617","0.3332539498806","0.3332539498806","0.3332539498806"
"58","0.4261400103569031","0.4261400103569031","0.4261400103569031","0.4329115152359009","0.4329115152359009","0.4329115152359009","0.42440852522850037","0.42440852522850037","0.42440852522850037","0.4174296259880066","0.4174296259880066","0.4174296259880066","0.38067150115966797","0.38067150115966797","0.38067150115966797","0.3809461295604706","0.3809461295604706","0.3809461295604706","0.41930025815963745","0.41930025815963745","0.41930025815963745","0.28596997261047363","0.28596997261047363","0.28596997261047363"
"60","0.19895243644714355","0.19895243644714355","0.19895243644714355","0.3855848014354706","0.3855848014354706","0.3855848014354706","0.4303487241268158","0.4303487241268158","0.4303487241268158","0.41234642267227173","0.41234642267227173","0.41234642267227173","0.3817896544933319","0.3817896544933319","0.3817896544933319","0.3758157193660736","0.3758157193660736","0.3758157193660736","0.4195532202720642","0.4195532202720642","0.4195532202720642","0.34212085604667664","0.34212085604667664","0.34212085604667664"
"62","0.3930235803127289","0.3930235803127289","0.3930235803127289","0.40625640749931335","0.40625640749931335","0.40625640749931335","0.3723897635936737","0.3723897635936737","0.3723897635936737","0.4026605486869812","0.4026605486869812","0.4026605486869812","0.4308381676673889","0.4308381676673889","0.4308381676673889","0.41126441955566406","0.41126441955566406","0.41126441955566406","0.42485183477401733","0.42485183477401733","0.42485183477401733","0.2657754123210907","0.2657754123210907","0.2657754123210907"
"64","0.2995052933692932","0.2995052933692932","0.2995052933692932","0.41792675852775574","0.41792675852775574","0.41792675852775574","0.37668582797050476","0.37668582797050476","0.37668582797050476","0.41004690527915955","0.41004690527915955","0.41004690527915955","0.40865933895111084","0.40865933895111084","0.40865933895111084","0.38715049624443054","0.38715049624443054","0.38715049624443054","0.40614616870880127","0.40614616870880127","0.40614616870880127","0.3683548867702484","0.3683548867702484","0.3683548867702484"
"66","0.40386781096458435","0.40386781096458435","0.40386781096458435","0.45902740955352783","0.45902740955352783","0.45902740955352783","0.45555466413497925","0.45555466413497925","0.45555466413497925","0.41466841101646423","0.41466841101646423","0.41466841101646423","0.37723618745803833","0.37723618745803833","0.37723618745803833","0.36473196744918823","0.36473196744918823","0.36473196744918823","0.41449689865112305","0.41449689865112305","0.41449689865112305","0.3777408003807068","0.3777408003807068","0.3777408003807068"
"68","0.4031512141227722","0.4031512141227722","0.4031512141227722","0.33082854747772217","0.33082854747772217","0.33082854747772217","0.40141528844833374","0.40141528844833374","0.40141528844833374","0.4154752492904663","0.4154752492904663","0.4154752492904663","0.41311895847320557","0.41311895847320557","0.41311895847320557","0.42501339316368103","0.42501339316368103","0.42501339316368103","0.4304583966732025","0.4304583966732025","0.4304583966732025","0.3791477084159851","0.3791477084159851","0.3791477084159851"
"70","0.3794894218444824","0.3794894218444824","0.3794894218444824","0.4450690448284149","0.4450690448284149","0.4450690448284149","0.4425600469112396","0.4425600469112396","0.4425600469112396","0.40573665499687195","0.40573665499687195","0.40573665499687195","0.4034590721130371","0.4034590721130371","0.4034590721130371","0.40873444080352783","0.40873444080352783","0.40873444080352783","0.460847944021225","0.460847944021225","0.460847944021225","0.38642603158950806","0.38642603158950806","0.38642603158950806"
"72","0.44936269521713257","0.44936269521713257","0.44936269521713257","0.4029637575149536","0.4029637575149536","0.4029637575149536","0.425047367811203","0.425047367811203","0.425047367811203","0.4144555330276489","0.4144555330276489","0.4144555330276489","0.4044939875602722","0.4044939875602722","0.4044939875602722","0.39483174681663513","0.39483174681663513","0.39483174681663513","0.4285000264644623","0.4285000264644623","0.4285000264644623","0.35587406158447266","0.35587406158447266","0.35587406158447266"
"74","0.43199241161346436","0.43199241161346436","0.43199241161346436","0.42212915420532227","0.42212915420532227","0.42212915420532227","0.41295337677001953","0.41295337677001953","0.41295337677001953","0.4164218306541443","0.4164218306541443","0.4164218306541443","0.386260449886322","0.386260449886322","0.386260449886322","0.38289332389831543","0.38289332389831543","0.38289332389831543","0.4223679006099701","0.4223679006099701","0.4223679006099701","0.34201106429100037","0.34201106429100037","0.34201106429100037"
"76","0.35369497537612915","0.35369497537612915","0.35369497537612915","0.42460188269615173","0.42460188269615173","0.42460188269615173","0.46446487307548523","0.46446487307548523","0.46446487307548523","0.40915700793266296","0.40915700793266296","0.40915700793266296","0.4199429154396057","0.4199429154396057","0.4199429154396057","0.4182363748550415","0.4182363748550415","0.4182363748550415","0.38480252027511597","0.38480252027511597","0.38480252027511597","0.34462064504623413","0.34462064504623413","0.34462064504623413"
"78","0.3612092435359955","0.3612092435359955","0.3612092435359955","0.42351803183555603","0.42351803183555603","0.42351803183555603","0.35633373260498047","0.35633373260498047","0.35633373260498047","0.40190666913986206","0.40190666913986206","0.40190666913986206","0.3440952003002167","0.3440952003002167","0.3440952003002167","0.3586895167827606","0.3586895167827606","0.3586895167827606","0.4397317171096802","0.4397317171096802","0.4397317171096802","0.3224630057811737","0.3224630057811737","0.3224630057811737"
"80","0.3852890431880951","0.3852890431880951","0.3852890431880951","0.42638158798217773","0.42638158798217773","0.42638158798217773","0.4018796682357788","0.4018796682357788","0.4018796682357788","0.4088612198829651","0.4088612198829651","0.4088612198829651","0.3982987403869629","0.3982987403869629","0.3982987403869629","0.39612364768981934","0.39612364768981934","0.39612364768981934","0.43009257316589355","0.43009257316589355","0.43009257316589355","0.4114970564842224","0.4114970564842224","0.4114970564842224"
"82","0.2619327902793884","0.2619327902793884","0.2619327902793884","0.3328579068183899","0.3328579068183899","0.3328579068183899","0.3817436695098877","0.3817436695098877","0.3817436695098877","0.40325137972831726","0.40325137972831726","0.40325137972831726","0.2987210154533386","0.2987210154533386","0.2987210154533386","0.3171626329421997","0.3171626329421997","0.3171626329421997","0.4304114580154419","0.4304114580154419","0.4304114580154419","0.39690420031547546","0.39690420031547546","0.39690420031547546"
"84","0.38190579414367676","0.38190579414367676","0.38190579414367676","0.4659311771392822","0.4659311771392822","0.4659311771392822","0.3714323937892914","0.3714323937892914","0.3714323937892914","0.4125524163246155","0.4125524163246155","0.4125524163246155","0.36142534017562866","0.36142534017562866","0.36142534017562866","0.3595930337905884","0.3595930337905884","0.3595930337905884","0.40443870425224304","0.40443870425224304","0.40443870425224304","0.3791240155696869","0.3791240155696869","0.3791240155696869"
"86","0.39407533407211304","0.39407533407211304","0.39407533407211304","0.3093056082725525","0.3093056082725525","0.3093056082725525","0.4665236473083496","0.4665236473083496","0.4665236473083496","0.436217725276947","0.436217725276947","0.436217725276947","0.4075758159160614","0.4075758159160614","0.4075758159160614","0.3800228536128998","0.3800228536128998","0.3800228536128998","0.42978519201278687","0.42978519201278687","0.42978519201278687","0.36974605917930603","0.36974605917930603","0.36974605917930603"
"88","0.3246566951274872","0.3246566951274872","0.3246566951274872","0.39019498229026794","0.39019498229026794","0.39019498229026794","0.33377474546432495","0.33377474546432495","0.33377474546432495","0.3878021240234375","0.3878021240234375","0.3878021240234375","0.3281601667404175","0.3281601667404175","0.3281601667404175","0.34078431129455566","0.34078431129455566","0.34078431129455566","0.3959447145462036","0.3959447145462036","0.3959447145462036","0.3527568280696869","0.3527568280696869","0.3527568280696869"
"90","0.43109411001205444","0.43109411001205444","0.43109411001205444","0.41055652499198914","0.41055652499198914","0.41055652499198914","0.37696170806884766","0.37696170806884766","0.37696170806884766","0.40322303771972656","0.40322303771972656","0.40322303771972656","0.382321834564209","0.382321834564209","0.382321834564209","0.3908437490463257","0.3908437490463257","0.3908437490463257","0.43049049377441406","0.43049049377441406","0.43049049377441406","0.37968942523002625","0.37968942523002625","0.37968942523002625"
"92","0.3981252908706665","0.3981252908706665","0.3981252908706665","0.39392757415771484","0.39392757415771484","0.39392757415771484","0.4419558048248291","0.4419558048248291","0.4419558048248291","0.417749285697937","0.417749285697937","0.417749285697937","0.3870939612388611","0.3870939612388611","0.3870939612388611","0.4003139138221741","0.4003139138221741","0.4003139138221741","0.4164603352546692","0.4164603352546692","0.4164603352546692","0.37154123187065125","0.37154123187065125","0.37154123187065125"
"94","0.40709197521209717","0.40709197521209717","0.40709197521209717","0.4262523651123047","0.4262523651123047","0.4262523651123047","0.39640867710113525","0.39640867710113525","0.39640867710113525","0.4238991141319275","0.4238991141319275","0.4238991141319275","0.40769219398498535","0.40769219398498535","0.40769219398498535","0.4042055606842041","0.4042055606842041","0.4042055606842041","0.41380584239959717","0.41380584239959717","0.41380584239959717","0.38601240515708923","0.38601240515708923","0.38601240515708923"
"96","0.29268398880958557","0.29268398880958557","0.29268398880958557","0.3742064833641052","0.3742064833641052","0.3742064833641052","0.3807956874370575","0.3807956874370575","0.3807956874370575","0.3774223327636719","0.3774223327636719","0.3774223327636719","0.3568227291107178","0.3568227291107178","0.3568227291107178","0.37541699409484863","0.37541699409484863","0.37541699409484863","0.4150507152080536","0.4150507152080536","0.4150507152080536","0.38627171516418457","0.38627171516418457","0.38627171516418457"
"98","0.36487993597984314","0.36487993597984314","0.36487993597984314","0.39924272894859314","0.39924272894859314","0.39924272894859314","0.4091348350048065","0.4091348350048065","0.4091348350048065","0.39561033248901367","0.39561033248901367","0.39561033248901367","0.38445568084716797","0.38445568084716797","0.38445568084716797","0.38933414220809937","0.38933414220809937","0.38933414220809937","0.43122681975364685","0.43122681975364685","0.43122681975364685","0.400909423828125","0.400909423828125","0.400909423828125"
"100","0.31925147771835327","0.31925147771835327","0.31925147771835327","0.41109809279441833","0.41109809279441833","0.41109809279441833","0.40730786323547363","0.40730786323547363","0.40730786323547363","0.3877543807029724","0.3877543807029724","0.3877543807029724","0.37525349855422974","0.37525349855422974","0.37525349855422974","0.38596421480178833","0.38596421480178833","0.38596421480178833","0.4254966974258423","0.4254966974258423","0.4254966974258423","0.34339985251426697","0.34339985251426697","0.34339985251426697"
"102","0.47300785779953003","0.47300785779953003","0.47300785779953003","0.3947555422782898","0.3947555422782898","0.3947555422782898","0.4425879418849945","0.4425879418849945","0.4425879418849945","0.39395222067832947","0.39395222067832947","0.39395222067832947","0.36769312620162964","0.36769312620162964","0.36769312620162964","0.3686346709728241","0.3686346709728241","0.3686346709728241","0.4198547601699829","0.4198547601699829","0.4198547601699829","0.3834938406944275","0.3834938406944275","0.3834938406944275"
"104","0.22955207526683807","0.22955207526683807","0.22955207526683807","0.37933629751205444","0.37933629751205444","0.37933629751205444","0.4488508701324463","0.4488508701324463","0.4488508701324463","0.40457186102867126","0.40457186102867126","0.40457186102867126","0.35109397768974304","0.35109397768974304","0.35109397768974304","0.35731613636016846","0.35731613636016846","0.35731613636016846","0.40568095445632935","0.40568095445632935","0.40568095445632935","0.38226985931396484","0.38226985931396484","0.38226985931396484"
"106","0.44261154532432556","0.44261154532432556","0.44261154532432556","0.4347822666168213","0.4347822666168213","0.4347822666168213","0.40656527876853943","0.40656527876853943","0.40656527876853943","0.4086117446422577","0.4086117446422577","0.4086117446422577","0.3828633725643158","0.3828633725643158","0.3828633725643158","0.3736017644405365","0.3736017644405365","0.3736017644405365","0.4617348611354828","0.4617348611354828","0.4617348611354828","0.41026923060417175","0.41026923060417175","0.41026923060417175"
"108","0.42664799094200134","0.42664799094200134","0.42664799094200134","0.41188448667526245","0.41188448667526245","0.41188448667526245","0.42884743213653564","0.42884743213653564","0.42884743213653564","0.42680662870407104","0.42680662870407104","0.42680662870407104","0.38108330965042114","0.38108330965042114","0.38108330965042114","0.37288761138916016","0.37288761138916016","0.37288761138916016","0.4283003509044647","0.4283003509044647","0.4283003509044647","0.39811262488365173","0.39811262488365173","0.39811262488365173"
