"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_s","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_s","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_s","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - prior_loss_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - prior_loss_s__MAX"
"20","14.969751358032227","14.969751358032227","14.969751358032227","2.275484800338745","2.275484800338745","2.275484800338745","0.6461846828460693","0.6461846828460693","0.6461846828460693","0","0","0","0","0","0","0.47340452671051025","0.47340452671051025","0.47340452671051025","2.7582736015319824","2.7582736015319824","2.7582736015319824","8.431315422058105","8.431315422058105","8.431315422058105"
"22","19.022480010986328","19.022480010986328","19.022480010986328","1.3961553573608398","1.3961553573608398","1.3961553573608398","0.46335697174072266","0.46335697174072266","0.46335697174072266","0","0","0","0","0","0","0.19944190979003906","0.19944190979003906","0.19944190979003906","2.6138038635253906","2.6138038635253906","2.6138038635253906","9.934290885925293","9.934290885925293","9.934290885925293"
"24","9.445131301879883","9.445131301879883","9.445131301879883","0.8922934532165527","0.8922934532165527","0.8922934532165527","0.13786107301712036","0.13786107301712036","0.13786107301712036","0","0","0","0","0","0","0.26799291372299194","0.26799291372299194","0.26799291372299194","3.1893670558929443","3.1893670558929443","3.1893670558929443","7.555201530456543","7.555201530456543","7.555201530456543"
"26","7.189586639404297","7.189586639404297","7.189586639404297","2.0014615058898926","2.0014615058898926","2.0014615058898926","0.5078867077827454","0.5078867077827454","0.5078867077827454","0","0","0","0","0","0","0.18700093030929565","0.18700093030929565","0.18700093030929565","2.687856674194336","2.687856674194336","2.687856674194336","8.526102066040039","8.526102066040039","8.526102066040039"
"28","14.469697952270508","14.469697952270508","14.469697952270508","2.861478805541992","2.861478805541992","2.861478805541992","0.2508789300918579","0.2508789300918579","0.2508789300918579","0","0","0","0","0","0","0.4228970408439636","0.4228970408439636","0.4228970408439636","3.3730149269104004","3.3730149269104004","3.3730149269104004","9.227007865905762","9.227007865905762","9.227007865905762"
"30","26.87041473388672","26.87041473388672","26.87041473388672","2.135136604309082","2.135136604309082","2.135136604309082","1.529342532157898","1.529342532157898","1.529342532157898","0","0","0","0","0","0","0.48663556575775146","0.48663556575775146","0.48663556575775146","3.1492292881011963","3.1492292881011963","3.1492292881011963","11.865735054016113","11.865735054016113","11.865735054016113"
"32","11.510848999023438","11.510848999023438","11.510848999023438","3.3073723316192627","3.3073723316192627","3.3073723316192627","0.3795018792152405","0.3795018792152405","0.3795018792152405","0","0","0","0","0","0","0.3234347701072693","0.3234347701072693","0.3234347701072693","2.7753233909606934","2.7753233909606934","2.7753233909606934","16.42064666748047","16.42064666748047","16.42064666748047"
"34","13.814166069030762","13.814166069030762","13.814166069030762","3.0229032039642334","3.0229032039642334","3.0229032039642334","0.6010180711746216","0.6010180711746216","0.6010180711746216","0","0","0","0","0","0","0.45257359743118286","0.45257359743118286","0.45257359743118286","2.0320205688476562","2.0320205688476562","2.0320205688476562","11.033162117004395","11.033162117004395","11.033162117004395"
"36","10.70268440246582","10.70268440246582","10.70268440246582","3.657066822052002","3.657066822052002","3.657066822052002","0.37804096937179565","0.37804096937179565","0.37804096937179565","0","0","0","0","0","0","0.22189170122146606","0.22189170122146606","0.22189170122146606","2.2655277252197266","2.2655277252197266","2.2655277252197266","12.007370948791504","12.007370948791504","12.007370948791504"
"38","10.28294849395752","10.28294849395752","10.28294849395752","2.0677833557128906","2.0677833557128906","2.0677833557128906","0.1990675926208496","0.1990675926208496","0.1990675926208496","0","0","0","0","0","0","0.2635049819946289","0.2635049819946289","0.2635049819946289","1.6784250736236572","1.6784250736236572","1.6784250736236572","3.7546753883361816","3.7546753883361816","3.7546753883361816"
"40","9.201705932617188","9.201705932617188","9.201705932617188","0.7014274597167969","0.7014274597167969","0.7014274597167969","0.08886128664016724","0.08886128664016724","0.08886128664016724","0","0","0","0","0","0","0.23753046989440918","0.23753046989440918","0.23753046989440918","1.969417929649353","1.969417929649353","1.969417929649353","4.334494590759277","4.334494590759277","4.334494590759277"
"42","3.9575695991516113","3.9575695991516113","3.9575695991516113","0.8654803037643433","0.8654803037643433","0.8654803037643433","0.12970447540283203","0.12970447540283203","0.12970447540283203","0","0","0","0","0","0","0.30328571796417236","0.30328571796417236","0.30328571796417236","1.7657041549682617","1.7657041549682617","1.7657041549682617","10.926365852355957","10.926365852355957","10.926365852355957"
"44","8.35531997680664","8.35531997680664","8.35531997680664","1.4192700386047363","1.4192700386047363","1.4192700386047363","0.06073564291000366","0.06073564291000366","0.06073564291000366","0","0","0","0","0","0","0.07692843675613403","0.07692843675613403","0.07692843675613403","1.7840057611465454","1.7840057611465454","1.7840057611465454","9.117737770080566","9.117737770080566","9.117737770080566"
"46","7.439226150512695","7.439226150512695","7.439226150512695","0.5334347486495972","0.5334347486495972","0.5334347486495972","0.10232806205749512","0.10232806205749512","0.10232806205749512","0","0","0","0","0","0","0.3111603856086731","0.3111603856086731","0.3111603856086731","1.5190094709396362","1.5190094709396362","1.5190094709396362","2.2109599113464355","2.2109599113464355","2.2109599113464355"
"48","7.478385925292969","7.478385925292969","7.478385925292969","1.1471539735794067","1.1471539735794067","1.1471539735794067","0.20897209644317627","0.20897209644317627","0.20897209644317627","0","0","0","0","0","0","0.06730318069458008","0.06730318069458008","0.06730318069458008","0.31096935272216797","0.31096935272216797","0.31096935272216797","2.1579413414001465","2.1579413414001465","2.1579413414001465"
"50","3.496706485748291","3.496706485748291","3.496706485748291","1.3047605752944946","1.3047605752944946","1.3047605752944946","0.23849427700042725","0.23849427700042725","0.23849427700042725","0","0","0","0","0","0","0.08734375238418579","0.08734375238418579","0.08734375238418579","2.5629072189331055","2.5629072189331055","2.5629072189331055","8.254379272460938","8.254379272460938","8.254379272460938"
"52","4.501938819885254","4.501938819885254","4.501938819885254","0.5138963460922241","0.5138963460922241","0.5138963460922241","0.11026531457901001","0.11026531457901001","0.11026531457901001","0","0","0","0","0","0","0.06695717573165894","0.06695717573165894","0.06695717573165894","0.3785163164138794","0.3785163164138794","0.3785163164138794","3.688246011734009","3.688246011734009","3.688246011734009"
"54","3.4321248531341553","3.4321248531341553","3.4321248531341553","1.1246562004089355","1.1246562004089355","1.1246562004089355","0.056611597537994385","0.056611597537994385","0.056611597537994385","0","0","0","0","0","0","0.09553015232086182","0.09553015232086182","0.09553015232086182","1.9533514976501465","1.9533514976501465","1.9533514976501465","5.283653736114502","5.283653736114502","5.283653736114502"
"56","3.2927393913269043","3.2927393913269043","3.2927393913269043","0.6611019372940063","0.6611019372940063","0.6611019372940063","0.07085144519805908","0.07085144519805908","0.07085144519805908","0","0","0","0","0","0","0.1906031370162964","0.1906031370162964","0.1906031370162964","0.12136995792388916","0.12136995792388916","0.12136995792388916","4.512816429138184","4.512816429138184","4.512816429138184"
"58","6.6134033203125","6.6134033203125","6.6134033203125","2.6285438537597656","2.6285438537597656","2.6285438537597656","0.2547922730445862","0.2547922730445862","0.2547922730445862","0","0","0","0","0","0","0.2185705304145813","0.2185705304145813","0.2185705304145813","0.1668781042098999","0.1668781042098999","0.1668781042098999","7.6012163162231445","7.6012163162231445","7.6012163162231445"
"60","3.486067056655884","3.486067056655884","3.486067056655884","1.0184288024902344","1.0184288024902344","1.0184288024902344","0.06447136402130127","0.06447136402130127","0.06447136402130127","0","0","0","0","0","0","0.06606370210647583","0.06606370210647583","0.06606370210647583","0.19880831241607666","0.19880831241607666","0.19880831241607666","5.886957168579102","5.886957168579102","5.886957168579102"
"62","4.857152938842773","4.857152938842773","4.857152938842773","0.41801929473876953","0.41801929473876953","0.41801929473876953","0.03412902355194092","0.03412902355194092","0.03412902355194092","0","0","0","0","0","0","0.0371396541595459","0.0371396541595459","0.0371396541595459","0.33116042613983154","0.33116042613983154","0.33116042613983154","5.333468437194824","5.333468437194824","5.333468437194824"
"64","3.2388715744018555","3.2388715744018555","3.2388715744018555","0.5698263645172119","0.5698263645172119","0.5698263645172119","0.03382086753845215","0.03382086753845215","0.03382086753845215","0","0","0","0","0","0","0.04533916711807251","0.04533916711807251","0.04533916711807251","0.35588741302490234","0.35588741302490234","0.35588741302490234","1.4197081327438354","1.4197081327438354","1.4197081327438354"
"66","2.3740081787109375","2.3740081787109375","2.3740081787109375","0.3111690282821655","0.3111690282821655","0.3111690282821655","0.0670403242111206","0.0670403242111206","0.0670403242111206","0","0","0","0","0","0","0.06546527147293091","0.06546527147293091","0.06546527147293091","0.5260556936264038","0.5260556936264038","0.5260556936264038","3.9800853729248047","3.9800853729248047","3.9800853729248047"
"68","3.275156021118164","3.275156021118164","3.275156021118164","0.9302914142608643","0.9302914142608643","0.9302914142608643","0.022409260272979736","0.022409260272979736","0.022409260272979736","0","0","0","0","0","0","0.0714448094367981","0.0714448094367981","0.0714448094367981","0.6388664245605469","0.6388664245605469","0.6388664245605469","1.646474003791809","1.646474003791809","1.646474003791809"
"70","3.836050510406494","3.836050510406494","3.836050510406494","0.8357733488082886","0.8357733488082886","0.8357733488082886","0.05694001913070679","0.05694001913070679","0.05694001913070679","0","0","0","0","0","0","0.08089542388916016","0.08089542388916016","0.08089542388916016","0.9196072816848755","0.9196072816848755","0.9196072816848755","5.318016052246094","5.318016052246094","5.318016052246094"
"72","6.219208240509033","6.219208240509033","6.219208240509033","1.3367384672164917","1.3367384672164917","1.3367384672164917","0.1148417592048645","0.1148417592048645","0.1148417592048645","0","0","0","0","0","0","0.1859527826309204","0.1859527826309204","0.1859527826309204","1.3600021600723267","1.3600021600723267","1.3600021600723267","7.491454601287842","7.491454601287842","7.491454601287842"
"74","4.533499717712402","4.533499717712402","4.533499717712402","0.27044713497161865","0.27044713497161865","0.27044713497161865","0.03556340932846069","0.03556340932846069","0.03556340932846069","0","0","0","0","0","0","0.05449950695037842","0.05449950695037842","0.05449950695037842","1.11217200756073","1.11217200756073","1.11217200756073","4.613027095794678","4.613027095794678","4.613027095794678"
"76","3.7108957767486572","3.7108957767486572","3.7108957767486572","1.1128604412078857","1.1128604412078857","1.1128604412078857","0.031428635120391846","0.031428635120391846","0.031428635120391846","0","0","0","0","0","0","0.08903622627258301","0.08903622627258301","0.08903622627258301","0.9497970342636108","0.9497970342636108","0.9497970342636108","4.291028022766113","4.291028022766113","4.291028022766113"
"78","2.4399609565734863","2.4399609565734863","2.4399609565734863","0.15884339809417725","0.15884339809417725","0.15884339809417725","0.028145015239715576","0.028145015239715576","0.028145015239715576","0","0","0","0","0","0","0.13310104608535767","0.13310104608535767","0.13310104608535767","0.8119493722915649","0.8119493722915649","0.8119493722915649","2.5066285133361816","2.5066285133361816","2.5066285133361816"
"80","2.5458931922912598","2.5458931922912598","2.5458931922912598","0.23001134395599365","0.23001134395599365","0.23001134395599365","0.13036876916885376","0.13036876916885376","0.13036876916885376","0","0","0","0","0","0","0.08313238620758057","0.08313238620758057","0.08313238620758057","1.6884833574295044","1.6884833574295044","1.6884833574295044","3.2995641231536865","3.2995641231536865","3.2995641231536865"
"82","5.350068092346191","5.350068092346191","5.350068092346191","0.3237515687942505","0.3237515687942505","0.3237515687942505","0.05673021078109741","0.05673021078109741","0.05673021078109741","0","0","0","0","0","0","0.02881556749343872","0.02881556749343872","0.02881556749343872","0.3873676061630249","0.3873676061630249","0.3873676061630249","2.33536958694458","2.33536958694458","2.33536958694458"
"84","4.275500774383545","4.275500774383545","4.275500774383545","0.531470775604248","0.531470775604248","0.531470775604248","0.04624009132385254","0.04624009132385254","0.04624009132385254","0","0","0","0","0","0","0.051110684871673584","0.051110684871673584","0.051110684871673584","0.1686304807662964","0.1686304807662964","0.1686304807662964","4.478425025939941","4.478425025939941","4.478425025939941"
"86","2.9783101081848145","2.9783101081848145","2.9783101081848145","1.8561214208602905","1.8561214208602905","1.8561214208602905","0.13246744871139526","0.13246744871139526","0.13246744871139526","0","0","0","0","0","0","0.3014993667602539","0.3014993667602539","0.3014993667602539","1.3053327798843384","1.3053327798843384","1.3053327798843384","6.221532821655273","6.221532821655273","6.221532821655273"
"88","4.621639728546143","4.621639728546143","4.621639728546143","3.135106086730957","3.135106086730957","3.135106086730957","0.407353937625885","0.407353937625885","0.407353937625885","0","0","0","0","0","0","0.3037574887275696","0.3037574887275696","0.3037574887275696","1.8575102090835571","1.8575102090835571","1.8575102090835571","7.548034191131592","7.548034191131592","7.548034191131592"
"90","1.678466796875","1.678466796875","1.678466796875","0.37969350814819336","0.37969350814819336","0.37969350814819336","0.0477328896522522","0.0477328896522522","0.0477328896522522","0","0","0","0","0","0","0.03444194793701172","0.03444194793701172","0.03444194793701172","0.5000531673431396","0.5000531673431396","0.5000531673431396","1.5710145235061646","1.5710145235061646","1.5710145235061646"
"92","2.405405044555664","2.405405044555664","2.405405044555664","0.4432260990142822","0.4432260990142822","0.4432260990142822","0.023721754550933838","0.023721754550933838","0.023721754550933838","0","0","0","0","0","0","0.3575405478477478","0.3575405478477478","0.3575405478477478","0.9562522172927856","0.9562522172927856","0.9562522172927856","5.434945106506348","5.434945106506348","5.434945106506348"
"94","5.176842212677002","5.176842212677002","5.176842212677002","0.8443295955657959","0.8443295955657959","0.8443295955657959","0.0547558069229126","0.0547558069229126","0.0547558069229126","0","0","0","0","0","0","0.11138856410980225","0.11138856410980225","0.11138856410980225","0.5829751491546631","0.5829751491546631","0.5829751491546631","3.769472122192383","3.769472122192383","3.769472122192383"
"96","3.5413503646850586","3.5413503646850586","3.5413503646850586","1.1741071939468384","1.1741071939468384","1.1741071939468384","0.20110458135604858","0.20110458135604858","0.20110458135604858","0","0","0","0","0","0","0.14982670545578003","0.14982670545578003","0.14982670545578003","0.8315175771713257","0.8315175771713257","0.8315175771713257","7.102295875549316","7.102295875549316","7.102295875549316"
"98","2.832382917404175","2.832382917404175","2.832382917404175","0.25353729724884033","0.25353729724884033","0.25353729724884033","0.04822850227355957","0.04822850227355957","0.04822850227355957","0","0","0","0","0","0","0.07609248161315918","0.07609248161315918","0.07609248161315918","0.7587134838104248","0.7587134838104248","0.7587134838104248","2.135634422302246","2.135634422302246","2.135634422302246"
"100","1.5092790126800537","1.5092790126800537","1.5092790126800537","0.34626126289367676","0.34626126289367676","0.34626126289367676","0.018164515495300293","0.018164515495300293","0.018164515495300293","0","0","0","0","0","0","0.019093751907348633","0.019093751907348633","0.019093751907348633","0.27827024459838867","0.27827024459838867","0.27827024459838867","1.8395334482192993","1.8395334482192993","1.8395334482192993"
"102","0.5291104316711426","0.5291104316711426","0.5291104316711426","0.17420947551727295","0.17420947551727295","0.17420947551727295","0.05228966474533081","0.05228966474533081","0.05228966474533081","0","0","0","0","0","0","0.0333365797996521","0.0333365797996521","0.0333365797996521","0.4775881767272949","0.4775881767272949","0.4775881767272949","0.9976774454116821","0.9976774454116821","0.9976774454116821"
"104","4.614010334014893","4.614010334014893","4.614010334014893","1.0128766298294067","1.0128766298294067","1.0128766298294067","0.008684098720550537","0.008684098720550537","0.008684098720550537","0","0","0","0","0","0","0.03064572811126709","0.03064572811126709","0.03064572811126709","0.2522319555282593","0.2522319555282593","0.2522319555282593","2.4988651275634766","2.4988651275634766","2.4988651275634766"
"106","1.33572518825531","1.33572518825531","1.33572518825531","0.4375278949737549","0.4375278949737549","0.4375278949737549","0.036311447620391846","0.036311447620391846","0.036311447620391846","0","0","0","0","0","0","0.025248229503631592","0.025248229503631592","0.025248229503631592","0.41234493255615234","0.41234493255615234","0.41234493255615234","1.1648088693618774","1.1648088693618774","1.1648088693618774"
"108","2.3182482719421387","2.3182482719421387","2.3182482719421387","0.14016330242156982","0.14016330242156982","0.14016330242156982","0.01444309949874878","0.01444309949874878","0.01444309949874878","0","0","0","0","0","0","0.015444159507751465","0.015444159507751465","0.015444159507751465","0.16309022903442383","0.16309022903442383","0.16309022903442383","2.8012096881866455","2.8012096881866455","2.8012096881866455"
"110","3.3171772956848145","3.3171772956848145","3.3171772956848145","0.24059712886810303","0.24059712886810303","0.24059712886810303","0.033943355083465576","0.033943355083465576","0.033943355083465576","0","0","0","0","0","0","0.053724050521850586","0.053724050521850586","0.053724050521850586","0.4402637481689453","0.4402637481689453","0.4402637481689453","1.1363327503204346","1.1363327503204346","1.1363327503204346"
"112","1.3999640941619873","1.3999640941619873","1.3999640941619873","0.041303038597106934","0.041303038597106934","0.041303038597106934","0.007328391075134277","0.007328391075134277","0.007328391075134277","0","0","0","0","0","0","0.018177032470703125","0.018177032470703125","0.018177032470703125","0.055018067359924316","0.055018067359924316","0.055018067359924316","1.3264566659927368","1.3264566659927368","1.3264566659927368"
"114","2.3629069328308105","2.3629069328308105","2.3629069328308105","0.522834062576294","0.522834062576294","0.522834062576294","0.16206800937652588","0.16206800937652588","0.16206800937652588","0","0","0","0","0","0","0.03119140863418579","0.03119140863418579","0.03119140863418579","0.9628444910049438","0.9628444910049438","0.9628444910049438","3.7698001861572266","3.7698001861572266","3.7698001861572266"
"116","1.2265592813491821","1.2265592813491821","1.2265592813491821","0.41064023971557617","0.41064023971557617","0.41064023971557617","0.08984982967376709","0.08984982967376709","0.08984982967376709","0","0","0","0","0","0","0.044656991958618164","0.044656991958618164","0.044656991958618164","0.6875395774841309","0.6875395774841309","0.6875395774841309","1.9710510969161987","1.9710510969161987","1.9710510969161987"
"118","2.0268707275390625","2.0268707275390625","2.0268707275390625","0.43563246726989746","0.43563246726989746","0.43563246726989746","0.053310394287109375","0.053310394287109375","0.053310394287109375","0","0","0","0","0","0","0.2000710368156433","0.2000710368156433","0.2000710368156433","0.8119970560073853","0.8119970560073853","0.8119970560073853","1.3630986213684082","1.3630986213684082","1.3630986213684082"
"120","2.5891809463500977","2.5891809463500977","2.5891809463500977","0.4073113203048706","0.4073113203048706","0.4073113203048706","0.0628805160522461","0.0628805160522461","0.0628805160522461","0","0","0","0","0","0","0.023581981658935547","0.023581981658935547","0.023581981658935547","0.5409389734268188","0.5409389734268188","0.5409389734268188","2.262935161590576","2.262935161590576","2.262935161590576"
"122","2.154186248779297","2.154186248779297","2.154186248779297","0.11875927448272705","0.11875927448272705","0.11875927448272705","0.020575523376464844","0.020575523376464844","0.020575523376464844","0","0","0","0","0","0","0.011118054389953613","0.011118054389953613","0.011118054389953613","0.05961954593658447","0.05961954593658447","0.05961954593658447","1.6582757234573364","1.6582757234573364","1.6582757234573364"
"124","1.1961311101913452","1.1961311101913452","1.1961311101913452","0.47760307788848877","0.47760307788848877","0.47760307788848877","0.037651658058166504","0.037651658058166504","0.037651658058166504","0","0","0","0","0","0","0.011790990829467773","0.011790990829467773","0.011790990829467773","0.654718279838562","0.654718279838562","0.654718279838562","1.2804418802261353","1.2804418802261353","1.2804418802261353"
"126","0.8998513221740723","0.8998513221740723","0.8998513221740723","0.3505885601043701","0.3505885601043701","0.3505885601043701","0.011789500713348389","0.011789500713348389","0.011789500713348389","0","0","0","0","0","0","0.04909873008728027","0.04909873008728027","0.04909873008728027","0.6213337182998657","0.6213337182998657","0.6213337182998657","1.3664811849594116","1.3664811849594116","1.3664811849594116"
"128","0.6441175937652588","0.6441175937652588","0.6441175937652588","0.38802623748779297","0.38802623748779297","0.38802623748779297","0.0926363468170166","0.0926363468170166","0.0926363468170166","0","0","0","0","0","0","0.04121631383895874","0.04121631383895874","0.04121631383895874","0.07558166980743408","0.07558166980743408","0.07558166980743408","1.1637508869171143","1.1637508869171143","1.1637508869171143"
"130","1.0961741209030151","1.0961741209030151","1.0961741209030151","0.3840446472167969","0.3840446472167969","0.3840446472167969","0.023789405822753906","0.023789405822753906","0.023789405822753906","0","0","0","0","0","0","0.014202892780303955","0.014202892780303955","0.014202892780303955","0.19467473030090332","0.19467473030090332","0.19467473030090332","2.0678937435150146","2.0678937435150146","2.0678937435150146"
"132","2.777308225631714","2.777308225631714","2.777308225631714","1.8335163593292236","1.8335163593292236","1.8335163593292236","0.08304715156555176","0.08304715156555176","0.08304715156555176","0","0","0","0","0","0","0.06496161222457886","0.06496161222457886","0.06496161222457886","0.5169212818145752","0.5169212818145752","0.5169212818145752","1.56460702419281","1.56460702419281","1.56460702419281"
"134","2.418428659439087","2.418428659439087","2.418428659439087","0.13545453548431396","0.13545453548431396","0.13545453548431396","0.054396986961364746","0.054396986961364746","0.054396986961364746","0","0","0","0","0","0","0.01148134469985962","0.01148134469985962","0.01148134469985962","0.6253480911254883","0.6253480911254883","0.6253480911254883","1.802876591682434","1.802876591682434","1.802876591682434"
"136","1.6172677278518677","1.6172677278518677","1.6172677278518677","0.294002890586853","0.294002890586853","0.294002890586853","0.015338659286499023","0.015338659286499023","0.015338659286499023","0","0","0","0","0","0","0.017515718936920166","0.017515718936920166","0.017515718936920166","0.1709073781967163","0.1709073781967163","0.1709073781967163","0.7527321577072144","0.7527321577072144","0.7527321577072144"
"138","1.3277679681777954","1.3277679681777954","1.3277679681777954","0.36629438400268555","0.36629438400268555","0.36629438400268555","0.02878814935684204","0.02878814935684204","0.02878814935684204","0","0","0","0","0","0","0.013318955898284912","0.013318955898284912","0.013318955898284912","0.06637275218963623","0.06637275218963623","0.06637275218963623","0.6493926048278809","0.6493926048278809","0.6493926048278809"
