"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MAX"
"114","3.5711445808410645","3.5711445808410645","3.5711445808410645","2.1541755199432373","2.1541755199432373","2.1541755199432373","1.5955419540405273","1.5955419540405273","1.5955419540405273","1.1928563117980957","1.1928563117980957","1.1928563117980957","1.1940665245056152","1.1940665245056152","1.1940665245056152","1.412443995475769","1.412443995475769","1.412443995475769","2.2281322479248047","2.2281322479248047","2.2281322479248047","4.132946014404297","4.132946014404297","4.132946014404297"
"116","3.6250500679016113","3.6250500679016113","3.6250500679016113","2.0238819122314453","2.0238819122314453","2.0238819122314453","1.3530521392822266","1.3530521392822266","1.3530521392822266","1.1438432931900024","1.1438432931900024","1.1438432931900024","1.1421318054199219","1.1421318054199219","1.1421318054199219","1.3708311319351196","1.3708311319351196","1.3708311319351196","2.083615779876709","2.083615779876709","2.083615779876709","4.19679069519043","4.19679069519043","4.19679069519043"
"118","3.2589426040649414","3.2589426040649414","3.2589426040649414","1.6431940793991089","1.6431940793991089","1.6431940793991089","1.2317181825637817","1.2317181825637817","1.2317181825637817","1.1213992834091187","1.1213992834091187","1.1213992834091187","1.1323885917663574","1.1323885917663574","1.1323885917663574","1.1867974996566772","1.1867974996566772","1.1867974996566772","1.8129714727401733","1.8129714727401733","1.8129714727401733","4.088840484619141","4.088840484619141","4.088840484619141"
"120","3.454339027404785","3.454339027404785","3.454339027404785","1.7969300746917725","1.7969300746917725","1.7969300746917725","1.2866995334625244","1.2866995334625244","1.2866995334625244","1.1452196836471558","1.1452196836471558","1.1452196836471558","1.1367677450180054","1.1367677450180054","1.1367677450180054","1.170541524887085","1.170541524887085","1.170541524887085","1.5830656290054321","1.5830656290054321","1.5830656290054321","3.8299455642700195","3.8299455642700195","3.8299455642700195"
"122","3.469392776489258","3.469392776489258","3.469392776489258","1.7248542308807373","1.7248542308807373","1.7248542308807373","1.2884273529052734","1.2884273529052734","1.2884273529052734","1.1190600395202637","1.1190600395202637","1.1190600395202637","1.1789805889129639","1.1789805889129639","1.1789805889129639","1.477369785308838","1.477369785308838","1.477369785308838","2.227403163909912","2.227403163909912","2.227403163909912","4.1668548583984375","4.1668548583984375","4.1668548583984375"
"124","3.0548415184020996","3.0548415184020996","3.0548415184020996","1.61077082157135","1.61077082157135","1.61077082157135","1.3239941596984863","1.3239941596984863","1.3239941596984863","1.124081015586853","1.124081015586853","1.124081015586853","1.1336002349853516","1.1336002349853516","1.1336002349853516","1.196890115737915","1.196890115737915","1.196890115737915","1.6825153827667236","1.6825153827667236","1.6825153827667236","3.7183847427368164","3.7183847427368164","3.7183847427368164"
"126","3.5613656044006348","3.5613656044006348","3.5613656044006348","1.9238137006759644","1.9238137006759644","1.9238137006759644","1.5205180644989014","1.5205180644989014","1.5205180644989014","1.194604516029358","1.194604516029358","1.194604516029358","1.1706024408340454","1.1706024408340454","1.1706024408340454","1.5143499374389648","1.5143499374389648","1.5143499374389648","1.8324329853057861","1.8324329853057861","1.8324329853057861","4.261910438537598","4.261910438537598","4.261910438537598"
"128","3.1814591884613037","3.1814591884613037","3.1814591884613037","1.7381689548492432","1.7381689548492432","1.7381689548492432","1.251434087753296","1.251434087753296","1.251434087753296","1.1436952352523804","1.1436952352523804","1.1436952352523804","1.12808358669281","1.12808358669281","1.12808358669281","1.1771321296691895","1.1771321296691895","1.1771321296691895","1.6329238414764404","1.6329238414764404","1.6329238414764404","3.691120147705078","3.691120147705078","3.691120147705078"
"130","2.9685869216918945","2.9685869216918945","2.9685869216918945","1.4752815961837769","1.4752815961837769","1.4752815961837769","1.3433020114898682","1.3433020114898682","1.3433020114898682","1.112673282623291","1.112673282623291","1.112673282623291","1.1163380146026611","1.1163380146026611","1.1163380146026611","1.2076611518859863","1.2076611518859863","1.2076611518859863","1.629009485244751","1.629009485244751","1.629009485244751","3.6769204139709473","3.6769204139709473","3.6769204139709473"
"132","3.30438232421875","3.30438232421875","3.30438232421875","1.8014569282531738","1.8014569282531738","1.8014569282531738","1.2745428085327148","1.2745428085327148","1.2745428085327148","1.1267204284667969","1.1267204284667969","1.1267204284667969","1.2606141567230225","1.2606141567230225","1.2606141567230225","1.4457200765609741","1.4457200765609741","1.4457200765609741","1.8521997928619385","1.8521997928619385","1.8521997928619385","4.046497344970703","4.046497344970703","4.046497344970703"
"134","2.9713668823242188","2.9713668823242188","2.9713668823242188","1.4607703685760498","1.4607703685760498","1.4607703685760498","1.1990258693695068","1.1990258693695068","1.1990258693695068","1.1097077131271362","1.1097077131271362","1.1097077131271362","1.109968900680542","1.109968900680542","1.109968900680542","1.1586129665374756","1.1586129665374756","1.1586129665374756","1.585426926612854","1.585426926612854","1.585426926612854","3.6010074615478516","3.6010074615478516","3.6010074615478516"
"136","2.9563450813293457","2.9563450813293457","2.9563450813293457","1.513142704963684","1.513142704963684","1.513142704963684","1.1731479167938232","1.1731479167938232","1.1731479167938232","1.1209757328033447","1.1209757328033447","1.1209757328033447","1.1121456623077393","1.1121456623077393","1.1121456623077393","1.1830819845199585","1.1830819845199585","1.1830819845199585","1.6073474884033203","1.6073474884033203","1.6073474884033203","3.622427463531494","3.622427463531494","3.622427463531494"
"138","2.8999016284942627","2.8999016284942627","2.8999016284942627","1.434654951095581","1.434654951095581","1.434654951095581","1.245102882385254","1.245102882385254","1.245102882385254","1.1093807220458984","1.1093807220458984","1.1093807220458984","1.115588903427124","1.115588903427124","1.115588903427124","1.1785509586334229","1.1785509586334229","1.1785509586334229","1.5985223054885864","1.5985223054885864","1.5985223054885864","3.7104034423828125","3.7104034423828125","3.7104034423828125"
"140","3.4697656631469727","3.4697656631469727","3.4697656631469727","2.145768880844116","2.145768880844116","2.145768880844116","1.687121868133545","1.687121868133545","1.687121868133545","1.2779150009155273","1.2779150009155273","1.2779150009155273","1.1265616416931152","1.1265616416931152","1.1265616416931152","1.1544313430786133","1.1544313430786133","1.1544313430786133","1.5893785953521729","1.5893785953521729","1.5893785953521729","3.8343372344970703","3.8343372344970703","3.8343372344970703"
"142","3.0681090354919434","3.0681090354919434","3.0681090354919434","1.599635362625122","1.599635362625122","1.599635362625122","1.2094714641571045","1.2094714641571045","1.2094714641571045","1.1287598609924316","1.1287598609924316","1.1287598609924316","1.1406736373901367","1.1406736373901367","1.1406736373901367","1.2086505889892578","1.2086505889892578","1.2086505889892578","1.613764762878418","1.613764762878418","1.613764762878418","3.6735315322875977","3.6735315322875977","3.6735315322875977"
"144","2.947011947631836","2.947011947631836","2.947011947631836","1.6891037225723267","1.6891037225723267","1.6891037225723267","1.1693713665008545","1.1693713665008545","1.1693713665008545","1.1283154487609863","1.1283154487609863","1.1283154487609863","1.1186922788619995","1.1186922788619995","1.1186922788619995","1.196496844291687","1.196496844291687","1.196496844291687","1.4625537395477295","1.4625537395477295","1.4625537395477295","3.665102005004883","3.665102005004883","3.665102005004883"
"146","3.0109803676605225","3.0109803676605225","3.0109803676605225","1.7064838409423828","1.7064838409423828","1.7064838409423828","1.1686110496520996","1.1686110496520996","1.1686110496520996","1.1471670866012573","1.1471670866012573","1.1471670866012573","1.127157211303711","1.127157211303711","1.127157211303711","1.1477710008621216","1.1477710008621216","1.1477710008621216","1.4454429149627686","1.4454429149627686","1.4454429149627686","3.699860095977783","3.699860095977783","3.699860095977783"
"148","3.076056957244873","3.076056957244873","3.076056957244873","1.709369421005249","1.709369421005249","1.709369421005249","1.2139514684677124","1.2139514684677124","1.2139514684677124","1.1490583419799805","1.1490583419799805","1.1490583419799805","1.1602174043655396","1.1602174043655396","1.1602174043655396","1.2354753017425537","1.2354753017425537","1.2354753017425537","1.6638691425323486","1.6638691425323486","1.6638691425323486","3.7944839000701904","3.7944839000701904","3.7944839000701904"
"150","3.048598289489746","3.048598289489746","3.048598289489746","1.6660072803497314","1.6660072803497314","1.6660072803497314","1.1657593250274658","1.1657593250274658","1.1657593250274658","1.1392464637756348","1.1392464637756348","1.1392464637756348","1.1324045658111572","1.1324045658111572","1.1324045658111572","1.171129584312439","1.171129584312439","1.171129584312439","1.4413046836853027","1.4413046836853027","1.4413046836853027","3.8835158348083496","3.8835158348083496","3.8835158348083496"
"152","2.84757661819458","2.84757661819458","2.84757661819458","1.496709942817688","1.496709942817688","1.496709942817688","1.178938388824463","1.178938388824463","1.178938388824463","1.2605520486831665","1.2605520486831665","1.2605520486831665","1.1439543962478638","1.1439543962478638","1.1439543962478638","1.1559650897979736","1.1559650897979736","1.1559650897979736","1.3997974395751953","1.3997974395751953","1.3997974395751953","3.5635170936584473","3.5635170936584473","3.5635170936584473"
"154","2.8360724449157715","2.8360724449157715","2.8360724449157715","1.4699944257736206","1.4699944257736206","1.4699944257736206","1.1617138385772705","1.1617138385772705","1.1617138385772705","1.1265408992767334","1.1265408992767334","1.1265408992767334","1.1322362422943115","1.1322362422943115","1.1322362422943115","1.203624963760376","1.203624963760376","1.203624963760376","1.6322717666625977","1.6322717666625977","1.6322717666625977","4.638729095458984","4.638729095458984","4.638729095458984"
"156","2.9685750007629395","2.9685750007629395","2.9685750007629395","1.6473972797393799","1.6473972797393799","1.6473972797393799","1.3423478603363037","1.3423478603363037","1.3423478603363037","1.1306124925613403","1.1306124925613403","1.1306124925613403","1.1344307661056519","1.1344307661056519","1.1344307661056519","1.2578717470169067","1.2578717470169067","1.2578717470169067","1.7109673023223877","1.7109673023223877","1.7109673023223877","3.5715761184692383","3.5715761184692383","3.5715761184692383"
"158","3.2186930179595947","3.2186930179595947","3.2186930179595947","1.843671202659607","1.843671202659607","1.843671202659607","1.6753394603729248","1.6753394603729248","1.6753394603729248","1.205957293510437","1.205957293510437","1.205957293510437","1.1737983226776123","1.1737983226776123","1.1737983226776123","1.4303157329559326","1.4303157329559326","1.4303157329559326","1.908380150794983","1.908380150794983","1.908380150794983","3.827521562576294","3.827521562576294","3.827521562576294"
"160","2.8902199268341064","2.8902199268341064","2.8902199268341064","1.614746332168579","1.614746332168579","1.614746332168579","1.1620473861694336","1.1620473861694336","1.1620473861694336","1.1354066133499146","1.1354066133499146","1.1354066133499146","1.116043210029602","1.116043210029602","1.116043210029602","1.1463769674301147","1.1463769674301147","1.1463769674301147","1.434006929397583","1.434006929397583","1.434006929397583","3.4535107612609863","3.4535107612609863","3.4535107612609863"
"162","2.8284335136413574","2.8284335136413574","2.8284335136413574","1.515148639678955","1.515148639678955","1.515148639678955","1.7909820079803467","1.7909820079803467","1.7909820079803467","1.1194286346435547","1.1194286346435547","1.1194286346435547","1.1270477771759033","1.1270477771759033","1.1270477771759033","1.146052360534668","1.146052360534668","1.146052360534668","1.3981982469558716","1.3981982469558716","1.3981982469558716","3.40545654296875","3.40545654296875","3.40545654296875"
"164","2.774292469024658","2.774292469024658","2.774292469024658","1.6046624183654785","1.6046624183654785","1.6046624183654785","1.2061631679534912","1.2061631679534912","1.2061631679534912","1.1314332485198975","1.1314332485198975","1.1314332485198975","1.118990421295166","1.118990421295166","1.118990421295166","1.1651606559753418","1.1651606559753418","1.1651606559753418","1.5424458980560303","1.5424458980560303","1.5424458980560303","3.2796902656555176","3.2796902656555176","3.2796902656555176"
"166","2.541285991668701","2.541285991668701","2.541285991668701","1.3786430358886719","1.3786430358886719","1.3786430358886719","1.1924474239349365","1.1924474239349365","1.1924474239349365","1.1159878969192505","1.1159878969192505","1.1159878969192505","1.1149189472198486","1.1149189472198486","1.1149189472198486","1.150620460510254","1.150620460510254","1.150620460510254","1.4272003173828125","1.4272003173828125","1.4272003173828125","3.178340196609497","3.178340196609497","3.178340196609497"
"168","2.6619110107421875","2.6619110107421875","2.6619110107421875","1.4021809101104736","1.4021809101104736","1.4021809101104736","1.129259705543518","1.129259705543518","1.129259705543518","1.1298096179962158","1.1298096179962158","1.1298096179962158","1.124304175376892","1.124304175376892","1.124304175376892","1.1292370557785034","1.1292370557785034","1.1292370557785034","1.3399076461791992","1.3399076461791992","1.3399076461791992","3.268676519393921","3.268676519393921","3.268676519393921"
"170","2.470432758331299","2.470432758331299","2.470432758331299","1.2809704542160034","1.2809704542160034","1.2809704542160034","1.1236414909362793","1.1236414909362793","1.1236414909362793","1.114222764968872","1.114222764968872","1.114222764968872","1.113189935684204","1.113189935684204","1.113189935684204","1.1225037574768066","1.1225037574768066","1.1225037574768066","1.3216547966003418","1.3216547966003418","1.3216547966003418","3.1071619987487793","3.1071619987487793","3.1071619987487793"
"172","2.5820579528808594","2.5820579528808594","2.5820579528808594","1.5072786808013916","1.5072786808013916","1.5072786808013916","1.2896718978881836","1.2896718978881836","1.2896718978881836","1.1292507648468018","1.1292507648468018","1.1292507648468018","1.1176153421401978","1.1176153421401978","1.1176153421401978","1.1827861070632935","1.1827861070632935","1.1827861070632935","1.5081748962402344","1.5081748962402344","1.5081748962402344","3.1143877506256104","3.1143877506256104","3.1143877506256104"
"174","2.3947126865386963","2.3947126865386963","2.3947126865386963","1.305971384048462","1.305971384048462","1.305971384048462","1.1369822025299072","1.1369822025299072","1.1369822025299072","1.1049013137817383","1.1049013137817383","1.1049013137817383","1.112116813659668","1.112116813659668","1.112116813659668","1.1371235847473145","1.1371235847473145","1.1371235847473145","1.359405279159546","1.359405279159546","1.359405279159546","3.1245903968811035","3.1245903968811035","3.1245903968811035"
"176","2.7465600967407227","2.7465600967407227","2.7465600967407227","1.7283576726913452","1.7283576726913452","1.7283576726913452","1.28145432472229","1.28145432472229","1.28145432472229","1.148287296295166","1.148287296295166","1.148287296295166","1.1352570056915283","1.1352570056915283","1.1352570056915283","1.2479016780853271","1.2479016780853271","1.2479016780853271","1.6362897157669067","1.6362897157669067","1.6362897157669067","3.208273410797119","3.208273410797119","3.208273410797119"
"178","2.444502592086792","2.444502592086792","2.444502592086792","1.4319517612457275","1.4319517612457275","1.4319517612457275","1.1412527561187744","1.1412527561187744","1.1412527561187744","1.130550503730774","1.130550503730774","1.130550503730774","1.131603479385376","1.131603479385376","1.131603479385376","1.161279559135437","1.161279559135437","1.161279559135437","1.5366650819778442","1.5366650819778442","1.5366650819778442","3.2353971004486084","3.2353971004486084","3.2353971004486084"
"180","2.5832741260528564","2.5832741260528564","2.5832741260528564","1.5569944381713867","1.5569944381713867","1.5569944381713867","1.183882236480713","1.183882236480713","1.183882236480713","1.1414941549301147","1.1414941549301147","1.1414941549301147","1.1193944215774536","1.1193944215774536","1.1193944215774536","1.1871410608291626","1.1871410608291626","1.1871410608291626","1.4855585098266602","1.4855585098266602","1.4855585098266602","3.0906920433044434","3.0906920433044434","3.0906920433044434"
"182","2.4179396629333496","2.4179396629333496","2.4179396629333496","1.3987855911254883","1.3987855911254883","1.3987855911254883","1.121800422668457","1.121800422668457","1.121800422668457","1.1346899271011353","1.1346899271011353","1.1346899271011353","1.1281129121780396","1.1281129121780396","1.1281129121780396","1.1569302082061768","1.1569302082061768","1.1569302082061768","1.3530848026275635","1.3530848026275635","1.3530848026275635","3.298330307006836","3.298330307006836","3.298330307006836"
"184","2.711968421936035","2.711968421936035","2.711968421936035","1.6441428661346436","1.6441428661346436","1.6441428661346436","1.309105396270752","1.309105396270752","1.309105396270752","1.165515661239624","1.165515661239624","1.165515661239624","1.1780500411987305","1.1780500411987305","1.1780500411987305","1.374948501586914","1.374948501586914","1.374948501586914","1.8162808418273926","1.8162808418273926","1.8162808418273926","3.2466976642608643","3.2466976642608643","3.2466976642608643"
"186","2.5140862464904785","2.5140862464904785","2.5140862464904785","1.469718337059021","1.469718337059021","1.469718337059021","1.2041572332382202","1.2041572332382202","1.2041572332382202","1.1345614194869995","1.1345614194869995","1.1345614194869995","1.1293013095855713","1.1293013095855713","1.1293013095855713","1.2274086475372314","1.2274086475372314","1.2274086475372314","1.541238784790039","1.541238784790039","1.541238784790039","3.172332286834717","3.172332286834717","3.172332286834717"
"188","2.2891860008239746","2.2891860008239746","2.2891860008239746","1.3701846599578857","1.3701846599578857","1.3701846599578857","1.177594780921936","1.177594780921936","1.177594780921936","1.1063454151153564","1.1063454151153564","1.1063454151153564","1.1112360954284668","1.1112360954284668","1.1112360954284668","1.151733636856079","1.151733636856079","1.151733636856079","1.4150350093841553","1.4150350093841553","1.4150350093841553","2.9158778190612793","2.9158778190612793","2.9158778190612793"
"190","2.684014320373535","2.684014320373535","2.684014320373535","1.4661084413528442","1.4661084413528442","1.4661084413528442","1.1842105388641357","1.1842105388641357","1.1842105388641357","1.1810261011123657","1.1810261011123657","1.1810261011123657","1.1395792961120605","1.1395792961120605","1.1395792961120605","1.2143406867980957","1.2143406867980957","1.2143406867980957","1.6098617315292358","1.6098617315292358","1.6098617315292358","3.036393642425537","3.036393642425537","3.036393642425537"
"192","2.561927318572998","2.561927318572998","2.561927318572998","1.63612699508667","1.63612699508667","1.63612699508667","1.322320818901062","1.322320818901062","1.322320818901062","1.1608613729476929","1.1608613729476929","1.1608613729476929","1.1445789337158203","1.1445789337158203","1.1445789337158203","1.2248485088348389","1.2248485088348389","1.2248485088348389","1.773056983947754","1.773056983947754","1.773056983947754","3.136021375656128","3.136021375656128","3.136021375656128"
"194","2.110945701599121","2.110945701599121","2.110945701599121","1.2701854705810547","1.2701854705810547","1.2701854705810547","1.2916741371154785","1.2916741371154785","1.2916741371154785","1.1112761497497559","1.1112761497497559","1.1112761497497559","1.1087079048156738","1.1087079048156738","1.1087079048156738","1.1223305463790894","1.1223305463790894","1.1223305463790894","1.7632508277893066","1.7632508277893066","1.7632508277893066","2.839714527130127","2.839714527130127","2.839714527130127"
"196","2.751171588897705","2.751171588897705","2.751171588897705","1.771148920059204","1.771148920059204","1.771148920059204","1.3053966760635376","1.3053966760635376","1.3053966760635376","1.1482911109924316","1.1482911109924316","1.1482911109924316","1.1732678413391113","1.1732678413391113","1.1732678413391113","1.2900309562683105","1.2900309562683105","1.2900309562683105","1.7707016468048096","1.7707016468048096","1.7707016468048096","3.0654149055480957","3.0654149055480957","3.0654149055480957"
"198","2.837725877761841","2.837725877761841","2.837725877761841","1.856019139289856","1.856019139289856","1.856019139289856","1.1846349239349365","1.1846349239349365","1.1846349239349365","1.1446701288223267","1.1446701288223267","1.1446701288223267","1.1699061393737793","1.1699061393737793","1.1699061393737793","1.319068193435669","1.319068193435669","1.319068193435669","1.9975876808166504","1.9975876808166504","1.9975876808166504","3.48128080368042","3.48128080368042","3.48128080368042"
"200","2.3557581901550293","2.3557581901550293","2.3557581901550293","1.4678997993469238","1.4678997993469238","1.4678997993469238","1.180274486541748","1.180274486541748","1.180274486541748","1.160974144935608","1.160974144935608","1.160974144935608","1.1487877368927002","1.1487877368927002","1.1487877368927002","1.1907038688659668","1.1907038688659668","1.1907038688659668","1.499467134475708","1.499467134475708","1.499467134475708","2.720980167388916","2.720980167388916","2.720980167388916"
"202","2.159677743911743","2.159677743911743","2.159677743911743","1.2866132259368896","1.2866132259368896","1.2866132259368896","1.111166000366211","1.111166000366211","1.111166000366211","1.1115278005599976","1.1115278005599976","1.1115278005599976","1.1114861965179443","1.1114861965179443","1.1114861965179443","1.115473985671997","1.115473985671997","1.115473985671997","1.3152488470077515","1.3152488470077515","1.3152488470077515","2.5861616134643555","2.5861616134643555","2.5861616134643555"
"204","2.4653708934783936","2.4653708934783936","2.4653708934783936","1.581845760345459","1.581845760345459","1.581845760345459","1.185213327407837","1.185213327407837","1.185213327407837","1.1359196901321411","1.1359196901321411","1.1359196901321411","1.1357693672180176","1.1357693672180176","1.1357693672180176","1.1627808809280396","1.1627808809280396","1.1627808809280396","1.4675827026367188","1.4675827026367188","1.4675827026367188","2.7414121627807617","2.7414121627807617","2.7414121627807617"
"206","2.046450138092041","2.046450138092041","2.046450138092041","1.3329846858978271","1.3329846858978271","1.3329846858978271","1.1444644927978516","1.1444644927978516","1.1444644927978516","1.1191561222076416","1.1191561222076416","1.1191561222076416","1.1216562986373901","1.1216562986373901","1.1216562986373901","1.1361064910888672","1.1361064910888672","1.1361064910888672","1.402449131011963","1.402449131011963","1.402449131011963","2.73460054397583","2.73460054397583","2.73460054397583"
"208","2.192929267883301","2.192929267883301","2.192929267883301","1.5414966344833374","1.5414966344833374","1.5414966344833374","1.1972742080688477","1.1972742080688477","1.1972742080688477","1.154494285583496","1.154494285583496","1.154494285583496","1.1380122900009155","1.1380122900009155","1.1380122900009155","1.1758065223693848","1.1758065223693848","1.1758065223693848","1.3183832168579102","1.3183832168579102","1.3183832168579102","3.092320680618286","3.092320680618286","3.092320680618286"
"210","2.0006425380706787","2.0006425380706787","2.0006425380706787","1.3870515823364258","1.3870515823364258","1.3870515823364258","1.141435146331787","1.141435146331787","1.141435146331787","1.1259198188781738","1.1259198188781738","1.1259198188781738","1.1277940273284912","1.1277940273284912","1.1277940273284912","1.1315312385559082","1.1315312385559082","1.1315312385559082","1.2459758520126343","1.2459758520126343","1.2459758520126343","2.5872955322265625","2.5872955322265625","2.5872955322265625"
"212","2.614121198654175","2.614121198654175","2.614121198654175","1.99855375289917","1.99855375289917","1.99855375289917","1.63775634765625","1.63775634765625","1.63775634765625","1.1817137002944946","1.1817137002944946","1.1817137002944946","1.1871808767318726","1.1871808767318726","1.1871808767318726","1.4827275276184082","1.4827275276184082","1.4827275276184082","1.8561758995056152","1.8561758995056152","1.8561758995056152","2.7380788326263428","2.7380788326263428","2.7380788326263428"
"214","2.004115343093872","2.004115343093872","2.004115343093872","1.265010118484497","1.265010118484497","1.265010118484497","1.1329671144485474","1.1329671144485474","1.1329671144485474","1.1142678260803223","1.1142678260803223","1.1142678260803223","1.1093050241470337","1.1093050241470337","1.1093050241470337","1.1346230506896973","1.1346230506896973","1.1346230506896973","1.3411290645599365","1.3411290645599365","1.3411290645599365","2.4563653469085693","2.4563653469085693","2.4563653469085693"
"216","2.243569850921631","2.243569850921631","2.243569850921631","1.5910431146621704","1.5910431146621704","1.5910431146621704","1.1563810110092163","1.1563810110092163","1.1563810110092163","1.1404153108596802","1.1404153108596802","1.1404153108596802","1.1420878171920776","1.1420878171920776","1.1420878171920776","1.1575884819030762","1.1575884819030762","1.1575884819030762","1.5853720903396606","1.5853720903396606","1.5853720903396606","2.726707935333252","2.726707935333252","2.726707935333252"
"218","2.0182366371154785","2.0182366371154785","2.0182366371154785","1.4668844938278198","1.4668844938278198","1.4668844938278198","1.2349681854248047","1.2349681854248047","1.2349681854248047","1.1305369138717651","1.1305369138717651","1.1305369138717651","1.1270637512207031","1.1270637512207031","1.1270637512207031","1.1767659187316895","1.1767659187316895","1.1767659187316895","1.4347970485687256","1.4347970485687256","1.4347970485687256","2.281402111053467","2.281402111053467","2.281402111053467"
"220","1.9615100622177124","1.9615100622177124","1.9615100622177124","1.2324259281158447","1.2324259281158447","1.2324259281158447","1.1114412546157837","1.1114412546157837","1.1114412546157837","1.1144535541534424","1.1144535541534424","1.1144535541534424","1.1105270385742188","1.1105270385742188","1.1105270385742188","1.1151751279830933","1.1151751279830933","1.1151751279830933","1.2380955219268799","1.2380955219268799","1.2380955219268799","2.2132458686828613","2.2132458686828613","2.2132458686828613"
"222","2.108116626739502","2.108116626739502","2.108116626739502","1.588647723197937","1.588647723197937","1.588647723197937","1.2563177347183228","1.2563177347183228","1.2563177347183228","1.1603591442108154","1.1603591442108154","1.1603591442108154","1.1539453268051147","1.1539453268051147","1.1539453268051147","1.2254855632781982","1.2254855632781982","1.2254855632781982","1.6002233028411865","1.6002233028411865","1.6002233028411865","2.5125317573547363","2.5125317573547363","2.5125317573547363"
"224","1.8648985624313354","1.8648985624313354","1.8648985624313354","1.2282874584197998","1.2282874584197998","1.2282874584197998","1.133056402206421","1.133056402206421","1.133056402206421","1.1102832555770874","1.1102832555770874","1.1102832555770874","1.1176449060440063","1.1176449060440063","1.1176449060440063","1.1246724128723145","1.1246724128723145","1.1246724128723145","1.2532007694244385","1.2532007694244385","1.2532007694244385","2.18143367767334","2.18143367767334","2.18143367767334"
"226","2.2209582328796387","2.2209582328796387","2.2209582328796387","1.8957942724227905","1.8957942724227905","1.8957942724227905","1.5762284994125366","1.5762284994125366","1.5762284994125366","1.1381429433822632","1.1381429433822632","1.1381429433822632","1.1398868560791016","1.1398868560791016","1.1398868560791016","1.2087304592132568","1.2087304592132568","1.2087304592132568","1.3867731094360352","1.3867731094360352","1.3867731094360352","2.4817442893981934","2.4817442893981934","2.4817442893981934"
"228","1.930130958557129","1.930130958557129","1.930130958557129","1.3211830854415894","1.3211830854415894","1.3211830854415894","1.1888375282287598","1.1888375282287598","1.1888375282287598","1.109917402267456","1.109917402267456","1.109917402267456","1.1397390365600586","1.1397390365600586","1.1397390365600586","1.3505208492279053","1.3505208492279053","1.3505208492279053","1.4030237197875977","1.4030237197875977","1.4030237197875977","2.299086093902588","2.299086093902588","2.299086093902588"
"230","1.998640537261963","1.998640537261963","1.998640537261963","1.6025755405426025","1.6025755405426025","1.6025755405426025","1.214134693145752","1.214134693145752","1.214134693145752","1.1478580236434937","1.1478580236434937","1.1478580236434937","1.1319068670272827","1.1319068670272827","1.1319068670272827","1.16519296169281","1.16519296169281","1.16519296169281","1.504991054534912","1.504991054534912","1.504991054534912","2.2787458896636963","2.2787458896636963","2.2787458896636963"
