"Step","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b5_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_dual_waveform_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b0.1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_b1_DUAL_bs16 - cross_entropy_negative_s__MAX","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MIN","VOWELS_FILTER_B5_DEFAULTS_DUAL_bs16 - cross_entropy_negative_s__MAX"
"58","4.889348030090332","4.889348030090332","4.889348030090332","2.3641982078552246","2.3641982078552246","2.3641982078552246","1.3252716064453125","1.3252716064453125","1.3252716064453125","1.1290605068206787","1.1290605068206787","1.1290605068206787","1.1885179281234741","1.1885179281234741","1.1885179281234741","1.4260532855987549","1.4260532855987549","1.4260532855987549","4.040761947631836","4.040761947631836","4.040761947631836","5.1519880294799805","5.1519880294799805","5.1519880294799805"
"60","5.214399814605713","5.214399814605713","5.214399814605713","2.6715316772460938","2.6715316772460938","2.6715316772460938","1.6450517177581787","1.6450517177581787","1.6450517177581787","1.1497222185134888","1.1497222185134888","1.1497222185134888","1.1683478355407715","1.1683478355407715","1.1683478355407715","1.6497228145599365","1.6497228145599365","1.6497228145599365","4.171047210693359","4.171047210693359","4.171047210693359","5.359169960021973","5.359169960021973","5.359169960021973"
"62","5.162269115447998","5.162269115447998","5.162269115447998","2.738290786743164","2.738290786743164","2.738290786743164","1.8262810707092285","1.8262810707092285","1.8262810707092285","1.2246713638305664","1.2246713638305664","1.2246713638305664","1.20780348777771","1.20780348777771","1.20780348777771","1.8442431688308716","1.8442431688308716","1.8442431688308716","4.115180969238281","4.115180969238281","4.115180969238281","5.167771816253662","5.167771816253662","5.167771816253662"
"64","4.807655334472656","4.807655334472656","4.807655334472656","2.405005931854248","2.405005931854248","2.405005931854248","1.4908870458602905","1.4908870458602905","1.4908870458602905","1.1627602577209473","1.1627602577209473","1.1627602577209473","1.1554933786392212","1.1554933786392212","1.1554933786392212","1.5017294883728027","1.5017294883728027","1.5017294883728027","3.7653729915618896","3.7653729915618896","3.7653729915618896","4.874812126159668","4.874812126159668","4.874812126159668"
"66","4.488936424255371","4.488936424255371","4.488936424255371","2.17018461227417","2.17018461227417","2.17018461227417","1.3650100231170654","1.3650100231170654","1.3650100231170654","1.123769998550415","1.123769998550415","1.123769998550415","1.1190476417541504","1.1190476417541504","1.1190476417541504","1.3439159393310547","1.3439159393310547","1.3439159393310547","3.7344970703125","3.7344970703125","3.7344970703125","4.800216197967529","4.800216197967529","4.800216197967529"
"68","4.755000114440918","4.755000114440918","4.755000114440918","2.385509967803955","2.385509967803955","2.385509967803955","1.427241325378418","1.427241325378418","1.427241325378418","1.1300086975097656","1.1300086975097656","1.1300086975097656","1.1606682538986206","1.1606682538986206","1.1606682538986206","1.556757926940918","1.556757926940918","1.556757926940918","3.7973427772521973","3.7973427772521973","3.7973427772521973","4.895102024078369","4.895102024078369","4.895102024078369"
"70","4.612967491149902","4.612967491149902","4.612967491149902","2.293351888656616","2.293351888656616","2.293351888656616","1.435119390487671","1.435119390487671","1.435119390487671","1.1326457262039185","1.1326457262039185","1.1326457262039185","1.1507272720336914","1.1507272720336914","1.1507272720336914","1.4057235717773438","1.4057235717773438","1.4057235717773438","3.374035358428955","3.374035358428955","3.374035358428955","4.5743560791015625","4.5743560791015625","4.5743560791015625"
"72","4.553212642669678","4.553212642669678","4.553212642669678","2.322091579437256","2.322091579437256","2.322091579437256","1.5595307350158691","1.5595307350158691","1.5595307350158691","1.2023935317993164","1.2023935317993164","1.2023935317993164","1.1799815893173218","1.1799815893173218","1.1799815893173218","1.6141688823699951","1.6141688823699951","1.6141688823699951","3.403276205062866","3.403276205062866","3.403276205062866","4.974023818969727","4.974023818969727","4.974023818969727"
"74","4.30392599105835","4.30392599105835","4.30392599105835","2.1672773361206055","2.1672773361206055","2.1672773361206055","1.7226042747497559","1.7226042747497559","1.7226042747497559","1.1717315912246704","1.1717315912246704","1.1717315912246704","1.1609487533569336","1.1609487533569336","1.1609487533569336","1.4660707712173462","1.4660707712173462","1.4660707712173462","3.3447587490081787","3.3447587490081787","3.3447587490081787","4.753218650817871","4.753218650817871","4.753218650817871"
"76","4.150359153747559","4.150359153747559","4.150359153747559","1.9264646768569946","1.9264646768569946","1.9264646768569946","1.2171437740325928","1.2171437740325928","1.2171437740325928","1.112989902496338","1.112989902496338","1.112989902496338","1.115838646888733","1.115838646888733","1.115838646888733","1.227283000946045","1.227283000946045","1.227283000946045","3.088223695755005","3.088223695755005","3.088223695755005","4.430271625518799","4.430271625518799","4.430271625518799"
"78","4.21272087097168","4.21272087097168","4.21272087097168","2.070035934448242","2.070035934448242","2.070035934448242","1.407142162322998","1.407142162322998","1.407142162322998","1.1401631832122803","1.1401631832122803","1.1401631832122803","1.1408498287200928","1.1408498287200928","1.1408498287200928","1.2929824590682983","1.2929824590682983","1.2929824590682983","3.003955602645874","3.003955602645874","3.003955602645874","4.48150634765625","4.48150634765625","4.48150634765625"
"80","4.219666481018066","4.219666481018066","4.219666481018066","2.16806697845459","2.16806697845459","2.16806697845459","1.5764873027801514","1.5764873027801514","1.5764873027801514","1.2190214395523071","1.2190214395523071","1.2190214395523071","1.241558313369751","1.241558313369751","1.241558313369751","1.71461820602417","1.71461820602417","1.71461820602417","3.3144354820251465","3.3144354820251465","3.3144354820251465","4.650596618652344","4.650596618652344","4.650596618652344"
"82","3.845785617828369","3.845785617828369","3.845785617828369","1.7057147026062012","1.7057147026062012","1.7057147026062012","1.1981028318405151","1.1981028318405151","1.1981028318405151","1.1641383171081543","1.1641383171081543","1.1641383171081543","1.1222920417785645","1.1222920417785645","1.1222920417785645","1.2456560134887695","1.2456560134887695","1.2456560134887695","2.75530743598938","2.75530743598938","2.75530743598938","4.368386268615723","4.368386268615723","4.368386268615723"
"84","4.140496253967285","4.140496253967285","4.140496253967285","1.9117023944854736","1.9117023944854736","1.9117023944854736","1.3152447938919067","1.3152447938919067","1.3152447938919067","1.1187286376953125","1.1187286376953125","1.1187286376953125","1.1222676038742065","1.1222676038742065","1.1222676038742065","1.3517944812774658","1.3517944812774658","1.3517944812774658","2.7161731719970703","2.7161731719970703","2.7161731719970703","4.579164505004883","4.579164505004883","4.579164505004883"
"86","4.2449164390563965","4.2449164390563965","4.2449164390563965","2.091714859008789","2.091714859008789","2.091714859008789","1.504072904586792","1.504072904586792","1.504072904586792","1.1404695510864258","1.1404695510864258","1.1404695510864258","1.132856845855713","1.132856845855713","1.132856845855713","1.2625393867492676","1.2625393867492676","1.2625393867492676","2.804478645324707","2.804478645324707","2.804478645324707","4.418123245239258","4.418123245239258","4.418123245239258"
"88","4.392409324645996","4.392409324645996","4.392409324645996","2.270009994506836","2.270009994506836","2.270009994506836","1.7764370441436768","1.7764370441436768","1.7764370441436768","1.1550883054733276","1.1550883054733276","1.1550883054733276","1.157716989517212","1.157716989517212","1.157716989517212","1.7955632209777832","1.7955632209777832","1.7955632209777832","3.2336459159851074","3.2336459159851074","3.2336459159851074","4.954988479614258","4.954988479614258","4.954988479614258"
"90","3.533989667892456","3.533989667892456","3.533989667892456","1.5645408630371094","1.5645408630371094","1.5645408630371094","1.1396944522857666","1.1396944522857666","1.1396944522857666","1.1052398681640625","1.1052398681640625","1.1052398681640625","1.1060446500778198","1.1060446500778198","1.1060446500778198","1.19000244140625","1.19000244140625","1.19000244140625","2.463392734527588","2.463392734527588","2.463392734527588","4.117986679077148","4.117986679077148","4.117986679077148"
"92","3.8878326416015625","3.8878326416015625","3.8878326416015625","1.9416371583938599","1.9416371583938599","1.9416371583938599","1.3941171169281006","1.3941171169281006","1.3941171169281006","1.1947555541992188","1.1947555541992188","1.1947555541992188","1.153043270111084","1.153043270111084","1.153043270111084","1.5298811197280884","1.5298811197280884","1.5298811197280884","2.6325364112854004","2.6325364112854004","2.6325364112854004","4.527278900146484","4.527278900146484","4.527278900146484"
"94","3.6626968383789062","3.6626968383789062","3.6626968383789062","1.697019338607788","1.697019338607788","1.697019338607788","1.2019672393798828","1.2019672393798828","1.2019672393798828","1.1273610591888428","1.1273610591888428","1.1273610591888428","1.1133146286010742","1.1133146286010742","1.1133146286010742","1.2340812683105469","1.2340812683105469","1.2340812683105469","2.48395037651062","2.48395037651062","2.48395037651062","4.319877624511719","4.319877624511719","4.319877624511719"
"96","3.8402950763702393","3.8402950763702393","3.8402950763702393","1.9452555179595947","1.9452555179595947","1.9452555179595947","1.4355233907699585","1.4355233907699585","1.4355233907699585","1.166701316833496","1.166701316833496","1.166701316833496","1.1287059783935547","1.1287059783935547","1.1287059783935547","1.2422523498535156","1.2422523498535156","1.2422523498535156","2.4031853675842285","2.4031853675842285","2.4031853675842285","4.259981632232666","4.259981632232666","4.259981632232666"
"98","3.6330552101135254","3.6330552101135254","3.6330552101135254","1.9263463020324707","1.9263463020324707","1.9263463020324707","1.4629530906677246","1.4629530906677246","1.4629530906677246","1.1423966884613037","1.1423966884613037","1.1423966884613037","1.1585698127746582","1.1585698127746582","1.1585698127746582","1.2772825956344604","1.2772825956344604","1.2772825956344604","2.2659127712249756","2.2659127712249756","2.2659127712249756","4.010807991027832","4.010807991027832","4.010807991027832"
"100","3.6401262283325195","3.6401262283325195","3.6401262283325195","1.8844804763793945","1.8844804763793945","1.8844804763793945","1.5162014961242676","1.5162014961242676","1.5162014961242676","1.1552232503890991","1.1552232503890991","1.1552232503890991","1.1347898244857788","1.1347898244857788","1.1347898244857788","1.382680892944336","1.382680892944336","1.382680892944336","2.333167791366577","2.333167791366577","2.333167791366577","4.114975929260254","4.114975929260254","4.114975929260254"
"102","3.4315507411956787","3.4315507411956787","3.4315507411956787","1.757042407989502","1.757042407989502","1.757042407989502","2.0338714122772217","2.0338714122772217","2.0338714122772217","1.1427273750305176","1.1427273750305176","1.1427273750305176","1.1290695667266846","1.1290695667266846","1.1290695667266846","1.2850772142410278","1.2850772142410278","1.2850772142410278","2.1583118438720703","2.1583118438720703","2.1583118438720703","4.231153964996338","4.231153964996338","4.231153964996338"
"104","3.5745620727539062","3.5745620727539062","3.5745620727539062","1.8922574520111084","1.8922574520111084","1.8922574520111084","1.4364372491836548","1.4364372491836548","1.4364372491836548","1.146572232246399","1.146572232246399","1.146572232246399","1.1308287382125854","1.1308287382125854","1.1308287382125854","1.2995065450668335","1.2995065450668335","1.2995065450668335","2.1436948776245117","2.1436948776245117","2.1436948776245117","4.343008995056152","4.343008995056152","4.343008995056152"
"106","3.4246537685394287","3.4246537685394287","3.4246537685394287","1.7383792400360107","1.7383792400360107","1.7383792400360107","1.3964180946350098","1.3964180946350098","1.3964180946350098","1.1744823455810547","1.1744823455810547","1.1744823455810547","1.1318330764770508","1.1318330764770508","1.1318330764770508","1.2707412242889404","1.2707412242889404","1.2707412242889404","2.1503825187683105","2.1503825187683105","2.1503825187683105","4.031320571899414","4.031320571899414","4.031320571899414"
"108","3.5294649600982666","3.5294649600982666","3.5294649600982666","1.8611139059066772","1.8611139059066772","1.8611139059066772","1.3919191360473633","1.3919191360473633","1.3919191360473633","1.1296194791793823","1.1296194791793823","1.1296194791793823","1.1630803346633911","1.1630803346633911","1.1630803346633911","1.3475319147109985","1.3475319147109985","1.3475319147109985","2.160085678100586","2.160085678100586","2.160085678100586","4.138625144958496","4.138625144958496","4.138625144958496"
"110","3.4340085983276367","3.4340085983276367","3.4340085983276367","1.6360738277435303","1.6360738277435303","1.6360738277435303","1.3456834554672241","1.3456834554672241","1.3456834554672241","1.1714460849761963","1.1714460849761963","1.1714460849761963","1.1807172298431396","1.1807172298431396","1.1807172298431396","1.2783303260803223","1.2783303260803223","1.2783303260803223","1.9848096370697021","1.9848096370697021","1.9848096370697021","4.105027198791504","4.105027198791504","4.105027198791504"
"112","3.453709125518799","3.453709125518799","3.453709125518799","1.818312644958496","1.818312644958496","1.818312644958496","1.3785979747772217","1.3785979747772217","1.3785979747772217","1.138841152191162","1.138841152191162","1.138841152191162","1.1629996299743652","1.1629996299743652","1.1629996299743652","1.3476252555847168","1.3476252555847168","1.3476252555847168","2.0365195274353027","2.0365195274353027","2.0365195274353027","4.20557975769043","4.20557975769043","4.20557975769043"
