"Step","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - informativeness_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - informativeness_test all phoneme speaker_frame__MAX"
"5","","","","","","","","","","","","","","","","","","","0.4070237352620201","0.4070237352620201","0.4070237352620201","0.4079019164262947","0.4079019164262947","0.4079019164262947","0.4071014661391107","0.4071014661391107","0.4071014661391107"
"6","0.40968930261606873","0.40968930261606873","0.40968930261606873","0.4146085453920274","0.4146085453920274","0.4146085453920274","0.42471131749636104","0.42471131749636104","0.42471131749636104","0.42900115886354984","0.42900115886354984","0.42900115886354984","0.4040240195361845","0.4040240195361845","0.4040240195361845","0.40379857396173796","0.40379857396173796","0.40379857396173796","","","","","","","","",""
