"Step","final_TIMIT_filter_dual_NoC4_b0_40% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_40% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_30% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_10% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_20% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_60% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_80% - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - explicitness_score_test all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - explicitness_score_test all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - explicitness_score_test all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - explicitness_score_test all phoneme speaker_frame__MAX"
"12","0.4217825091500816","0.4217825091500816","0.4217825091500816","0.4260409017623113","0.4260409017623113","0.4260409017623113","0.4838119686718693","0.4838119686718693","0.4838119686718693","0.46031356186523126","0.46031356186523126","0.46031356186523126","0.44760468723369634","0.44760468723369634","0.44760468723369634","0.43046077242286757","0.43046077242286757","0.43046077242286757","","","","","","","","",""
"21","","","","","","","","","","","","","","","","","","","0.4729811868263134","0.4729811868263134","0.4729811868263134","0.47188107697511994","0.47188107697511994","0.47188107697511994","0.47054399572631217","0.47054399572631217","0.47054399572631217"
