"Step","final_TIMIT_filter_dual_NoC4_b0_40% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_40% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_30% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_10% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_20% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_60% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_80% - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - gaussian_total_correlation_norm all phoneme speaker_frame__MAX"
"14","0.23034145109190338","0.23034145109190338","0.23034145109190338","0.2513773266764219","0.2513773266764219","0.2513773266764219","0.3232930666866496","0.3232930666866496","0.3232930666866496","1.110506052571581","1.110506052571581","1.110506052571581","0.21004500502974938","0.21004500502974938","0.21004500502974938","0.21351053499860373","0.21351053499860373","0.21351053499860373","","","","","","","","",""
"28","","","","","","","","","","","","","","","","","","","0.2154498175419233","0.2154498175419233","0.2154498175419233","0.21727200633237714","0.21727200633237714","0.21727200633237714","0.21900452979618323","0.21900452979618323","0.21900452979618323"
