"Step","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_40% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_30% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_10% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_20% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_60% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_80% - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_90%_PART2 - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_50%_PART2 - mutual_info_score all phoneme speaker_frame__MAX","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all phoneme speaker_frame","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all phoneme speaker_frame__MIN","final_TIMIT_filter_dual_NoC4_b0_70%_PART2 - mutual_info_score all phoneme speaker_frame__MAX"
"15","0.03826650423333796","0.03826650423333796","0.03826650423333796","0.041579536714980644","0.041579536714980644","0.041579536714980644","0.05079436890985927","0.05079436890985927","0.05079436890985927","0.09081737374138318","0.09081737374138318","0.09081737374138318","0.03382319377484218","0.03382319377484218","0.03382319377484218","0.034410780201834974","0.034410780201834974","0.034410780201834974","","","","","","","","",""
"29","","","","","","","","","","","","","","","","","","","0.035834360927564826","0.035834360927564826","0.035834360927564826","0.035628258530658125","0.035628258530658125","0.035628258530658125","0.035249091201584155","0.035249091201584155","0.035249091201584155"
