"Step","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_vmd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_vmd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_vmd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_emd_bz1_bs1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_emd_bz0.1_bs0.1_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_emd_bz0_bs0_dual_new_metrics(ep) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_bz1_bs1_NoC3_dual_new_metrics(ep110) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all speaker_seq","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_ewt_bz0_bs0_NoC3_dual_new_metrics(ep112) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all speaker_seq","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_bz0_bs0_NoC3_dual_new_metrics(ep111) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_bz0.1_bs0.1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MAX","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MIN","vowels_filter_bz1_bs1_NoC3_dual_new_metrics(ep109) - gaussian_total_correlation_norm all speaker_seq__MAX"
"16","0.09736301278335646","0.09736301278335646","0.09736301278335646","0.0586031905317384","0.0586031905317384","0.0586031905317384","0.28199554858088366","0.28199554858088366","0.28199554858088366","0.07244889202513123","0.07244889202513123","0.07244889202513123","0.15535022426107561","0.15535022426107561","0.15535022426107561","0.391678572285105","0.391678572285105","0.391678572285105","0.0742139626377601","0.0742139626377601","0.0742139626377601","0.09616208373897214","0.09616208373897214","0.09616208373897214","0.4280760781676822","0.4280760781676822","0.4280760781676822","0.29285732384372803","0.29285732384372803","0.29285732384372803","0.06767253914624484","0.06767253914624484","0.06767253914624484","0.07282648307919944","0.07282648307919944","0.07282648307919944"
