"Step","VOWELS_FILTER_b1_Z_bs16 - prior_loss_z","VOWELS_FILTER_b1_Z_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b1_Z_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0.1_Z_bs16 - prior_loss_z","VOWELS_FILTER_b0.1_Z_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0.1_Z_bs16 - prior_loss_z__MAX","VOWELS_FILTER_b0_Z_bs16 - prior_loss_z","VOWELS_FILTER_b0_Z_bs16 - prior_loss_z__MIN","VOWELS_FILTER_b0_Z_bs16 - prior_loss_z__MAX"
"112","0.030803754925727844","0.030803754925727844","0.030803754925727844","0.014014393091201782","0.014014393091201782","0.014014393091201782","0","0","0"
"114","0.13411112129688263","0.13411112129688263","0.13411112129688263","0.015560835599899292","0.015560835599899292","0.015560835599899292","0","0","0"
"116","0.03842301666736603","0.03842301666736603","0.03842301666736603","0.11685392260551453","0.11685392260551453","0.11685392260551453","0","0","0"
"118","0.06168343126773834","0.06168343126773834","0.06168343126773834","0.014437809586524963","0.014437809586524963","0.014437809586524963","0","0","0"
"120","0.04957519471645355","0.04957519471645355","0.04957519471645355","0.014852173626422882","0.014852173626422882","0.014852173626422882","0","0","0"
"122","0.048788487911224365","0.048788487911224365","0.048788487911224365","0.004129767417907715","0.004129767417907715","0.004129767417907715","0","0","0"
"124","0.025953873991966248","0.025953873991966248","0.025953873991966248","0.12413102388381958","0.12413102388381958","0.12413102388381958","0","0","0"
"126","0.02246476709842682","0.02246476709842682","0.02246476709842682","0.022773750126361847","0.022773750126361847","0.022773750126361847","0","0","0"
"128","0.017015710473060608","0.017015710473060608","0.017015710473060608","0.010460712015628815","0.010460712015628815","0.010460712015628815","0","0","0"
"130","0.08663766086101532","0.08663766086101532","0.08663766086101532","0.01781049370765686","0.01781049370765686","0.01781049370765686","0","0","0"
"132","0.031151175498962402","0.031151175498962402","0.031151175498962402","0.015202581882476807","0.015202581882476807","0.015202581882476807","0","0","0"
"134","0.03615081310272217","0.03615081310272217","0.03615081310272217","0.03147026151418686","0.03147026151418686","0.03147026151418686","0","0","0"
"136","0.0868912786245346","0.0868912786245346","0.0868912786245346","0.021287769079208374","0.021287769079208374","0.021287769079208374","0","0","0"
"138","0.058161765336990356","0.058161765336990356","0.058161765336990356","0.10355375707149506","0.10355375707149506","0.10355375707149506","0","0","0"
"140","0.05190595984458923","0.05190595984458923","0.05190595984458923","0.03707662969827652","0.03707662969827652","0.03707662969827652","0","0","0"
"142","0.062312930822372437","0.062312930822372437","0.062312930822372437","0.0073247030377388","0.0073247030377388","0.0073247030377388","0","0","0"
"144","0.050879642367362976","0.050879642367362976","0.050879642367362976","0.028806425631046295","0.028806425631046295","0.028806425631046295","0","0","0"
"146","0.35871297121047974","0.35871297121047974","0.35871297121047974","0.0042955875396728516","0.0042955875396728516","0.0042955875396728516","0","0","0"
"148","0.12222163379192352","0.12222163379192352","0.12222163379192352","0.010967344045639038","0.010967344045639038","0.010967344045639038","0","0","0"
"150","0.035504475235939026","0.035504475235939026","0.035504475235939026","0.006591461598873138","0.006591461598873138","0.006591461598873138","0","0","0"
"152","0.03274358808994293","0.03274358808994293","0.03274358808994293","0.016196757555007935","0.016196757555007935","0.016196757555007935","0","0","0"
"154","0.01762598752975464","0.01762598752975464","0.01762598752975464","0.002788439393043518","0.002788439393043518","0.002788439393043518","0","0","0"
"156","0.19625604152679443","0.19625604152679443","0.19625604152679443","0.024210691452026367","0.024210691452026367","0.024210691452026367","0","0","0"
"158","0.03627367317676544","0.03627367317676544","0.03627367317676544","0.032638438045978546","0.032638438045978546","0.032638438045978546","0","0","0"
"160","0.03325998783111572","0.03325998783111572","0.03325998783111572","0.008099451661109924","0.008099451661109924","0.008099451661109924","0","0","0"
"162","0.039165765047073364","0.039165765047073364","0.039165765047073364","0.007662147283554077","0.007662147283554077","0.007662147283554077","0","0","0"
"164","0.04171296954154968","0.04171296954154968","0.04171296954154968","0.006580039858818054","0.006580039858818054","0.006580039858818054","0","0","0"
"166","0.031551867723464966","0.031551867723464966","0.031551867723464966","0.006539493799209595","0.006539493799209595","0.006539493799209595","0","0","0"
"168","0.028401166200637817","0.028401166200637817","0.028401166200637817","0.006039455533027649","0.006039455533027649","0.006039455533027649","0","0","0"
"170","0.06614528596401215","0.06614528596401215","0.06614528596401215","0.007673248648643494","0.007673248648643494","0.007673248648643494","0","0","0"
"172","0.04396483302116394","0.04396483302116394","0.04396483302116394","0.06342409551143646","0.06342409551143646","0.06342409551143646","0","0","0"
"174","0.04093080759048462","0.04093080759048462","0.04093080759048462","0.03578740358352661","0.03578740358352661","0.03578740358352661","0","0","0"
"176","0.09026952087879181","0.09026952087879181","0.09026952087879181","0.014864623546600342","0.014864623546600342","0.014864623546600342","0","0","0"
"178","0.06673820316791534","0.06673820316791534","0.06673820316791534","0.006847195327281952","0.006847195327281952","0.006847195327281952","0","0","0"
"180","0.10386563837528229","0.10386563837528229","0.10386563837528229","0.014344349503517151","0.014344349503517151","0.014344349503517151","0","0","0"
"182","0.057634562253952026","0.057634562253952026","0.057634562253952026","0.023694507777690887","0.023694507777690887","0.023694507777690887","0","0","0"
"184","0.08611820638179779","0.08611820638179779","0.08611820638179779","0.021254882216453552","0.021254882216453552","0.021254882216453552","0","0","0"
"186","0.04502631723880768","0.04502631723880768","0.04502631723880768","0.0043909624218940735","0.0043909624218940735","0.0043909624218940735","0","0","0"
"188","0.04561476409435272","0.04561476409435272","0.04561476409435272","0.026740804314613342","0.026740804314613342","0.026740804314613342","0","0","0"
"190","0.03339432179927826","0.03339432179927826","0.03339432179927826","0.009460821747779846","0.009460821747779846","0.009460821747779846","0","0","0"
"192","0.015180334448814392","0.015180334448814392","0.015180334448814392","0.034860000014305115","0.034860000014305115","0.034860000014305115","0","0","0"
"194","0.04261806607246399","0.04261806607246399","0.04261806607246399","0.0037928372621536255","0.0037928372621536255","0.0037928372621536255","0","0","0"
"196","0.04532352089881897","0.04532352089881897","0.04532352089881897","0.02726869285106659","0.02726869285106659","0.02726869285106659","0","0","0"
"198","0.020563974976539612","0.020563974976539612","0.020563974976539612","0.00879717618227005","0.00879717618227005","0.00879717618227005","0","0","0"
